event_name,r_fighter,b_fighter,winner,weight_class,is_title_bout,gender,method,finish_round,total_rounds,time_sec,referee,r_kd,r_sig_str,r_sig_str_att,r_sig_str_acc,r_str,r_str_att,r_str_acc,r_td,r_td_att,r_td_acc,r_sub_att,r_rev,r_ctrl_sec,r_wins_total,r_losses_total,r_age,r_height,r_weight,r_reach,r_stance,r_SLpM_total,r_SApM_total,r_sig_str_acc_total,r_td_acc_total,r_str_def_total,r_td_def_total,r_sub_avg,r_td_avg,b_kd,b_sig_str,b_sig_str_att,b_sig_str_acc,b_str,b_str_att,b_str_acc,b_td,b_td_att,b_td_acc,b_sub_att,b_rev,b_ctrl_sec,b_wins_total,b_losses_total,b_age,b_height,b_weight,b_reach,b_stance,b_SLpM_total,b_SApM_total,b_sig_str_acc_total,b_td_acc_total,b_str_def_total,b_td_def_total,b_sub_avg,b_td_avg,kd_diff,sig_str_diff,sig_str_att_diff,sig_str_acc_diff,str_diff,str_att_diff,str_acc_diff,td_diff,td_att_diff,td_acc_diff,sub_att_diff,rev_diff,ctrl_sec_diff,wins_total_diff,losses_total_diff,age_diff,height_diff,weight_diff,reach_diff,SLpM_total_diff,SApM_total_diff,sig_str_acc_total_diff,td_acc_total_diff,str_def_total_diff,td_def_total_diff,sub_avg_diff,td_avg_diff,date,r_edge_count,b_edge_count,success
UFC Fight Night: Rozenstruik vs. Gane,Nikita Krylov,Magomed Ankalaev,Blue,Light Heavyweight,0,Men,Decision - Unanimous,3,3.0,300,Mark Smith,0,47,120,0.39,58,132,0.44,1,6,0.16,0,0,104,30,9,32.0,190.5,92.99,195.58,Orthodox,4.38,2.47,0.55,0.38,0.44,0.53,1.4,2.29,0,43,92,0.46,89,143,0.62,3,9,0.33,0,0,359,19,1,31.0,190.5,92.99,190.5,Orthodox,3.64,2.25,0.53,0.31,0.59,0.86,0.0,1.02,0,4,28,-0.07,-31,-11,-0.18,-2,-3,-0.17,0,0,-255,11,8,1.0,0.0,0.0,5.0800000000000125,0.7399999999999998,0.2200000000000002,0.02,0.07,-0.1499999999999999,-0.3299999999999999,1.4,1.27,2021-02-27,0,7,0
UFC Fight Night: Rozenstruik vs. Gane,Dustin Jacoby,Maxim Grishin,Red,Light Heavyweight,0,Men,Decision - Unanimous,3,3.0,300,Chris Tognoni,0,57,137,0.41,60,141,0.43,0,0,0.0,0,0,48,19,8,35.0,190.5,92.99,193.04,Orthodox,5.53,4.07,0.47,0.25,0.57,0.6,0.0,0.36,2,66,156,0.42,80,172,0.47,0,2,0.0,0,0,76,32,10,39.0,190.5,92.99,198.12,Orthodox,3.26,2.27,0.52,0.16,0.58,0.66,0.0,0.21,-2,-9,-19,-0.01,-20,-31,-0.0399999999999999,0,-2,0.0,0,0,-28,-13,-2,-4.0,0.0,0.0,-5.0800000000000125,2.2700000000000005,1.8000000000000005,-0.05,0.09,-0.01,-0.06,0.0,0.15,2021-02-27,0,0,1
UFC 259: Blachowicz vs. Adesanya,Kennedy Nzechukwu,Carlos Ulberg,Red,Light Heavyweight,0,Men,KO/TKO,2,3.0,199,Herb Dean,1,82,148,0.55,84,150,0.56,0,1,0.0,0,0,5,12,5,31.0,195.58,92.99,210.82,Southpaw,5.13,4.9,0.45,0.45,0.5,0.8,0.2,0.6,0,146,227,0.64,146,227,0.64,0,0,0.0,0,0,5,10,1,33.0,193.04,92.99,195.58,Orthodox,7.29,3.59,0.59,0.75,0.52,0.75,0.3,0.95,1,-64,-79,-0.0899999999999999,-62,-77,-0.0799999999999999,0,1,0.0,0,0,0,2,4,-2.0,2.5400000000000205,0.0,15.23999999999998,-2.16,1.3100000000000005,-0.1399999999999999,-0.3,-0.02,0.05,-0.0999999999999999,-0.35,2021-03-06,0,0,1
UFC 259: Blachowicz vs. Adesanya,Thiago Santos,Aleksandar Rakic,Blue,Light Heavyweight,0,Men,Decision - Unanimous,3,3.0,300,Herb Dean,0,49,97,0.5,61,109,0.56,0,1,0.0,0,0,0,22,11,40.0,187.96,92.99,193.04,Orthodox,3.72,2.57,0.48,0.33,0.53,0.65,0.1,0.88,0,36,89,0.4,50,103,0.49,0,2,0.0,0,0,152,14,3,32.0,193.04,92.99,198.12,Orthodox,4.01,2.3,0.5,0.25,0.53,0.9,0.2,0.82,0,13,8,0.0999999999999999,11,6,0.07,0,-1,0.0,0,0,-152,8,8,8.0,-5.079999999999984,0.0,-5.0800000000000125,-0.2899999999999996,0.27,-0.02,0.08,0.0,-0.25,-0.1,0.06,2021-03-06,0,0,1
UFC Fight Night: Edwards vs. Muhammad,Misha Cirkunov,Ryan Spann,Blue,Light Heavyweight,0,Men,KO/TKO,1,3.0,71,Mark Smith,0,5,18,0.27,5,18,0.28,0,0,0.0,0,0,0,15,9,37.0,190.5,92.99,195.58,Orthodox,3.86,3.06,0.51,0.39,0.57,0.76,1.7,4.15,1,16,29,0.55,16,29,0.55,0,0,0.0,0,0,13,21,9,32.0,195.58,92.99,200.66,Orthodox,3.42,3.91,0.4,0.35,0.45,0.47,1.5,1.29,-1,-11,-11,-0.28,-11,-11,-0.27,0,0,0.0,0,0,-13,-6,0,5.0,-5.0800000000000125,0.0,-5.079999999999984,0.4399999999999999,-0.8500000000000001,0.1099999999999999,0.04,0.1199999999999999,0.29,0.1999999999999999,2.8600000000000003,2021-03-13,4,0,1
UFC 260: Miocic vs. Ngannou,Modestas Bukauskas,Michal Oleksiejczuk,Blue,Light Heavyweight,0,Men,Decision - Split,3,3.0,300,Jason Herzog,0,58,167,0.34,62,172,0.36,0,1,0.0,0,0,4,15,6,30.0,190.5,92.99,198.12,Switch,3.28,3.87,0.41,0.0,0.5,0.71,0.0,0.0,0,56,122,0.45,77,144,0.53,0,2,0.0,0,0,69,19,7,29.0,182.88,83.91,187.96,Southpaw,5.06,4.26,0.5,0.44,0.61,0.48,0.0,0.75,0,2,45,-0.1099999999999999,-15,28,-0.17,0,-1,0.0,0,0,-65,-4,-1,1.0,7.6200000000000045,9.079999999999998,10.159999999999997,-1.7799999999999998,-0.3899999999999997,-0.09,-0.44,-0.1099999999999999,0.2299999999999999,0.0,-0.75,2021-03-27,0,0,0
UFC 260: Miocic vs. Ngannou,Alonzo Menifield,Fabio Cherant,Red,Light Heavyweight,0,Men,Submission,1,3.0,71,Herb Dean,0,3,3,1.0,3,3,1.0,1,1,1.0,1,0,67,15,3,36.0,182.88,92.99,193.04,Orthodox,3.92,3.51,0.57,0.33,0.49,0.75,0.3,0.67,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,7,4,29.0,185.42,92.99,187.96,Southpaw,1.35,4.89,0.4,0.0,0.38,0.0,0.0,0.0,0,3,2,1.0,3,2,1.0,1,1,1.0,1,0,67,8,-1,7.0,-2.539999999999992,0.0,5.079999999999984,2.57,-1.38,0.1699999999999999,0.33,0.1099999999999999,0.75,0.3,0.67,2021-03-27,0,0,1
UFC Fight Night: Vettori vs. Holland,Da Woon Jung,William Knight,Red,Light Heavyweight,0,Men,Decision - Unanimous,3,3.0,300,Mark Smith,0,28,46,0.6,73,99,0.74,8,9,0.88,0,0,724,15,5,30.0,193.04,92.99,198.12,Orthodox,3.49,3.89,0.43,0.5,0.51,0.77,0.2,1.9,0,17,29,0.58,38,50,0.76,0,3,0.0,0,0,9,11,5,35.0,177.8,92.99,185.42,Orthodox,2.62,3.3,0.56,0.4,0.35,0.48,0.4,1.78,0,11,17,0.02,35,49,-0.02,8,6,0.88,0,0,715,4,0,-5.0,15.23999999999998,0.0,12.700000000000015,0.8700000000000001,0.5900000000000003,-0.13,0.0999999999999999,0.16,0.29,-0.2,0.1199999999999998,2021-04-10,0,0,0
UFC 261: Usman vs. Masvidal 2,Anthony Smith,Jimmy Crute,Red,Light Heavyweight,0,Men,TKO - Doctor's Stoppage,1,3.0,300,Keith Peterson,0,26,39,0.66,27,40,0.68,0,0,0.0,0,0,2,37,19,35.0,193.04,92.99,193.04,Orthodox,3.21,4.47,0.48,0.26,0.46,0.48,0.6,0.49,0,18,35,0.51,34,57,0.6,3,3,1.0,0,0,57,12,4,28.0,187.96,92.99,187.96,Orthodox,3.68,3.04,0.54,0.57,0.44,0.6,2.0,4.84,0,8,4,0.15,-7,-17,0.08,-3,-3,-1.0,0,0,-55,25,15,7.0,5.079999999999984,0.0,5.079999999999984,-0.4700000000000002,1.4299999999999995,-0.06,-0.3099999999999999,0.02,-0.12,-1.4,-4.35,2021-04-24,0,0,0
UFC Fight Night: Reyes vs. Prochazka,Dominick Reyes,Jiri Prochazka,Blue,Light Heavyweight,0,Men,KO/TKO,2,5.0,269,Herb Dean,0,63,108,0.58,68,114,0.6,1,1,1.0,1,0,29,12,4,34.0,193.04,92.99,195.58,Southpaw,4.75,3.77,0.5,0.28,0.48,0.8,0.4,0.36,1,77,136,0.56,78,137,0.57,1,1,1.0,0,0,95,29,4,31.0,190.5,92.99,203.2,Orthodox,5.31,5.17,0.55,0.5,0.4,0.68,0.3,0.61,-1,-14,-28,0.0199999999999999,-10,-23,0.03,0,0,0.0,1,0,-66,-17,0,3.0,2.539999999999992,0.0,-7.619999999999976,-0.5599999999999996,-1.4,-0.05,-0.2199999999999999,0.0799999999999999,0.12,0.1,-0.25,2021-05-01,0,0,0
