event_name,r_fighter,b_fighter,winner,weight_class,is_title_bout,gender,method,finish_round,total_rounds,time_sec,referee,r_kd,r_sig_str,r_sig_str_att,r_sig_str_acc,r_str,r_str_att,r_str_acc,r_td,r_td_att,r_td_acc,r_sub_att,r_rev,r_ctrl_sec,r_wins_total,r_losses_total,r_age,r_height,r_weight,r_reach,r_stance,r_SLpM_total,r_SApM_total,r_sig_str_acc_total,r_td_acc_total,r_str_def_total,r_td_def_total,r_sub_avg,r_td_avg,b_kd,b_sig_str,b_sig_str_att,b_sig_str_acc,b_str,b_str_att,b_str_acc,b_td,b_td_att,b_td_acc,b_sub_att,b_rev,b_ctrl_sec,b_wins_total,b_losses_total,b_age,b_height,b_weight,b_reach,b_stance,b_SLpM_total,b_SApM_total,b_sig_str_acc_total,b_td_acc_total,b_str_def_total,b_td_def_total,b_sub_avg,b_td_avg,kd_diff,sig_str_diff,sig_str_att_diff,sig_str_acc_diff,str_diff,str_att_diff,str_acc_diff,td_diff,td_att_diff,td_acc_diff,sub_att_diff,rev_diff,ctrl_sec_diff,wins_total_diff,losses_total_diff,age_diff,height_diff,weight_diff,reach_diff,SLpM_total_diff,SApM_total_diff,sig_str_acc_total_diff,td_acc_total_diff,str_def_total_diff,td_def_total_diff,sub_avg_diff,td_avg_diff,date,r_edge_count,b_edge_count,success
UFC Fight Night: Barboza vs. Chikadze,Alessio Di Chirico,Abdul Razak Alhassan,Blue,Middleweight,0,Men,KO/TKO,1,3.0,17,Herb Dean,0,1,2,0.5,1,2,0.5,0,0,0.0,0,0,0,13,7,34.0,182.88,83.91,187.96,Orthodox,3.32,3.44,0.39,0.39,0.61,0.83,0.0,1.46,1,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,12,6,38.0,177.8,83.91,185.42,Orthodox,3.37,3.99,0.48,0.38,0.55,0.5,0.2,0.89,-1,0,1,-0.5,0,1,-0.5,0,0,0.0,0,0,0,1,1,-4.0,5.079999999999984,0.0,2.5400000000000205,-0.0500000000000002,-0.5500000000000003,-0.0899999999999999,0.01,0.0599999999999999,0.3299999999999999,-0.2,0.57,2021-08-28,0,3,1
UFC Fight Night: Barboza vs. Chikadze,Sam Alvey,Wellington Turman,Blue,Middleweight,0,Men,Decision - Split,3,3.0,300,Chris Tognoni,0,68,122,0.55,114,169,0.67,0,0,0.0,0,0,114,33,18,37.0,187.96,83.91,190.5,Southpaw,3.28,3.63,0.44,0.14,0.52,0.82,0.1,0.06,0,69,119,0.57,75,126,0.6,2,9,0.22,0,0,174,18,8,27.0,182.88,77.11,182.88,Orthodox,3.23,4.17,0.51,0.2,0.45,0.42,0.8,1.55,0,-1,3,-0.0199999999999999,39,43,0.07,-2,-9,-0.22,0,0,-60,15,10,10.0,5.0800000000000125,6.799999999999997,7.6200000000000045,0.0499999999999998,-0.54,-0.07,-0.06,0.07,0.3999999999999999,-0.7000000000000001,-1.49,2021-08-28,0,10,0
UFC Fight Night: Barboza vs. Chikadze,Bryan Battle,Gilbert Urbina,Red,Middleweight,0,Men,Submission,2,3.0,135,Herb Dean,0,46,87,0.52,54,96,0.56,1,1,1.0,1,0,82,11,2,29.0,185.42,77.11,195.58,Orthodox,4.52,3.74,0.51,0.28,0.44,0.47,0.6,1.12,0,45,76,0.59,63,95,0.66,2,6,0.33,0,0,160,7,4,27.0,190.5,77.11,190.5,Orthodox,5.61,4.61,0.57,0.44,0.44,0.0,0.8,3.01,0,1,11,-0.0699999999999999,-9,1,-0.0999999999999999,-1,-5,0.6699999999999999,1,0,-78,4,-2,2.0,-5.0800000000000125,0.0,5.0800000000000125,-1.0900000000000007,-0.8700000000000001,-0.0599999999999999,-0.1599999999999999,0.0,0.47,-0.2,-1.8899999999999997,2021-08-28,0,0,0
UFC Fight Night: Barboza vs. Chikadze,Makhmud Muradov,Gerald Meerschaert,Blue,Middleweight,0,Men,Submission,2,3.0,109,Mark Smith,0,40,99,0.4,41,100,0.41,0,0,0.0,0,0,16,26,8,34.0,187.96,83.91,190.5,Orthodox,4.21,2.57,0.43,0.66,0.61,0.77,0.2,3.03,0,32,56,0.57,39,65,0.6,3,10,0.3,1,0,55,36,17,36.0,185.42,83.91,195.58,Southpaw,3.18,3.37,0.45,0.38,0.53,0.34,1.6,2.17,0,8,43,-0.1699999999999999,2,35,-0.19,-3,-10,-0.3,-1,0,-39,-10,-9,-2.0,2.5400000000000205,0.0,-5.0800000000000125,1.0299999999999998,-0.8000000000000003,-0.02,0.28,0.0799999999999999,0.43,-1.4,0.8599999999999999,2021-08-28,0,2,1
UFC Fight Night: Brunson vs. Till,Derek Brunson,Darren Till,Red,Middleweight,0,Men,Submission,3,5.0,133,Herb Dean,0,41,84,0.48,101,145,0.7,3,6,0.5,1,0,443,23,9,40.0,185.42,83.91,195.58,Southpaw,3.51,3.05,0.47,0.33,0.51,0.85,0.6,3.14,0,26,50,0.52,28,53,0.53,0,0,0.0,0,0,4,18,5,31.0,182.88,83.91,187.96,Southpaw,2.3,3.31,0.46,0.46,0.56,0.69,0.0,0.55,0,15,34,-0.04,73,92,0.1699999999999999,3,6,0.5,1,0,439,5,4,9.0,2.539999999999992,0.0,7.6200000000000045,1.21,-0.2600000000000002,0.0099999999999999,-0.13,-0.05,0.16,0.6,2.59,2021-09-04,0,10,1
UFC Fight Night: Brunson vs. Till,Dalcha Lungiambula,Marc-Andre Barriault,Blue,Middleweight,0,Men,Decision - Unanimous,3,3.0,300,Mark Smith,0,85,217,0.39,87,219,0.4,2,5,0.4,0,0,32,11,6,36.0,172.72,83.91,193.04,Orthodox,3.07,3.93,0.45,0.45,0.52,0.77,0.0,2.14,0,118,289,0.4,128,299,0.43,0,0,0.0,0,0,31,16,7,34.0,185.42,83.91,187.96,Orthodox,6.19,5.67,0.47,0.25,0.52,0.67,0.1,0.22,0,-33,-72,-0.01,-41,-80,-0.0299999999999999,2,5,0.4,0,0,1,-5,-1,2.0,-12.699999999999989,0.0,5.079999999999984,-3.120000000000001,-1.7399999999999998,-0.0199999999999999,0.2,0.0,0.0999999999999999,-0.1,1.92,2021-09-04,0,0,1
UFC Fight Night: Smith vs. Spann,Joaquin Buckley,Antonio Arroyo,Red,Middleweight,0,Men,KO/TKO,3,3.0,146,Mark Smith,1,41,102,0.4,45,107,0.42,1,6,0.16,0,0,78,17,6,29.0,177.8,77.11,193.04,Southpaw,3.87,3.31,0.33,0.36,0.57,0.65,0.0,1.51,0,21,46,0.45,30,57,0.53,0,0,0.0,0,0,24,9,5,34.0,190.5,83.91,185.42,Orthodox,2.82,2.02,0.66,0.41,0.5,0.41,0.2,1.14,1,20,56,-0.0499999999999999,15,50,-0.11,1,6,0.16,0,0,54,8,1,-5.0,-12.699999999999989,-6.799999999999997,7.6200000000000045,1.0500000000000005,1.29,-0.33,-0.0499999999999999,0.0699999999999999,0.24,-0.2,0.3700000000000001,2021-09-18,0,0,1
UFC 266: Volkanovski vs. Ortega,Nick Diaz,Robbie Lawler,Blue,Middleweight,0,Men,KO/TKO,3,5.0,44,Jason Herzog,0,150,339,0.44,150,339,0.44,0,1,0.0,0,0,0,26,10,40.0,185.42,77.11,193.04,Southpaw,5.71,3.84,0.42,0.32,0.59,0.6,1.0,1.28,0,131,221,0.59,131,221,0.59,0,0,0.0,0,0,14,30,16,42.0,180.34,77.11,187.96,Southpaw,3.85,4.67,0.47,0.64,0.59,0.65,0.0,0.65,0,19,118,-0.1499999999999999,19,118,-0.1499999999999999,0,1,0.0,0,0,-14,-4,-6,-2.0,5.079999999999984,0.0,5.079999999999984,1.86,-0.8300000000000001,-0.0499999999999999,-0.32,0.0,-0.05,1.0,0.63,2021-09-25,0,1,1
UFC 266: Volkanovski vs. Ortega,Cody Brundage,Nick Maximov,Blue,Middleweight,0,Men,Decision - Unanimous,3,3.0,300,Chris Tognoni,0,28,53,0.52,59,90,0.66,0,1,0.0,1,0,115,10,5,29.0,182.88,83.91,182.88,Orthodox,1.8,2.51,0.55,0.52,0.43,0.73,1.1,2.69,0,14,40,0.35,84,142,0.59,4,15,0.26,0,2,561,8,2,26.0,182.88,83.91,193.04,Southpaw,1.93,2.64,0.45,0.45,0.46,0.35,0.2,4.16,0,14,13,0.17,-25,-52,0.07,-4,-14,-0.26,1,-2,-446,2,3,3.0,0.0,0.0,-10.159999999999997,-0.1299999999999999,-0.1300000000000003,0.1,0.07,-0.03,0.38,0.9000000000000001,-1.4700000000000002,2021-09-25,0,0,1
UFC Fight Night: Santos vs. Walker,Misha Cirkunov,Krzysztof Jotko,Blue,Middleweight,0,Men,Decision - Split,3,3.0,300,Herb Dean,0,41,91,0.45,55,106,0.52,5,17,0.29,0,0,246,15,9,37.0,190.5,92.99,195.58,Orthodox,3.86,3.06,0.51,0.39,0.57,0.76,1.7,4.15,0,41,95,0.43,56,115,0.49,1,3,0.33,0,0,44,24,6,34.0,185.42,83.91,195.58,Southpaw,2.98,2.23,0.42,0.39,0.57,0.82,0.1,1.33,0,0,-4,0.02,-1,-9,0.03,4,14,-0.04,0,0,202,-9,3,3.0,5.0800000000000125,9.079999999999998,0.0,0.8799999999999999,0.8300000000000001,0.09,0.0,0.0,-0.0599999999999999,1.6,2.8200000000000003,2021-10-02,7,0,1
UFC Fight Night: Ladd vs. Dumont,Andrew Sanchez,Bruno Silva,Blue,Middleweight,0,Men,KO/TKO,3,3.0,155,Keith Peterson,0,33,53,0.62,86,117,0.74,7,12,0.58,0,0,473,13,7,35.0,185.42,83.91,187.96,Orthodox,4.3,5.1,0.43,0.36,0.5,1.0,0.0,2.55,0,70,123,0.56,100,155,0.65,0,1,0.0,0,0,15,23,10,34.0,182.88,83.91,187.96,Orthodox,4.43,5.33,0.51,0.27,0.43,0.73,0.0,1.09,0,-37,-70,0.0599999999999999,-14,-38,0.0899999999999999,7,11,0.58,0,0,458,-10,-3,1.0,2.539999999999992,0.0,0.0,-0.1299999999999999,-0.2300000000000004,-0.08,0.0899999999999999,0.07,0.27,0.0,1.4599999999999995,2021-10-16,0,1,1
UFC Fight Night: Costa vs. Vettori,JunYong Park,Gregory Rodrigues,Blue,Middleweight,0,Men,KO/TKO,2,3.0,193,Keith Peterson,0,56,109,0.51,59,112,0.53,0,0,0.0,0,0,29,17,6,33.0,177.8,83.91,185.42,Orthodox,4.53,3.3,0.5,0.5,0.53,0.57,1.1,1.83,0,68,90,0.75,75,98,0.77,2,4,0.5,0,1,200,15,5,32.0,190.5,83.91,190.5,Orthodox,6.08,5.3,0.55,0.45,0.51,1.0,0.5,2.46,0,-12,19,-0.24,-16,14,-0.24,-2,-4,-0.5,0,-1,-171,2,1,1.0,-12.699999999999989,0.0,-5.0800000000000125,-1.5499999999999998,-2.0,-0.05,0.0499999999999999,0.02,-0.43,0.6000000000000001,-0.6299999999999999,2021-10-23,0,0,0
UFC Fight Night: Costa vs. Vettori,Jamie Pickett,Laureano Staropoli,Red,Middleweight,0,Men,Decision - Unanimous,3,3.0,300,Mike Beltran,0,47,96,0.48,58,108,0.54,2,2,1.0,0,0,157,13,11,35.0,187.96,83.91,203.2,Orthodox,2.65,3.62,0.47,0.4,0.5,0.67,0.1,1.26,0,25,62,0.4,43,80,0.54,1,9,0.11,0,0,326,9,5,31.0,185.42,83.91,180.34,Orthodox,3.31,3.73,0.34,0.26,0.54,0.48,0.0,0.83,0,22,34,0.0799999999999999,15,28,0.0,1,-7,0.89,0,0,-169,4,6,4.0,2.5400000000000205,0.0,22.859999999999985,-0.6600000000000001,-0.1099999999999998,0.1299999999999999,0.14,-0.04,0.19,0.1,0.43,2021-10-23,0,0,1
UFC 267: Blachowicz vs. Teixeira,Albert Duraev,Roman Kopylov,Red,Middleweight,0,Men,Decision - Unanimous,3,3.0,300,Jason Herzog,0,71,140,0.5,152,265,0.57,1,9,0.11,1,0,333,16,5,35.0,180.34,83.91,190.5,Orthodox,2.99,3.01,0.4,0.29,0.59,0.66,0.6,1.97,1,42,93,0.45,54,111,0.49,1,2,0.5,0,0,25,12,3,32.0,182.88,83.91,190.5,Southpaw,4.66,4.1,0.54,0.5,0.6,0.87,0.0,0.42,-1,29,47,0.0499999999999999,98,154,0.0799999999999999,0,7,-0.39,1,0,308,4,2,3.0,-2.539999999999992,0.0,0.0,-1.67,-1.09,-0.14,-0.21,-0.01,-0.2099999999999999,0.6,1.55,2021-10-30,0,0,1
UFC 267: Blachowicz vs. Teixeira,Hu Yaozong,Andre Petroski,Blue,Middleweight,0,Men,Submission,3,3.0,286,Jason Herzog,0,25,65,0.38,27,67,0.4,0,0,0.0,0,0,13,3,3,28.0,190.5,83.91,182.88,Orthodox,3.35,5.09,0.48,0.0,0.35,0.33,0.4,0.0,0,72,102,0.7,79,111,0.71,4,8,0.5,6,1,579,10,3,32.0,182.88,83.91,185.42,Switch,3.61,3.03,0.51,0.54,0.51,0.71,2.5,4.48,0,-47,-37,-0.3199999999999999,-52,-44,-0.3099999999999999,-4,-8,-0.5,-6,-1,-566,-7,0,-4.0,7.6200000000000045,0.0,-2.539999999999992,-0.2599999999999998,2.06,-0.03,-0.54,-0.16,-0.3799999999999999,-2.1,-4.48,2021-10-30,0,0,1
UFC 268: Usman vs. Covington 2,Alex Pereira,Andreas Michailidis,Red,Middleweight,0,Men,KO/TKO,2,3.0,18,Dan Miragliotta,1,11,18,0.61,25,33,0.76,0,0,0.0,0,0,4,9,2,36.0,193.04,92.99,200.66,Orthodox,5.0,3.65,0.62,1.0,0.5,0.7,0.4,0.19,0,3,11,0.27,11,19,0.58,2,7,0.28,0,0,239,13,6,35.0,182.88,77.11,193.04,Orthodox,2.9,3.57,0.51,0.27,0.44,0.5,0.0,1.12,1,8,7,0.3399999999999999,14,14,0.18,-2,-7,-0.28,0,0,-235,-4,-4,1.0,10.159999999999997,15.879999999999995,7.6200000000000045,2.1,0.08,0.1099999999999999,0.73,0.06,0.1999999999999999,0.4,-0.9300000000000002,2021-11-06,0,0,1
UFC 268: Usman vs. Covington 2,Phil Hawes,Chris Curtis,Blue,Middleweight,0,Men,KO/TKO,1,3.0,267,Todd Ronald Anderson,0,48,90,0.53,49,91,0.54,0,3,0.0,0,0,0,12,6,35.0,182.88,83.91,195.58,Orthodox,5.33,3.72,0.59,0.34,0.55,0.9,0.2,2.11,1,21,36,0.58,22,37,0.59,0,0,0.0,0,0,3,31,10,36.0,177.8,83.91,190.5,Orthodox,5.96,6.58,0.51,0.0,0.53,0.92,0.0,0.0,-1,27,54,-0.0499999999999999,27,54,-0.0499999999999999,0,3,0.0,0,0,-3,-19,-4,-1.0,5.079999999999984,0.0,5.0800000000000125,-0.6299999999999999,-2.86,0.0799999999999999,0.34,0.02,-0.02,0.2,2.11,2021-11-06,0,0,0
UFC 268: Usman vs. Covington 2,Edmen Shahbazyan,Nassourdine Imavov,Blue,Middleweight,0,Men,KO/TKO,2,3.0,292,Keith Peterson,0,22,35,0.62,29,43,0.67,1,5,0.2,0,0,154,13,4,26.0,187.96,83.91,190.5,Orthodox,3.6,4.09,0.52,0.38,0.45,0.63,0.6,2.24,0,42,63,0.66,64,87,0.74,0,1,0.0,4,0,236,13,4,29.0,190.5,83.91,190.5,Orthodox,4.53,3.26,0.54,0.31,0.61,0.76,1.5,0.87,0,-20,-28,-0.04,-35,-44,-0.0699999999999999,1,4,0.2,-4,0,-82,0,0,-3.0,-2.539999999999992,0.0,0.0,-0.9300000000000002,0.8300000000000001,-0.02,0.07,-0.1599999999999999,-0.13,-0.9,1.37,2021-11-06,0,0,0
UFC Fight Night: Font vs. Aldo,Brendan Allen,Chris Curtis,Blue,Middleweight,0,Men,KO/TKO,2,3.0,118,Herb Dean,0,43,71,0.6,44,72,0.61,0,3,0.0,1,0,18,23,5,28.0,187.96,83.91,190.5,Orthodox,3.87,3.6,0.54,0.47,0.46,0.58,1.7,1.36,1,61,90,0.67,64,96,0.67,0,0,0.0,0,0,43,31,10,36.0,177.8,83.91,190.5,Orthodox,5.96,6.58,0.51,0.0,0.53,0.92,0.0,0.0,-1,-18,-19,-0.07,-20,-24,-0.06,0,3,0.0,1,0,-25,-8,-5,-8.0,10.159999999999997,0.0,0.0,-2.09,-2.98,0.03,0.47,-0.07,-0.3400000000000001,1.7,1.36,2021-12-04,0,0,0
UFC Fight Night: Font vs. Aldo,Maki Pitolo,Dusko Todorovic,Blue,Middleweight,0,Men,KO/TKO,1,3.0,274,Mark Smith,0,13,29,0.44,13,29,0.45,0,0,0.0,1,0,0,13,9,33.0,177.8,83.91,190.5,Orthodox,4.1,3.93,0.44,0.52,0.55,0.5,0.8,2.24,0,30,53,0.56,67,91,0.74,1,1,1.0,0,0,166,12,4,29.0,185.42,83.91,187.96,Orthodox,5.54,4.55,0.57,0.12,0.46,0.45,0.0,0.96,0,-17,-24,-0.12,-54,-62,-0.29,-1,-1,-1.0,1,0,-166,1,5,4.0,-7.619999999999976,0.0,2.539999999999992,-1.4400000000000004,-0.6199999999999997,-0.1299999999999999,0.4,0.09,0.0499999999999999,0.8,1.2800000000000002,2021-12-04,0,0,1
UFC 269: Oliveira vs. Poirier,Andre Muniz,Eryk Anders,Red,Middleweight,0,Men,Submission,1,3.0,193,Marc Goddard,0,8,16,0.5,12,20,0.6,2,5,0.4,2,0,138,24,6,34.0,185.42,83.91,198.12,Southpaw,1.97,1.99,0.5,0.5,0.54,0.35,1.2,4.23,0,3,13,0.23,3,13,0.23,0,1,0.0,0,0,0,16,8,36.0,185.42,83.91,190.5,Southpaw,3.41,4.17,0.47,0.26,0.5,0.79,0.1,1.79,0,5,3,0.27,9,7,0.37,2,4,0.4,2,0,138,8,-2,-2.0,0.0,0.0,7.6200000000000045,-1.4400000000000002,-2.1799999999999997,0.03,0.24,0.04,-0.44,1.1,2.4400000000000004,2021-12-11,0,0,1
UFC 269: Oliveira vs. Poirier,Jordan Wright,Bruno Silva,Blue,Middleweight,0,Men,KO/TKO,1,3.0,88,Herb Dean,0,20,26,0.76,22,28,0.79,0,0,0.0,0,0,23,12,5,32.0,187.96,92.99,195.58,Orthodox,4.1,6.03,0.56,0.45,0.31,1.0,0.4,2.09,1,19,29,0.65,22,33,0.67,0,0,0.0,0,0,10,23,10,34.0,182.88,83.91,187.96,Orthodox,4.43,5.33,0.51,0.27,0.43,0.73,0.0,1.09,-1,1,-3,0.1099999999999999,0,-5,0.12,0,0,0.0,0,0,13,-11,-5,-2.0,5.0800000000000125,9.079999999999998,7.6200000000000045,-0.33,0.7000000000000002,0.05,0.18,-0.12,0.27,0.4,0.9999999999999998,2021-12-11,0,0,1
UFC Fight Night: Lewis vs. Daukaus,Dustin Stoltzfus,Gerald Meerschaert,Blue,Middleweight,0,Men,Submission,3,3.0,178,Mark Smith,0,12,32,0.37,51,72,0.71,4,4,1.0,1,0,447,15,5,32.0,182.88,83.91,190.5,Orthodox,3.49,3.29,0.44,0.4,0.48,0.46,0.7,2.4,0,11,22,0.5,19,30,0.63,1,1,1.0,3,0,194,36,17,36.0,185.42,83.91,195.58,Southpaw,3.18,3.37,0.45,0.38,0.53,0.34,1.6,2.17,0,1,10,-0.13,32,42,0.0799999999999999,3,3,0.0,-2,0,253,-21,-12,-4.0,-2.539999999999992,0.0,-5.0800000000000125,0.31,-0.08,-0.01,0.02,-0.05,0.12,-0.9000000000000001,0.2299999999999999,2021-12-18,0,2,1
UFC Fight Night: Kattar vs. Chikadze,Jamie Pickett,Joseph Holmes,Red,Middleweight,0,Men,Decision - Unanimous,3,3.0,300,Mark Smith,0,50,122,0.4,54,126,0.43,2,4,0.5,0,0,182,13,11,35.0,187.96,83.91,203.2,Orthodox,2.65,3.62,0.47,0.4,0.5,0.67,0.1,1.26,0,51,93,0.54,59,101,0.58,0,2,0.0,0,0,195,8,4,28.0,193.04,83.91,203.2,Orthodox,2.88,3.08,0.53,0.4,0.54,0.5,0.8,1.49,0,-1,29,-0.14,-5,25,-0.1499999999999999,2,2,0.5,0,0,-13,5,7,7.0,-5.079999999999984,0.0,0.0,-0.2299999999999999,0.54,-0.06,0.0,-0.04,0.17,-0.7000000000000001,-0.2299999999999999,2022-01-15,0,0,1
UFC Fight Night: Hermansson vs. Strickland,Jack Hermansson,Sean Strickland,Blue,Middleweight,0,Men,Decision - Split,5,5.0,300,Herb Dean,0,137,353,0.38,137,353,0.39,0,8,0.0,0,0,31,24,8,35.0,185.42,83.91,195.58,Orthodox,5.09,3.69,0.44,0.3,0.56,0.8,0.4,1.53,0,153,330,0.46,161,338,0.48,0,0,0.0,0,0,0,28,6,33.0,185.42,83.91,193.04,Orthodox,5.91,4.33,0.41,0.64,0.62,0.77,0.2,0.85,0,-16,23,-0.08,-24,15,-0.0899999999999999,0,8,0.0,0,0,31,-4,2,2.0,0.0,0.0,2.5400000000000205,-0.8200000000000003,-0.6400000000000001,0.03,-0.34,-0.0599999999999999,0.03,0.2,0.68,2022-02-05,2,2,1
UFC Fight Night: Hermansson vs. Strickland,Punahele Soriano,Nick Maximov,Blue,Middleweight,0,Men,Decision - Split,3,3.0,300,Mark Smith,0,45,63,0.71,74,93,0.8,0,0,0.0,0,0,97,9,4,31.0,180.34,83.91,182.88,Southpaw,3.96,4.55,0.45,0.4,0.48,0.33,0.0,0.79,0,29,45,0.64,60,82,0.73,11,16,0.68,1,1,525,8,2,26.0,182.88,83.91,193.04,Southpaw,1.93,2.64,0.45,0.45,0.46,0.35,0.2,4.16,0,16,18,0.0699999999999999,14,11,0.07,-11,-16,-0.68,-1,-1,-428,1,2,5.0,-2.539999999999992,0.0,-10.159999999999997,2.03,1.9099999999999997,0.0,-0.0499999999999999,0.0199999999999999,-0.0199999999999999,-0.2,-3.37,2022-02-05,0,0,1
UFC Fight Night: Hermansson vs. Strickland,Tresean Gore,Bryan Battle,Blue,Middleweight,0,Men,Decision - Unanimous,3,3.0,300,Herb Dean,0,57,95,0.6,86,126,0.68,2,3,0.66,1,0,76,5,2,29.0,182.88,83.91,190.5,Switch,3.04,6.13,0.53,0.71,0.47,0.81,1.2,3.04,0,112,193,0.58,119,203,0.59,1,8,0.12,0,0,200,11,2,29.0,185.42,77.11,195.58,Orthodox,4.52,3.74,0.51,0.28,0.44,0.47,0.6,1.12,0,-55,-98,0.02,-33,-77,0.09,1,-5,0.54,1,0,-124,-6,0,0.0,-2.539999999999992,6.799999999999997,-5.0800000000000125,-1.4799999999999995,2.3899999999999997,0.02,0.4299999999999999,0.0299999999999999,0.3400000000000001,0.6,1.92,2022-02-05,0,0,1
UFC Fight Night: Hermansson vs. Strickland,Chidi Njokuani,Marc-Andre Barriault,Red,Middleweight,0,Men,KO/TKO,1,3.0,16,Herb Dean,1,11,11,1.0,13,13,1.0,0,0,0.0,0,0,4,22,10,35.0,190.5,77.11,203.2,Orthodox,4.04,3.19,0.6,0.0,0.53,0.67,0.3,0.0,0,2,2,1.0,2,2,1.0,0,0,0.0,0,0,0,16,7,34.0,185.42,83.91,187.96,Orthodox,6.19,5.67,0.47,0.25,0.52,0.67,0.1,0.22,1,9,9,0.0,11,11,0.0,0,0,0.0,0,0,4,6,3,1.0,5.0800000000000125,-6.799999999999997,15.23999999999998,-2.1500000000000004,-2.48,0.13,-0.25,0.01,0.0,0.1999999999999999,-0.22,2022-02-05,0,0,0
UFC 271: Adesanya vs. Whittaker 2,AJ Dobson,Jacob Malkoun,Blue,Middleweight,0,Men,Decision - Unanimous,3,3.0,300,Herb Dean,0,52,90,0.57,68,110,0.62,0,0,0.0,0,0,27,7,3,32.0,185.42,83.91,193.04,Orthodox,4.29,5.31,0.46,0.75,0.46,0.65,0.3,1.67,0,80,128,0.62,183,255,0.72,6,16,0.37,0,0,557,7,3,28.0,175.26,83.91,185.42,Orthodox,3.89,2.49,0.56,0.44,0.5,0.0,0.5,7.2,0,-28,-38,-0.05,-115,-145,-0.0999999999999999,-6,-16,-0.37,0,0,-530,0,0,4.0,10.159999999999997,0.0,7.6200000000000045,0.3999999999999999,2.8199999999999994,-0.1,0.31,-0.0399999999999999,0.65,-0.2,-5.53,2022-02-12,0,0,1
UFC 271: Adesanya vs. Whittaker 2,Jared Cannonier,Derek Brunson,Red,Middleweight,0,Men,KO/TKO,2,3.0,269,Kerry Hatley,0,55,89,0.61,61,96,0.64,1,1,1.0,0,0,5,17,6,40.0,180.34,83.91,195.58,Switch,4.68,4.13,0.52,0.42,0.59,0.63,0.0,0.44,1,43,97,0.44,48,103,0.47,3,13,0.23,1,0,158,23,9,40.0,185.42,83.91,195.58,Southpaw,3.51,3.05,0.47,0.33,0.51,0.85,0.6,3.14,-1,12,-8,0.1699999999999999,13,-7,0.17,-2,-12,0.77,-1,0,-153,-6,-3,0.0,-5.079999999999984,0.0,0.0,1.17,1.08,0.05,0.0899999999999999,0.0799999999999999,-0.2199999999999999,-0.6,-2.7,2022-02-12,10,0,0
UFC Fight Night: Walker vs. Hill,Joaquin Buckley,Abdul Razak Alhassan,Red,Middleweight,0,Men,Decision - Split,3,3.0,300,Herb Dean,0,51,153,0.33,57,159,0.36,5,8,0.62,0,0,125,17,6,29.0,177.8,77.11,193.04,Southpaw,3.87,3.31,0.33,0.36,0.57,0.65,0.0,1.51,0,46,94,0.48,55,103,0.53,3,4,0.75,0,0,214,12,6,38.0,177.8,83.91,185.42,Orthodox,3.37,3.99,0.48,0.38,0.55,0.5,0.2,0.89,0,5,59,-0.1499999999999999,2,56,-0.17,2,4,-0.13,0,0,-89,5,0,-9.0,0.0,-6.799999999999997,7.6200000000000045,0.5,-0.6800000000000002,-0.1499999999999999,-0.02,0.0199999999999999,0.15,-0.2,0.62,2022-02-19,0,0,1
UFC Fight Night: Makhachev vs. Green,Misha Cirkunov,Wellington Turman,Blue,Middleweight,0,Men,Submission,2,3.0,89,Mark Smith,0,30,44,0.68,50,64,0.78,1,3,0.33,1,0,184,15,9,37.0,190.5,92.99,195.58,Orthodox,3.86,3.06,0.51,0.39,0.57,0.76,1.7,4.15,0,15,19,0.78,24,28,0.86,0,3,0.0,2,0,135,18,8,27.0,182.88,77.11,182.88,Orthodox,3.23,4.17,0.51,0.2,0.45,0.42,0.8,1.55,0,15,25,-0.0999999999999999,26,36,-0.0799999999999999,1,0,0.33,-1,0,49,-3,1,10.0,7.6200000000000045,15.879999999999995,12.700000000000015,0.6299999999999999,-1.11,0.0,0.19,0.1199999999999999,0.34,0.8999999999999999,2.6000000000000005,2022-02-26,0,0,0
UFC Fight Night: Makhachev vs. Green,Armen Petrosyan,Gregory Rodrigues,Red,Middleweight,0,Men,Decision - Split,3,3.0,300,Jason Herzog,0,127,231,0.54,128,232,0.55,0,0,0.0,0,0,0,9,3,33.0,190.5,83.91,180.34,Orthodox,5.69,2.9,0.52,0.33,0.56,0.31,0.0,0.22,0,61,133,0.45,61,133,0.46,2,3,0.66,2,0,94,15,5,32.0,190.5,83.91,190.5,Orthodox,6.08,5.3,0.55,0.45,0.51,1.0,0.5,2.46,0,66,98,0.09,67,99,0.09,-2,-3,-0.66,-2,0,-94,-6,-2,1.0,0.0,0.0,-10.159999999999997,-0.3899999999999997,-2.4,-0.03,-0.12,0.05,-0.69,-0.5,-2.24,2022-02-26,0,0,1
