date,r_fighter,b_fighter,weight_class,,,,,,,,,,,,,,,
11/22/2014,Frankie Edgar,Cub Swanson,Featherweight,,,,,,,,,,,,,,,
11/22/2014,Edson Barboza,Bobby Green,Lightweight,,,,,,,,,,,,,,,
11/22/2014,Chico Camus,Brad Pickett,Flyweight,,,,,,,,,,,,,,,
11/22/2014,Aleksei Oleinik,Jared Rosholt,Heavyweight,,,,,,,,,,,,,,,
11/22/2014,Joseph Benavidez,Dustin Ortiz,Flyweight,,,,,,,,,,,,,,,
11/22/2014,Matt Wiman,Isaac Vallie-Flagg,Lightweight,,,,,,,,,,,,,,,
11/22/2014,Ruslan Magomedov,Josh Copeland,Heavyweight,,,,,,,,,,,,,,,
11/22/2014,Roger Narvaez,Luke Barnatt,Middleweight,,,,,,,,,,,,,,,
11/22/2014,James Vick,Nick Hein,Lightweight,,,,,,,,,,,,,,,
11/22/2014,Akbarh Arreola,Yves Edwards,Lightweight,,,,,,,,,,,,,,,
11/22/2014,Paige VanZant,Kailin Curran,Women's Strawweight,,,,,,,,,,,,,,,
11/22/2014,Dooho Choi,Juan Manuel Puig,Featherweight,,,,,,,,,,,,,,,
11/15/2014,Fabricio Werdum,Mark Hunt,Heavyweight,,,,,,,,,,,,,,,
11/15/2014,Kelvin Gastelum,Jake Ellenberger,Welterweight,,,,,,,,,,,,,,,
11/15/2014,Ricardo Lamas,Dennis Bermudez,Featherweight,,,,,,,,,,,,,,,
11/15/2014,Augusto Montano,Chris Heatherly,Welterweight,,,,,,,,,,,,,,,
11/15/2014,Hector Urbina,Edgar Garcia,Welterweight,,,,,,,,,,,,,,,
11/15/2014,Yair Rodriguez,Leonardo Morales,Featherweight,,,,,,,,,,,,,,,
11/15/2014,Alejandro Perez,Jose Quinonez,Bantamweight,,,,,,,,,,,,,,,
11/15/2014,Jessica Eye,Leslie Smith,Women's Bantamweight,,,,,,,,,,,,,,,
11/15/2014,Gabriel Benitez,Humberto Brown Morrison,Featherweight,,,,,,,,,,,,,,,
11/15/2014,Henry Briones,Guido Cannetti,Bantamweight,,,,,,,,,,,,,,,
11/15/2014,Marco Beltran,Marlon Vera,Bantamweight,,,,,,,,,,,,,,,
11/8/2014,Ovince Saint Preux,Mauricio Rua,Light Heavyweight,,,,,,,,,,,,,,,
11/8/2014,Warlley Alves,Alan Jouban,Welterweight,,,,,,,,,,,,,,,
11/8/2014,Claudio Silva,Leon Edwards,Welterweight,,,,,,,,,,,,,,,
11/8/2014,Dhiego Lima,Jorge de Oliveira,Welterweight,,,,,,,,,,,,,,,
11/8/2014,Juliana Lima,Nina Nunes,Women's Strawweight,,,,,,,,,,,,,,,
11/8/2014,Diego Rivas,Rodolfo Rubio Perez,Featherweight,,,,,,,,,,,,,,,
11/8/2014,Caio Magalhaes,Trevor Smith,Middleweight,,,,,,,,,,,,,,,
11/8/2014,Leandro Silva,Charlie Brenneman,Lightweight,,,,,,,,,,,,,,,
11/8/2014,Thomas Almeida,Tim Gorman,Bantamweight,,,,,,,,,,,,,,,
11/8/2014,Colby Covington,Wagner Silva,Welterweight,,,,,,,,,,,,,,,
11/7/2014,Luke Rockhold,Michael Bisping,Middleweight,,,,,,,,,,,,,,,
11/7/2014,Al Iaquinta,Ross Pearson,Lightweight,,,,,,,,,,,,,,,
11/7/2014,Robert Whittaker,Clint Hester,Middleweight,,,,,,,,,,,,,,,
11/7/2014,Soa Palelei,Walt Harris,Heavyweight,,,,,,,,,,,,,,,
11/7/2014,Jake Matthews,Vagner Rocha,Lightweight,,,,,,,,,,,,,,,
11/7/2014,Anthony Perosh,Guto Inocente,Light Heavyweight,,,,,,,,,,,,,,,
11/7/2014,Sam Alvey,Dylan Andrews,Middleweight,,,,,,,,,,,,,,,
11/7/2014,Louis Smolka,Richie Vaculik,Flyweight,,,,,,,,,,,,,,,
11/7/2014,Chris Clements,Vik Grujic,Welterweight,,,,,,,,,,,,,,,
11/7/2014,Daniel Kelly,Luke Zachrich,Middleweight,,,,,,,,,,,,,,,
11/7/2014,Marcus Brimage,Jumabieke Tuerxun,Bantamweight,,,,,,,,,,,,,,,
10/25/2014,Jose Aldo,Chad Mendes,Featherweight,,,,,,,,,,,,,,,
10/25/2014,Phil Davis,Glover Teixeira,Light Heavyweight,,,,,,,,,,,,,,,
10/25/2014,Fabio Maldonado,Hans Stringer,Light Heavyweight,,,,,,,,,,,,,,,
10/25/2014,Darren Elkins,Lucas Martins,Featherweight,,,,,,,,,,,,,,,
10/25/2014,Beneil Dariush,Diego Ferreira,Lightweight,,,,,,,,,,,,,,,
10/25/2014,Neil Magny,William Macario,Welterweight,,,,,,,,,,,,,,,
10/25/2014,Yan Cabral,Naoyuki Kotani,Lightweight,,,,,,,,,,,,,,,
10/25/2014,Wilson Reis,Scott Jorgensen,Flyweight,,,,,,,,,,,,,,,
10/25/2014,Andre Fili,Felipe Arantes,Featherweight,,,,,,,,,,,,,,,
10/25/2014,Gilbert Burns,Christos Giagos,Lightweight,,,,,,,,,,,,,,,
10/25/2014,Anthony Rocco Martin,Fabricio Camoes,Lightweight,,,,,,,,,,,,,,,
10/4/2014,Rory MacDonald,Tarec Saffiedine,Welterweight,,,,,,,,,,,,,,,
10/4/2014,Raphael Assuncao,Bryan Caraway,Bantamweight,,,,,,,,,,,,,,,
10/4/2014,Chad Laprise,Yosdenis Cedeno,Lightweight,,,,,,,,,,,,,,,
10/4/2014,Elias Theodorou,Bruno Santos,Middleweight,,,,,,,,,,,,,,,
10/4/2014,Nordine Taleb,Li Jingliang,Welterweight,,,,,,,,,,,,,,,
10/4/2014,Mitch Gagnon,Roman Salazar,Bantamweight,,,,,,,,,,,,,,,
10/4/2014,Daron Cruickshank,Anthony Njokuani,Lightweight,,,,,,,,,,,,,,,
10/4/2014,Olivier Aubin-Mercier,Jake Lindsey,Lightweight,,,,,,,,,,,,,,,
10/4/2014,Paul Felder,Jason Saggo,Lightweight,,,,,,,,,,,,,,,
10/4/2014,Chris Kelades,Paddy Holohan,Flyweight,,,,,,,,,,,,,,,
10/4/2014,Albert Tumenov,Matt Dwyer,Welterweight,,,,,,,,,,,,,,,
10/4/2014,Rick Story,Gunnar Nelson,Welterweight,,,,,,,,,,,,,,,
10/4/2014,Max Holloway,Akira Corassani,Featherweight,,,,,,,,,,,,,,,
10/4/2014,Jan Blachowicz,Ilir Latifi,Light Heavyweight,,,,,,,,,,,,,,,
10/4/2014,Mike Wilkinson,Niklas Backstrom,Featherweight,,,,,,,,,,,,,,,
10/4/2014,Magnus Cedenblad,Scott Askham,Middleweight,,,,,,,,,,,,,,,
10/4/2014,Nicholas Musoke,Alexander Yakovlev,Welterweight,,,,,,,,,,,,,,,
10/4/2014,Dennis Siver,Charles Rosa,Featherweight,,,,,,,,,,,,,,,
10/4/2014,Cathal Pendred,Gasan Umalatov,Welterweight,,,,,,,,,,,,,,,
10/4/2014,Krzysztof Jotko,Tor Troeng,Middleweight,,,,,,,,,,,,,,,
10/4/2014,Mairbek Taisumov,Marcin Bandel,Lightweight,,,,,,,,,,,,,,,
10/4/2014,Zubaira Tukhugov,Ernest Chavez,Featherweight,,,,,,,,,,,,,,,
9/27/2014,Demetrious Johnson,Chris Cariaso,Flyweight,,,,,,,,,,,,,,,
9/27/2014,Donald Cerrone,Eddie Alvarez,Lightweight,,,,,,,,,,,,,,,
9/27/2014,Conor McGregor,Dustin Poirier,Featherweight,,,,,,,,,,,,,,,
9/27/2014,Yoel Romero,Tim Kennedy,Middleweight,,,,,,,,,,,,,,,
9/27/2014,Cat Zingano,Amanda Nunes,Women's Bantamweight,,,,,,,,,,,,,,,
9/27/2014,Dominick Cruz,Takeya Mizugaki,Bantamweight,,,,,,,,,,,,,,,
9/27/2014,Jorge Masvidal,James Krause,Lightweight,,,,,,,,,,,,,,,
9/27/2014,Stephen Thompson,Patrick Cote,Welterweight,,,,,,,,,,,,,,,
9/27/2014,Brian Ebersole,John Howard,Welterweight,,,,,,,,,,,,,,,
9/27/2014,Kevin Lee,Jon Tuck,Lightweight,,,,,,,,,,,,,,,
9/27/2014,Manvel Gamburyan,Cody Gibson,Bantamweight,,,,,,,,,,,,,,,
9/20/2014,Mark Hunt,Roy Nelson,Heavyweight,,,,,,,,,,,,,,,
9/20/2014,Myles Jury,Takanori Gomi,Lightweight,,,,,,,,,,,,,,,
9/20/2014,Yoshihiro Akiyama,Amir Sadollah,Welterweight,,,,,,,,,,,,,,,
9/20/2014,Miesha Tate,Rin Nakai,Women's Bantamweight,,,,,,,,,,,,,,,
9/20/2014,Kiichi Kunimoto,Richard Walsh,Welterweight,,,,,,,,,,,,,,,
9/20/2014,Kyoji Horiguchi,Jon Delos Reyes,Flyweight,,,,,,,,,,,,,,,
9/20/2014,Masanori Kanehara,Alex Caceres,Bantamweight,,,,,,,,,,,,,,,
9/20/2014,Katsunori Kikuno,Sam Sicilia,Featherweight,,,,,,,,,,,,,,,
9/20/2014,Hyun Gyu Lim,Takenori Sato,Welterweight,,,,,,,,,,,,,,,
9/20/2014,Kyung Ho Kang,Michinori Tanaka,Bantamweight,,,,,,,,,,,,,,,
9/20/2014,Johnny Case,Kazuki Tokudome,Lightweight,,,,,,,,,,,,,,,
9/20/2014,Maximo Blanco,Dan Hooker,Featherweight,,,,,,,,,,,,,,,
9/13/2014,Andrei Arlovski,Antonio Silva,Heavyweight,,,,,,,,,,,,,,,
9/13/2014,Gleison Tibau,Piotr Hallmann,Lightweight,,,,,,,,,,,,,,,
9/13/2014,Leonardo Santos,Efrain Escudero,Lightweight,,,,,,,,,,,,,,,
9/13/2014,Santiago Ponzinibbio,Wendell Oliveira Marques,Welterweight,,,,,,,,,,,,,,,
9/13/2014,Iuri Alcantara,Russell Doane,Bantamweight,,,,,,,,,,,,,,,
9/13/2014,Jessica Andrade,Larissa Pacheco,Women's Bantamweight,,,,,,,,,,,,,,,
9/13/2014,Godofredo Pepey,Dashon Johnson,Featherweight,,,,,,,,,,,,,,,
9/13/2014,George Sullivan,Igor Araujo,Welterweight,,,,,,,,,,,,,,,
9/13/2014,Francisco Trinaldo,Leandro Silva,Lightweight,,,,,,,,,,,,,,,
9/13/2014,Sean Spencer,Paulo Thiago,Welterweight,,,,,,,,,,,,,,,
9/13/2014,Rani Yahya,Johnny Bedford,Bantamweight,,,,,,,,,,,,,,,
9/5/2014,Jacare Souza,Gegard Mousasi,Middleweight,,,,,,,,,,,,,,,
9/5/2014,Ben Rothwell,Alistair Overeem,Heavyweight,,,,,,,,,,,,,,,
9/5/2014,Matt Mitrione,Derrick Lewis,Heavyweight,,,,,,,,,,,,,,,
9/5/2014,Joe Lauzon,Michael Chiesa,Lightweight,,,,,,,,,,,,,,,
9/5/2014,John Moraga,Justin Scoggins,Flyweight,,,,,,,,,,,,,,,
9/5/2014,Al Iaquinta,Rodrigo Damm,Lightweight,,,,,,,,,,,,,,,
9/5/2014,Rafael Natal,Chris Camozzi,Middleweight,,,,,,,,,,,,,,,
9/5/2014,Chris Beal,Tateki Matsuda,Bantamweight,,,,,,,,,,,,,,,
9/5/2014,Chas Skelly,Sean Soriano,Featherweight,,,,,,,,,,,,,,,
8/30/2014,TJ Dillashaw,Joe Soto,Bantamweight,,,,,,,,,,,,,,,
8/30/2014,Tony Ferguson,Danny Castillo,Lightweight,,,,,,,,,,,,,,,
8/30/2014,Bethe Correia,Shayna Baszler,Women's Bantamweight,,,,,,,,,,,,,,,
8/30/2014,Diego Ferreira,Ramsey Nijem,Lightweight,,,,,,,,,,,,,,,
8/30/2014,Yancy Medeiros,Damon Jackson,Lightweight,,,,,,,,,,,,,,,
8/30/2014,Derek Brunson,Lorenz Larkin,Middleweight,,,,,,,,,,,,,,,
8/30/2014,Anthony Hamilton,Ruan Potts,Heavyweight,,,,,,,,,,,,,,,
8/30/2014,Chris Wade,Cain Carrizosa,Lightweight,,,,,,,,,,,,,,,
8/23/2014,Rafael Dos Anjos,Benson Henderson,Lightweight,,,,,,,,,,,,,,,
8/23/2014,Jordan Mein,Mike Pyle,Welterweight,,,,,,,,,,,,,,,
8/23/2014,Thales Leites,Francis Carmont,Middleweight,,,,,,,,,,,,,,,
8/23/2014,Max Holloway,Clay Collard,Catch Weight,,,,,,,,,,,,,,,
8/23/2014,James Vick,Valmir Lazaro,Lightweight,,,,,,,,,,,,,,,
8/23/2014,Chas Skelly,Tom Niinimaki,Featherweight,,,,,,,,,,,,,,,
8/23/2014,Neil Magny,Alex Garcia,Welterweight,,,,,,,,,,,,,,,
8/23/2014,Beneil Dariush,Anthony Rocco Martin,Lightweight,,,,,,,,,,,,,,,
8/23/2014,Matt Hobar,Aaron Phillips,Bantamweight,,,,,,,,,,,,,,,
8/23/2014,Ben Saunders,Chris Heatherly,Welterweight,,,,,,,,,,,,,,,
8/23/2014,Wilson Reis,Joby Sanchez,Flyweight,,,,,,,,,,,,,,,
8/23/2014,Michael Bisping,Cung Le,Middleweight,,,,,,,,,,,,,,,
8/23/2014,Tyron Woodley,Dong Hyun Kim,Welterweight,,,,,,,,,,,,,,,
8/23/2014,Zhang Lipeng,Brendan O'Reilly,Lightweight,,,,,,,,,,,,,,,
8/23/2014,Guangyou Ning,Jianping Yang,Featherweight,,,,,,,,,,,,,,,
8/23/2014,Sai Wang,Danny Mitchell,Welterweight,,,,,,,,,,,,,,,
8/23/2014,Alberto Mina,Shinsho Anzai,Welterweight,,,,,,,,,,,,,,,
8/23/2014,Yuta Sasaki,Roland Delorme,Bantamweight,,,,,,,,,,,,,,,
8/23/2014,Colby Covington,Anying Wang,Welterweight,,,,,,,,,,,,,,,
8/23/2014,Royston Wee,Yao Zhikui,Bantamweight,,,,,,,,,,,,,,,
8/23/2014,Milana Dudieva,Elizabeth Phillips,Women's Bantamweight,,,,,,,,,,,,,,,
8/16/2014,Ryan Bader,Ovince Saint Preux,Light Heavyweight,,,,,,,,,,,,,,,
8/16/2014,Ross Pearson,Gray Maynard,Lightweight,,,,,,,,,,,,,,,
8/16/2014,Tim Boetsch,Brad Tavares,Middleweight,,,,,,,,,,,,,,,
8/16/2014,Alan Jouban,Seth Baczynski,Welterweight,,,,,,,,,,,,,,,
8/16/2014,Shawn Jordan,Jack May,Heavyweight,,,,,,,,,,,,,,,
8/16/2014,Thiago Tavares,Robert Peralta,Featherweight,,,,,,,,,,,,,,,
8/16/2014,Jussier Formiga,Zach Makovsky,Flyweight,,,,,,,,,,,,,,,
8/16/2014,Sara McMann,Lauren Murphy,Women's Bantamweight,,,,,,,,,,,,,,,
8/16/2014,Tom Watson,Sam Alvey,Middleweight,,,,,,,,,,,,,,,
8/16/2014,Frankie Saenz,Nolan Ticman,Bantamweight,,,,,,,,,,,,,,,
7/26/2014,Robbie Lawler,Matt Brown,Welterweight,,,,,,,,,,,,,,,
7/26/2014,Anthony Johnson,Rogerio Nogueira,Light Heavyweight,,,,,,,,,,,,,,,
7/26/2014,Dennis Bermudez,Clay Guida,Featherweight,,,,,,,,,,,,,,,
7/26/2014,Bobby Green,Josh Thomson,Lightweight,,,,,,,,,,,,,,,
7/26/2014,Jorge Masvidal,Daron Cruickshank,Lightweight,,,,,,,,,,,,,,,
7/26/2014,Patrick Cummins,Kyle Kingsbury,Light Heavyweight,,,,,,,,,,,,,,,
7/26/2014,Tim Means,Hernani Perpetuo,Welterweight,,,,,,,,,,,,,,,
7/26/2014,Tiago dos Santos e Silva,Akbarh Arreola,Lightweight,,,,,,,,,,,,,,,
7/26/2014,Gilbert Burns,Andreas Stahl,Welterweight,,,,,,,,,,,,,,,
7/26/2014,Joanna Jedrzejczyk,Juliana Lima,Women's Strawweight,,,,,,,,,,,,,,,
7/26/2014,Noad Lahat,Steven Siler,Featherweight,,,,,,,,,,,,,,,
7/19/2014,Conor McGregor,Diego Brandao,Featherweight,,,,,,,,,,,,,,,
7/19/2014,Gunnar Nelson,Zak Cummings,Welterweight,,,,,,,,,,,,,,,
7/19/2014,Ian McCall,Brad Pickett,Flyweight,,,,,,,,,,,,,,,
7/19/2014,Norman Parke,Naoyuki Kotani,Lightweight,,,,,,,,,,,,,,,
7/19/2014,Ilir Latifi,Chris Dempsey,Light Heavyweight,,,,,,,,,,,,,,,
7/19/2014,Neil Seery,Phil Harris,Flyweight,,,,,,,,,,,,,,,
7/19/2014,Cathal Pendred,Mike King,Middleweight,,,,,,,,,,,,,,,
7/19/2014,Trevor Smith,Tor Troeng,Middleweight,,,,,,,,,,,,,,,
7/19/2014,Nikita Krylov,Cody Donovan,Light Heavyweight,,,,,,,,,,,,,,,
7/19/2014,Paddy Holohan,Josh Sampo,Flyweight,,,,,,,,,,,,,,,
7/16/2014,Donald Cerrone,Jim Miller,Lightweight,,,,,,,,,,,,,,,
7/16/2014,Edson Barboza,Evan Dunham,Lightweight,,,,,,,,,,,,,,,
7/16/2014,Rick Story,Leonardo Mafra,Welterweight,,,,,,,,,,,,,,,
7/16/2014,Joe Proctor,Justin Salas,Lightweight,,,,,,,,,,,,,,,
7/16/2014,John Lineker,Alptekin Ozkilic,Flyweight,,,,,,,,,,,,,,,
7/16/2014,Lucas Martins,Alex White,Featherweight,,,,,,,,,,,,,,,
7/16/2014,Gleison Tibau,Pat Healy,Lightweight,,,,,,,,,,,,,,,
7/16/2014,Leslie Smith,Jessamyn Duke,Women's Bantamweight,,,,,,,,,,,,,,,
7/16/2014,Aljamain Sterling,Hugo Viana,Bantamweight,,,,,,,,,,,,,,,
7/16/2014,Yosdenis Cedeno,Jerrod Sanders,Lightweight,,,,,,,,,,,,,,,
7/16/2014,Claudia Gadelha,Tina Lahdemaki,Women's Strawweight,,,,,,,,,,,,,,,
7/6/2014,Frankie Edgar,BJ Penn,Featherweight,,,,,,,,,,,,,,,
7/6/2014,Corey Anderson,Matt Van Buren,Light Heavyweight,,,,,,,,,,,,,,,
7/6/2014,Eddie Gordon,Dhiego Lima,Middleweight,,,,,,,,,,,,,,,
7/6/2014,Derrick Lewis,Guto Inocente,Heavyweight,,,,,,,,,,,,,,,
7/6/2014,Dustin Ortiz,Justin Scoggins,Flyweight,,,,,,,,,,,,,,,
7/6/2014,Kevin Lee,Jesse Ronson,Lightweight,,,,,,,,,,,,,,,
7/6/2014,Leandro Issa,Jumabieke Tuerxun,Bantamweight,,,,,,,,,,,,,,,
7/6/2014,Adriano Martins,Juan Manuel Puig,Lightweight,,,,,,,,,,,,,,,
7/6/2014,Patrick Walsh,Daniel Spohn,Light Heavyweight,,,,,,,,,,,,,,,
7/6/2014,Sarah Moras,Alexis Dufresne,Catch Weight,,,,,,,,,,,,,,,
7/5/2014,Chris Weidman,Lyoto Machida,Middleweight,,,,,,,,,,,,,,,
7/5/2014,Ronda Rousey,Alexis Davis,Women's Bantamweight,,,,,,,,,,,,,,,
7/5/2014,Uriah Hall,Thiago Santos,Middleweight,,,,,,,,,,,,,,,
7/5/2014,Russell Doane,Marcus Brimage,Bantamweight,,,,,,,,,,,,,,,
7/5/2014,Urijah Faber,Alex Caceres,Bantamweight,,,,,,,,,,,,,,,
7/5/2014,Kenny Robertson,Ildemar Alcantara,Welterweight,,,,,,,,,,,,,,,
7/5/2014,Bruno Santos,Chris Camozzi,Middleweight,,,,,,,,,,,,,,,
7/5/2014,Rob Font,George Roop,Bantamweight,,,,,,,,,,,,,,,
7/5/2014,Luke Zachrich,Guilherme Vasconcelos,Middleweight,,,,,,,,,,,,,,,
6/28/2014,Cub Swanson,Jeremy Stephens,Featherweight,,,,,,,,,,,,,,,
6/28/2014,Kelvin Gastelum,Nicholas Musoke,Welterweight,,,,,,,,,,,,,,,
6/28/2014,Cezar Ferreira,Andrew Craig,Middleweight,,,,,,,,,,,,,,,
6/28/2014,Ricardo Lamas,Hacran Dias,Featherweight,,,,,,,,,,,,,,,
6/28/2014,Clint Hester,Antonio Braga Neto,Middleweight,,,,,,,,,,,,,,,
6/28/2014,Joe Ellenberger,James Moontasri,Lightweight,,,,,,,,,,,,,,,
6/28/2014,Diego Ferreira,Colton Smith,Lightweight,,,,,,,,,,,,,,,
6/28/2014,Cody Gibson,Johnny Bedford,Bantamweight,,,,,,,,,,,,,,,
6/28/2014,Marcelo Guimaraes,Andy Enz,Middleweight,,,,,,,,,,,,,,,
6/28/2014,Ray Borg,Shane Howell,Flyweight,,,,,,,,,,,,,,,
6/28/2014,Aleksei Oleinik,Anthony Hamilton,Heavyweight,,,,,,,,,,,,,,,
6/28/2014,Nate Marquardt,James Te Huna,Middleweight,,,,,,,,,,,,,,,
6/28/2014,Jared Rosholt,Soa Palelei,Heavyweight,,,,,,,,,,,,,,,
6/28/2014,Charles Oliveira,Hatsu Hioki,Featherweight,,,,,,,,,,,,,,,
6/28/2014,Robert Whittaker,Mike Rhodes,Welterweight,,,,,,,,,,,,,,,
6/28/2014,Jake Matthews,Dashon Johnson,Lightweight,,,,,,,,,,,,,,,
6/28/2014,Richie Vaculik,Roldan Sangcha'an,Flyweight,,,,,,,,,,,,,,,
6/28/2014,Vik Grujic,Chris Indich,Welterweight,,,,,,,,,,,,,,,
6/28/2014,Neil Magny,Rodrigo de Lima,Welterweight,,,,,,,,,,,,,,,
6/28/2014,Dan Hooker,Ian Entwistle,Featherweight,,,,,,,,,,,,,,,
6/28/2014,Gian Villante,Sean O'Connell,Light Heavyweight,,,,,,,,,,,,,,,
6/14/2014,Demetrious Johnson,Ali Bagautinov,Flyweight,,,,,,,,,,,,,,,
6/14/2014,Rory MacDonald,Tyron Woodley,Welterweight,,,,,,,,,,,,,,,
6/14/2014,Ryan Bader,Rafael Cavalcante,Light Heavyweight,,,,,,,,,,,,,,,
6/14/2014,Andrei Arlovski,Brendan Schaub,Heavyweight,,,,,,,,,,,,,,,
6/14/2014,Ovince Saint Preux,Ryan Jimmo,Light Heavyweight,,,,,,,,,,,,,,,
6/14/2014,Kiichi Kunimoto,Daniel Sarafian,Welterweight,,,,,,,,,,,,,,,
6/14/2014,Valerie Letourneau,Elizabeth Phillips,Women's Bantamweight,,,,,,,,,,,,,,,
6/14/2014,Yves Jabouin,Mike Easton,Bantamweight,,,,,,,,,,,,,,,
6/14/2014,Tae Hyun Bang,Kajan Johnson,Lightweight,,,,,,,,,,,,,,,
6/14/2014,Michinori Tanaka,Roland Delorme,Bantamweight,,,,,,,,,,,,,,,
6/14/2014,Jason Saggo,Josh Shockley,Lightweight,,,,,,,,,,,,,,,
6/7/2014,Benson Henderson,Rustam Khabilov,Lightweight,,,,,,,,,,,,,,,
6/7/2014,Diego Sanchez,Ross Pearson,Lightweight,,,,,,,,,,,,,,,
6/7/2014,John Dodson,John Moraga,Flyweight,,,,,,,,,,,,,,,
6/7/2014,Rafael Dos Anjos,Jason High,Lightweight,,,,,,,,,,,,,,,
6/7/2014,Piotr Hallmann,Yves Edwards,Lightweight,,,,,,,,,,,,,,,
6/7/2014,Bryan Caraway,Erik Perez,Bantamweight,,,,,,,,,,,,,,,
6/7/2014,Sergio Pettis,Yaotzin Meza,Bantamweight,,,,,,,,,,,,,,,
6/7/2014,Lance Benoist,Bobby Voelker,Welterweight,,,,,,,,,,,,,,,
6/7/2014,Scott Jorgensen,Danny Martinez,Flyweight,,,,,,,,,,,,,,,
6/7/2014,Jon Tuck,Jake Lindsey,Lightweight,,,,,,,,,,,,,,,
6/7/2014,Patrick Cummins,Roger Narvaez,Light Heavyweight,,,,,,,,,,,,,,,
5/31/2014,Stipe Miocic,Fabio Maldonado,Heavyweight,,,,,,,,,,,,,,,
5/31/2014,Antonio Carlos Junior,Vitor Miranda,Heavyweight,,,,,,,,,,,,,,,
5/31/2014,Warlley Alves,Marcio Alexandre Junior,Middleweight,,,,,,,,,,,,,,,
5/31/2014,Demian Maia,Alexander Yakovlev,Welterweight,,,,,,,,,,,,,,,
5/31/2014,Robert Peralta,Rony Jason,Featherweight,,,,,,,,,,,,,,,
5/31/2014,Rashid Magomedov,Rodrigo Damm,Lightweight,,,,,,,,,,,,,,,
5/31/2014,Elias Silverio,Ernest Chavez,Lightweight,,,,,,,,,,,,,,,
5/31/2014,Gasan Umalatov,Paulo Thiago,Welterweight,,,,,,,,,,,,,,,
5/31/2014,Edimilson Souza,Mark Eddiva,Featherweight,,,,,,,,,,,,,,,
5/31/2014,Ricardo Abreu,Wagner Silva,Middleweight,,,,,,,,,,,,,,,
5/31/2014,Marcos Rogerio de Lima,Richardson Moreira,Heavyweight,,,,,,,,,,,,,,,
5/31/2014,Pedro Munhoz,Matt Hobar,Bantamweight,,,,,,,,,,,,,,,
5/31/2014,Gegard Mousasi,Mark Munoz,Middleweight,,,,,,,,,,,,,,,
5/31/2014,CB Dollaway,Francis Carmont,Middleweight,,,,,,,,,,,,,,,
5/31/2014,Sean Strickland,Luke Barnatt,Middleweight,,,,,,,,,,,,,,,
5/31/2014,Niklas Backstrom,Tom Niinimaki,Featherweight,,,,,,,,,,,,,,,
5/31/2014,Nick Hein,Drew Dober,Lightweight,,,,,,,,,,,,,,,
5/31/2014,Magnus Cedenblad,Krzysztof Jotko,Middleweight,,,,,,,,,,,,,,,
5/31/2014,Iuri Alcantara,Vaughan Lee,Bantamweight,,,,,,,,,,,,,,,
5/31/2014,Peter Sobotta,Pawel Pawlak,Welterweight,,,,,,,,,,,,,,,
5/31/2014,Maximo Blanco,Andy Ogle,Featherweight,,,,,,,,,,,,,,,
5/31/2014,Ruslan Magomedov,Viktor Pesta,Heavyweight,,,,,,,,,,,,,,,
5/24/2014,TJ Dillashaw,Renan Barao,Bantamweight,,,,,,,,,,,,,,,
5/24/2014,Daniel Cormier,Dan Henderson,Light Heavyweight,,,,,,,,,,,,,,,
5/24/2014,Robbie Lawler,Jake Ellenberger,Welterweight,,,,,,,,,,,,,,,
5/24/2014,Takeya Mizugaki,Francisco Rivera,Bantamweight,,,,,,,,,,,,,,,
5/24/2014,James Krause,Jamie Varner,Lightweight,,,,,,,,,,,,,,,
5/24/2014,Michael Chiesa,Francisco Trinaldo,Lightweight,,,,,,,,,,,,,,,
5/24/2014,Tony Ferguson,Katsunori Kikuno,Lightweight,,,,,,,,,,,,,,,
5/24/2014,Chris Holdsworth,Chico Camus,Bantamweight,,,,,,,,,,,,,,,
5/24/2014,Mitch Clarke,Al Iaquinta,Lightweight,,,,,,,,,,,,,,,
5/24/2014,Vinc Pichel,Anthony Njokuani,Lightweight,,,,,,,,,,,,,,,
5/24/2014,Sam Sicilia,Aaron Phillips,Featherweight,,,,,,,,,,,,,,,
5/24/2014,Li Jingliang,David Michaud,Welterweight,,,,,,,,,,,,,,,
5/10/2014,Matt Brown,Erick Silva,Welterweight,,,,,,,,,,,,,,,
5/10/2014,Constantinos Philippou,Lorenz Larkin,Middleweight,,,,,,,,,,,,,,,
5/10/2014,Daron Cruickshank,Erik Koch,Lightweight,,,,,,,,,,,,,,,
5/10/2014,Neil Magny,Tim Means,Welterweight,,,,,,,,,,,,,,,
5/10/2014,Soa Palelei,Ruan Potts,Heavyweight,,,,,,,,,,,,,,,
5/10/2014,Chris Cariaso,Louis Smolka,Flyweight,,,,,,,,,,,,,,,
5/10/2014,Ed Herman,Rafael Natal,Middleweight,,,,,,,,,,,,,,,
5/10/2014,Kyoji Horiguchi,Darrell Montague,Flyweight,,,,,,,,,,,,,,,
5/10/2014,Zak Cummings,Yan Cabral,Welterweight,,,,,,,,,,,,,,,
5/10/2014,Johnny Eduardo,Eddie Wineland,Bantamweight,,,,,,,,,,,,,,,
5/10/2014,Nik Lentz,Manvel Gamburyan,Featherweight,,,,,,,,,,,,,,,
5/10/2014,Justin Salas,Ben Wall,Lightweight,,,,,,,,,,,,,,,
5/10/2014,Albert Tumenov,Anthony Lapsley,Welterweight,,,,,,,,,,,,,,,
4/26/2014,Jon Jones,Glover Teixeira,Light Heavyweight,,,,,,,,,,,,,,,
4/26/2014,Anthony Johnson,Phil Davis,Light Heavyweight,,,,,,,,,,,,,,,
