name,height,weight,reach,stance
Jonny Parsons,175.26,77.11,175.26,Orthodox
Joel Alvarez,190.5,70.31,195.58,Orthodox
Makhmud Muradov,187.96,83.91,190.5,Orthodox
Ketlen Vieira,172.72,61.23,172.72,Orthodox
Yanal Ashmouz,175.26,70.31,172.72,Orthodox
Shauna Bannon,165.1,52.16,165.1,Switch
Daniel Barez,167.64,56.7,167.64,Orthodox
Bassil Hafez,180.34,77.11,182.88,Orthodox
Ottman Azaitar,172.72,70.31,180.34,Switch
Albert Duraev,180.34,83.91,190.5,Orthodox
Norma Dumont,170.18,61.23,170.18,Orthodox
Nazim Sadykhov,177.8,70.31,175.26,Southpaw
Tucker Lutz,172.72,65.77,182.88,Orthodox
Melsik Baghdasaryan,175.26,65.77,177.8,Southpaw
Istela Nunes,162.56,52.16,167.64,Orthodox
Austin Lingo,177.8,65.77,177.8,Orthodox
Evan Elder,177.8,70.31,182.88,Switch
Genaro Valdez,175.26,70.31,182.88,Orthodox
Tyson Nam,170.18,56.7,172.72,Orthodox
Alexander Munoz,175.26,70.31,182.88,Switch
Carl Deaton,170.18,70.31,175.26,Orthodox
Ashlee Evans-Smith,172.72,61.23,170.18,Orthodox
Dan Hooker,182.88,70.31,190.5,Switch
Bo Nickal,185.42,83.91,193.04,Southpaw
Robbie Lawler,180.34,77.11,187.96,Southpaw
Niko Price,182.88,77.11,193.04,Orthodox
Jimmy Crute,187.96,92.99,187.96,Orthodox
Kamuela Kirk,177.8,70.31,190.5,Switch
Esteban Ribovics,177.8,70.31,175.26,Orthodox
Damir Ismagulov,177.8,70.31,187.96,Orthodox
Melissa Gatto,165.1,56.7,175.26,Orthodox
Ismael Bonfim,172.72,70.31,180.34,Orthodox
Nursulton Ruziboev,195.58,83.91,193.04,Orthodox
Kevin Lee,175.26,77.11,195.58,Orthodox
Rinat Fakhretdinov,182.88,77.11,187.96,Orthodox
Yana Santos,167.64,61.23,172.72,Orthodox
Guram Kutateladze,180.34,70.31,182.88,Orthodox
Ivana Petrovic,172.72,56.7,177.8,Southpaw
Alexandr Romanov,187.96,118.84,190.5,Southpaw
Blagoy Ivanov,180.34,113.4,185.42,Southpaw
David Onama,180.34,65.77,187.96,Orthodox
Gabriel Santos,175.26,65.77,177.8,Orthodox
Phil Rowe,190.5,77.11,203.2,Orthodox
Zhalgas Zhumagulov,162.56,56.7,167.64,Switch
Marvin Vettori,182.88,83.91,187.96,Southpaw
Jared Cannonier,180.34,83.91,195.58,Switch
Tereza Bleda,175.26,56.7,180.34,Orthodox
Gabriella Fernandes,167.64,56.7,167.64,Southpaw
Amanda Nunes,172.72,61.23,175.26,Orthodox
Charles Oliveira,177.8,70.31,187.96,Orthodox
Adam Fugitt,185.42,77.11,195.58,Southpaw
Nate Landwehr,175.26,65.77,182.88,Orthodox
David Dvorak,165.1,56.7,172.72,Orthodox
Maria Oliveira,167.64,52.16,175.26,Orthodox
Kai Kara-France,162.56,56.7,175.26,Orthodox
Amir Albazi,165.1,56.7,172.72,Orthodox
Daniel Pineda,170.18,65.77,175.26,Orthodox
Jesse Butler,177.8,65.77,185.42,Orthodox
Ketlen Souza,160.02,52.16,160.02,Orthodox
Abubakar Nurmagomedov,180.34,77.11,182.88,Orthodox
Elizeu Zaleski dos Santos,180.34,77.11,185.42,Orthodox
Daniel Santos,170.18,61.23,170.18,Orthodox
Luan Lacerda,170.18,61.23,180.34,Orthodox
Maxim Grishin,190.5,92.99,198.12,Orthodox
Diego Ferreira,175.26,70.31,187.96,Orthodox
Maheshate,182.88,70.31,180.34,Orthodox
Viacheslav Borshchev,180.34,70.31,175.26,Orthodox
Orion Cosce,180.34,77.11,180.34,Switch
Ilir Latifi,177.8,104.33,185.42,Orthodox
Nick Fiore,177.8,70.31,182.88,Orthodox
Victoria Leonardo,165.1,56.7,162.56,Orthodox
Takashi Sato,177.8,77.11,185.42,Southpaw
Daniel Rodriguez,185.42,77.11,187.96,Southpaw
Matt Brown,182.88,77.11,190.5,Orthodox
Court McGee,180.34,77.11,190.5,Orthodox
Chase Sherman,193.04,113.4,198.12,Orthodox
Cody Stamann,167.64,61.23,162.56,Orthodox
Douglas Silva de Andrade,170.18,61.23,172.72,Orthodox
Ji Yeon Kim,170.18,56.7,182.88,Orthodox
Mandy Bohm,170.18,56.7,180.34,Orthodox
Gabe Green,177.8,70.31,185.42,Switch
Jessica-Rose Clark,165.1,61.23,162.56,Orthodox
Belal Muhammad,180.34,77.11,182.88,Orthodox
Yan Xiaonan,165.1,52.16,160.02,Orthodox
Kron Gracie,175.26,65.77,177.8,Southpaw
Khaos Williams,182.88,77.11,195.58,Orthodox
Virna Jandiroba,160.02,52.16,162.56,Orthodox
Braxton Smith,180.34,116.57,182.88,Orthodox
Joseph Holmes,193.04,83.91,203.2,Orthodox
Trey Waters,195.58,77.11,195.58,Orthodox
Journey Newson,165.1,61.23,170.18,Orthodox
Hailey Cowan,172.72,61.23,170.18,Southpaw
Brogan Walker,162.56,56.7,170.18,Switch
Rani Yahya,167.64,61.23,170.18,Orthodox
Montel Jackson,177.8,61.23,190.5,Southpaw
Brady Hiestand,172.72,61.23,180.34,Orthodox
Batgerel Danaa,170.18,61.23,177.8,Orthodox
Azamat Murzakanov,177.8,92.99,180.34,Southpaw
Rafa Garcia,170.18,70.31,177.8,Orthodox
Matheus Nicolau,167.64,56.7,167.64,Orthodox
Zak Cummings,182.88,92.99,190.5,Southpaw
Ed Herman,185.42,92.99,195.58,Orthodox
Piera Rodriguez,160.02,52.16,160.02,Orthodox
Lando Vannata,175.26,70.31,180.34,Orthodox
Aaron Phillips,175.26,61.23,180.34,Southpaw
Jorge Masvidal,180.34,77.11,187.96,Orthodox
Santiago Ponzinibbio,182.88,77.11,185.42,Orthodox
Cynthia Calvillo,162.56,52.16,162.56,Orthodox
Shayilan Nuerdanbieke,172.72,65.77,175.26,Orthodox
Holly Holm,172.72,61.23,175.26,Southpaw
Steven Peterson,177.8,65.77,177.8,Orthodox
Gunnar Nelson,180.34,77.11,182.88,Switch
Jack Shore,172.72,65.77,180.34,Orthodox
Makwan Amirkhani,177.8,65.77,182.88,Southpaw
Omar Morales,180.34,70.31,185.42,Orthodox
Dusko Todorovic,185.42,83.91,187.96,Orthodox
Nikita Krylov,190.5,92.99,195.58,Orthodox
Guido Cannetti,167.64,61.23,172.72,Southpaw
Raphael Assuncao,165.1,61.23,167.64,Orthodox
Victor Henry,170.18,61.23,172.72,Switch
Tony Gravely,165.1,61.23,175.26,Orthodox
Bruno Silva,162.56,56.7,165.1,Orthodox
Jon Jones,193.04,112.49,213.36,Orthodox
Valentina Shevchenko,165.1,56.7,167.64,Southpaw
Alexa Grasso,165.1,56.7,167.64,Orthodox
Trevin Jones,170.18,61.23,177.8,Southpaw
Derek Brunson,185.42,83.91,195.58,Southpaw
Julian Marquez,187.96,83.91,182.88,Orthodox
Mana Martinez,177.8,61.23,177.8,Orthodox
Jessica Penne,165.1,52.16,170.18,Orthodox
Augusto Sakai,190.5,120.2,195.58,Orthodox
Erick Gonzalez,180.34,70.31,190.5,Orthodox
Victor Martinez,172.72,70.31,177.8,Orthodox
Rafael Alves,172.72,70.31,172.72,Orthodox
Nurullo Aliev,177.8,70.31,182.88,Orthodox
Jordan Wright,187.96,92.99,195.58,Orthodox
William Knight,177.8,92.99,185.42,Orthodox
Lina Lansberg,170.18,61.23,165.1,Orthodox
Khusein Askhabov,172.72,65.77,175.26,Orthodox
Clayton Carpenter,167.64,56.7,167.64,Orthodox
Juancamilo Ronderos,160.02,56.7,162.56,Southpaw
Don Shainis,167.64,65.77,170.18,Orthodox
Zubaira Tukhugov,172.72,70.31,172.72,Orthodox
Yizha,170.18,65.77,180.34,Orthodox
SeungGuk Choi,167.64,56.7,162.56,Orthodox
Glover Teixeira,187.96,92.99,193.04,Orthodox
Jamahal Hill,193.04,92.99,200.66,Southpaw
Lauren Murphy,165.1,56.7,170.18,Orthodox
Mauricio Rua,185.42,92.99,193.04,Orthodox
Mounir Lazzez,185.42,77.11,193.04,Orthodox
Shamil Abdurakhimov,190.5,106.59,193.04,Orthodox
Saimon Oliveira,162.56,61.23,182.88,Orthodox
Allan Nascimento,172.72,56.7,175.26,Orthodox
Dan Argueta,170.18,61.23,172.72,Southpaw
Cheyanne Vlismas,160.02,52.16,160.02,Switch
Saidyokub Kakhramonov,172.72,61.23,175.26,Orthodox
Sergey Morozov,167.64,61.23,170.18,Orthodox
Darren Till,182.88,83.91,187.96,Southpaw
Jay Perrin,170.18,61.23,170.18,Switch
Dalcha Lungiambula,172.72,83.91,193.04,Orthodox
Steven Koslow,170.18,56.7,175.26,Switch
Kyle Daukaus,190.5,83.91,193.04,Southpaw
Scott Holtzman,175.26,70.31,175.26,Orthodox
Marcelo Rojo,172.72,65.77,180.34,Orthodox
Vince Morales,175.26,61.23,177.8,Orthodox
Ricky Turcios,175.26,61.23,180.34,Orthodox
Kevin Natividad,167.64,61.23,177.8,Orthodox
Carla Esparza,154.94,52.16,160.02,Orthodox
Michael Chandler,172.72,70.31,180.34,Orthodox
Frankie Edgar,167.64,61.23,172.72,Orthodox
Brad Riddell,170.18,70.31,180.34,Orthodox
Dominick Reyes,193.04,92.99,195.58,Southpaw
Silvana Gomez Juarez,160.02,52.16,165.1,Orthodox
Michael Trizano,180.34,65.77,180.34,Orthodox
Julio Arce,170.18,65.77,177.8,Southpaw
Nicolae Negumereanu,182.88,92.99,198.12,Orthodox
Darrick Minner,170.18,65.77,175.26,Orthodox
Shanna Young,170.18,56.7,165.1,Orthodox
Benito Lopez,177.8,61.23,185.42,Switch
Liudvik Sholinian,177.8,61.23,180.34,Orthodox
Carlos Candelario,172.72,56.7,172.72,Southpaw
Ramona Pascual,170.18,61.23,167.64,Southpaw
Calvin Kattar,180.34,65.77,182.88,Orthodox
Jared Vanderaa,193.04,120.2,203.2,Orthodox
Tresean Gore,182.88,83.91,190.5,Switch
Carlos Mota,162.56,56.7,175.26,Orthodox
Joshua Weems,172.72,61.23,175.26,Orthodox
TJ Dillashaw,167.64,61.23,170.18,Orthodox
Gadzhi Omargadzhiev,185.42,77.11,180.34,Switch
Misha Cirkunov,190.5,92.99,195.58,Orthodox
Brandon Davis,177.8,61.23,182.88,Orthodox
Nick Maximov,182.88,83.91,193.04,Southpaw
Mike Jackson,187.96,77.11,187.96,Orthodox
Francisco Trinaldo,175.26,77.11,177.8,Southpaw
Aleksei Oleinik,187.96,108.86,203.2,Orthodox
Jesse Ronson,177.8,70.31,177.8,Southpaw
Krzysztof Jotko,185.42,83.91,195.58,Southpaw
Randy Costa,175.26,61.23,185.42,Switch
Alen Amedovski,177.8,83.91,187.96,Orthodox
Louis Cosce,175.26,77.11,180.34,Orthodox
Mariya Agapova,167.64,56.7,172.72,Southpaw
Cameron VanCamp,187.96,70.31,187.96,Switch
Nate Diaz,182.88,77.11,193.04,Southpaw
Li Jingliang,182.88,77.11,180.34,Orthodox
Chris Barnett,175.26,120.2,190.5,Orthodox
Danyelle Wolf,180.34,65.77,177.8,Orthodox
Melissa Martinez,157.48,52.16,167.64,Southpaw
Darian Weeks,180.34,77.11,182.88,Orthodox
Alessio Di Chirico,182.88,83.91,187.96,Orthodox
Michal Figlak,177.8,70.31,177.8,Orthodox
Khalid Taha,165.1,61.23,175.26,Orthodox
Luke Rockhold,190.5,83.91,195.58,Southpaw
Jose Aldo,170.18,61.23,177.8,Orthodox
Wu Yanan,172.72,61.23,167.64,Orthodox
Harry Hunsucker,187.96,92.99,190.5,Orthodox
Leonardo Santos,182.88,70.31,190.5,Orthodox
Francisco Figueiredo,167.64,56.7,172.72,Southpaw
Dominick Cruz,172.72,61.23,172.72,Orthodox
Nina Nunes,165.1,56.7,162.56,Orthodox
Charlie Ontiveros,187.96,70.31,187.96,Switch
Jason Witt,177.8,77.11,177.8,Orthodox
Thiago Santos,187.96,92.99,193.04,Orthodox
Sam Alvey,187.96,83.91,190.5,Southpaw
Miranda Granger,170.18,52.16,172.72,Orthodox
Julianna Pena,167.64,61.23,175.26,Orthodox
Alexander Gustafsson,195.58,92.99,200.66,Orthodox
Mason Jones,177.8,70.31,187.96,Orthodox
Damir Hadzovic,175.26,70.31,177.8,Orthodox
Charles Rosa,175.26,65.77,175.26,Switch
Claudio Silva,180.34,77.11,180.34,Southpaw
Shane Burgos,180.34,65.77,190.5,Orthodox
Herbert Burns,175.26,65.77,185.42,Orthodox
Dwight Grant,185.42,83.91,193.04,Switch
Antonina Shevchenko,172.72,56.7,170.18,Southpaw
Cortney Casey,170.18,56.7,170.18,Orthodox
Karl Roberson,185.42,92.99,187.96,Southpaw
Ronnie Lawrence,172.72,61.23,172.72,Switch
Donald Cerrone,185.42,70.31,185.42,Orthodox
Uriah Hall,182.88,83.91,200.66,Orthodox
Jessica Eye,167.64,56.7,167.64,Orthodox
Alan Baudot,190.5,110.22,200.66,Orthodox
Raulian Paiva,172.72,61.23,175.26,Orthodox
Tony Kelley,175.26,61.23,177.8,Switch
Danny Chavez,172.72,65.77,170.18,Orthodox
Gloria de Paula,165.1,52.16,170.18,Orthodox
Eddie Wineland,170.18,61.23,175.26,Orthodox
Deron Winn,167.64,83.91,177.8,Orthodox
Joanna Jedrzejczyk,167.64,52.16,165.1,Orthodox
Ramazan Emeev,177.8,77.11,193.04,Southpaw
Poliana Botelho,172.72,56.7,170.18,Orthodox
Zarrukh Adashev,165.1,56.7,165.1,Southpaw
Askar Mozharov,190.5,92.99,187.96,Orthodox
Felice Herrig,162.56,52.16,165.1,Orthodox
Alex Da Silva,172.72,70.31,185.42,Orthodox
Niklas Stolze,185.42,70.31,187.96,Switch
Jeff Molina,167.64,56.7,175.26,Orthodox
Andreas Michailidis,182.88,77.11,193.04,Orthodox
Felipe Colares,172.72,65.77,175.26,Orthodox
Aleksandar Rakic,193.04,92.99,198.12,Orthodox
Louis Smolka,175.26,61.23,172.72,Orthodox
Frank Camacho,177.8,70.31,185.42,Orthodox
Alan Patrick,180.34,70.31,187.96,Southpaw
Ariane Carnelossi,157.48,52.16,154.94,Orthodox
Tristan Connelly,177.8,65.77,172.72,Orthodox
Gina Mazany,167.64,56.7,172.72,Southpaw
Sergey Khandozhko,185.42,77.11,187.96,Orthodox
Ike Villanueva,185.42,92.99,185.42,Orthodox
Cameron Else,175.26,61.23,180.34,Switch
Dean Barry,177.8,77.11,182.88,Orthodox
Miguel Baeza,187.96,77.11,187.96,Orthodox
TJ Laramie,167.64,65.77,167.64,Orthodox
Brandon Jenkins,182.88,70.31,180.34,Switch
Kevin Croom,180.34,61.23,185.42,Orthodox
Tecia Torres,154.94,52.16,152.4,Orthodox
Vinc Pichel,177.8,70.31,182.88,Orthodox
Aspen Ladd,167.64,61.23,167.64,Orthodox
Mickey Gall,187.96,77.11,187.96,Switch
Kay Hansen,157.48,52.16,160.02,Orthodox
Askar Askarov,167.64,56.7,170.18,Orthodox
Sara McMann,167.64,61.23,167.64,Orthodox
Aliaskhab Khizriev,175.26,83.91,187.96,Southpaw
Luis Saldana,180.34,65.77,185.42,Orthodox
Bruno Souza,177.8,65.77,177.8,Orthodox
Kazula Vargas,172.72,70.31,180.34,Southpaw
Mike Grundy,170.18,65.77,182.88,Orthodox
Timur Valiev,167.64,61.23,170.18,Orthodox
Marlon Moraes,167.64,61.23,170.18,Orthodox
Sabina Mazo,170.18,56.7,177.8,Orthodox
Kris Moutinho,170.18,61.23,172.72,Southpaw
Alex Oliveira,180.34,77.11,193.04,Orthodox
Greg Hardy,195.58,120.2,203.2,Orthodox
Devonte Smith,175.26,70.31,193.04,Orthodox
Rongzhu,175.26,70.31,182.88,Orthodox
Alejandro Perez,167.64,61.23,170.18,Orthodox
Ramiz Brahimaj,177.8,77.11,182.88,Orthodox
Micheal Gillmore,180.34,77.11,182.88,Orthodox
Chas Skelly,180.34,65.77,182.88,Orthodox
Mark Striegl,172.72,65.77,177.8,Southpaw
Jesse Strader,170.18,61.23,177.8,Orthodox
Roxanne Modafferi,170.18,56.7,175.26,Orthodox
Fabio Cherant,185.42,92.99,187.96,Southpaw
Alexis Davis,167.64,61.23,172.72,Orthodox
Danilo Marques,198.12,92.99,195.58,Orthodox
Francis Ngannou,193.04,113.4,210.82,Orthodox
Rogerio Bontorin,165.1,56.7,170.18,Orthodox
Dakota Bush,177.8,70.31,185.42,Orthodox
Sijara Eubanks,162.56,56.7,170.18,Orthodox
Andre Ewell,172.72,65.77,190.5,Southpaw
Matt Sayles,170.18,70.31,172.72,Orthodox
Ryan Hall,177.8,65.77,177.8,Southpaw
Maki Pitolo,177.8,83.91,190.5,Orthodox
Mallory Martin,162.56,52.16,160.02,Orthodox
Chris Gruetzemacher,172.72,70.31,172.72,Orthodox
Sean Soriano,175.26,65.77,177.8,Orthodox
Ben Rothwell,193.04,120.2,198.12,Orthodox
Felicia Spencer,167.64,65.77,172.72,Orthodox
Leah Letson,170.18,65.77,180.34,Southpaw
Collin Anglin,175.26,65.77,180.34,Orthodox
Liana Jojua,162.56,56.7,157.48,Orthodox
Al Iaquinta,177.8,70.31,177.8,Orthodox
Jordan Williams,185.42,83.91,190.5,Southpaw
Gian Villante,190.5,104.33,193.04,Orthodox
John Allan,185.42,92.99,190.5,Orthodox
Shamil Gamzatov,187.96,92.99,193.04,Orthodox
Hu Yaozong,190.5,83.91,182.88,Orthodox
Laureano Staropoli,185.42,83.91,180.34,Orthodox
Khama Worthy,180.34,70.31,187.96,Orthodox
Livinha Souza,160.02,52.16,160.02,Orthodox
Randa Markos,162.56,52.16,160.02,Orthodox
Zviad Lazishvili,167.64,61.23,175.26,Orthodox
Carlos Felipe,182.88,111.13,190.5,Orthodox
Andrew Sanchez,185.42,83.91,187.96,Orthodox
Bethe Correia,165.1,61.23,162.56,Orthodox
Gaetano Pirrello,170.18,61.23,165.1,Orthodox
Johnny Eduardo,170.18,61.23,180.34,Orthodox
Nick Diaz,185.42,77.11,193.04,Southpaw
Martin Sano,180.34,77.11,190.5,Orthodox
Antonio Arroyo,190.5,83.91,185.42,Orthodox
Mike Rodriguez,193.04,92.99,208.28,Southpaw
Sarah Alpar,162.56,61.23,160.02,Southpaw
Impa Kasanganay,180.34,77.11,190.5,Orthodox
Emily Whitmire,165.1,56.7,160.02,Orthodox
David Zawada,182.88,77.11,190.5,Orthodox
Luigi Vendramini,172.72,70.31,185.42,Orthodox
Darren Stewart,182.88,92.99,187.96,Orthodox
Domingo Pilarte,182.88,61.23,185.42,Southpaw
Bea Malecki,175.26,61.23,187.96,Orthodox
Sasha Palatnikov,185.42,77.11,182.88,Switch
Casey Kenney,170.18,61.23,172.72,Southpaw
Drako Rodriguez,172.72,61.23,175.26,Orthodox
Anderson Dos Santos,165.1,61.23,177.8,Orthodox
Jamey Simmons,167.64,61.23,177.8,Orthodox
Ryan Benoit,165.1,56.7,172.72,Orthodox
Ian Heinisch,180.34,83.91,182.88,Orthodox
Marion Reneau,167.64,61.23,172.72,Orthodox
Jeremy Stephens,175.26,65.77,180.34,Orthodox
Conor McGregor,175.26,70.31,187.96,Southpaw
Carlos Condit,187.96,77.11,190.5,Orthodox
Omari Akhmedov,182.88,83.91,185.42,Orthodox
Jerome Rivera,177.8,56.7,182.88,Southpaw
Michel Prazeres,167.64,77.11,170.18,Orthodox
Justin Jaynes,170.18,65.77,172.72,Orthodox
Yancy Medeiros,177.8,70.31,190.5,Orthodox
Dhiego Lima,187.96,77.11,190.5,Orthodox
Roque Martinez,177.8,113.4,182.88,Orthodox
Lara Procopio,162.56,56.7,170.18,Orthodox
Demian Maia,185.42,77.11,182.88,Southpaw
Walt Harris,195.58,113.4,195.58,Southpaw
Victor Rodriguez,165.1,56.7,170.18,Switch
Jacare Souza,185.42,83.91,182.88,Orthodox
Kevin Aguilar,170.18,70.31,185.42,Orthodox
Maurice Greene,200.66,117.03,203.2,Orthodox
Gregor Gillespie,170.18,70.31,180.34,Orthodox
Christian Aguilera,175.26,77.11,182.88,Switch
Kai Kamaka,170.18,65.77,175.26,Orthodox
KB Bhullar,193.04,83.91,198.12,Switch
Luke Sanders,167.64,61.23,170.18,Southpaw
Stefan Sekulic,182.88,77.11,190.5,Southpaw
Justine Kish,165.1,56.7,162.56,Orthodox
Luis Pena,190.5,70.31,190.5,Southpaw
Juan Espino,190.5,115.67,203.2,Orthodox
Bartosz Fabinski,182.88,77.11,190.5,Orthodox
Anthony Birchak,172.72,61.23,175.26,Orthodox
Mike Perry,177.8,77.11,180.34,Orthodox
Yorgan De Castro,182.88,113.4,187.96,Orthodox
Jarjis Danho,190.5,120.2,187.96,Orthodox
Hunter Azure,172.72,65.77,175.26,Orthodox
Jordan Griffin,177.8,65.77,185.42,Southpaw
Stipe Miocic,193.04,108.86,203.2,Orthodox
Tyron Woodley,175.26,77.11,187.96,Orthodox
Thomas Almeida,170.18,65.77,177.8,Southpaw
Gustavo Lopez,165.1,61.23,170.18,Orthodox
Ray Rodriguez,170.18,61.23,177.8,Orthodox
Megan Anderson,182.88,65.77,182.88,Orthodox
Joseph Benavidez,162.56,56.7,165.1,Southpaw
Jordan Espinosa,167.64,56.7,175.26,Orthodox
Aalon Cruz,182.88,65.77,198.12,Switch
Jimmie Rivera,162.56,61.23,172.72,Orthodox
Vince Cachero,167.64,65.77,172.72,Orthodox
Shana Dobson,167.64,56.7,175.26,Orthodox
Alistair Overeem,193.04,120.2,203.2,Orthodox
Martin Day,177.8,65.77,185.42,Orthodox
Antonio Carlos Junior,187.96,83.91,200.66,Orthodox
Nik Lentz,172.72,65.77,172.72,Orthodox
Vinicius Moreira,193.04,92.99,193.04,Orthodox
Tom Breese,190.5,83.91,185.42,Southpaw
Markus Perez,185.42,83.91,185.42,Orthodox
Sarah Moras,170.18,61.23,170.18,Orthodox
Vanessa Melo,165.1,61.23,165.1,Orthodox
Jacob Kilburn,175.26,65.77,182.88,Orthodox
Anthony Pettis,177.8,70.31,182.88,Orthodox
Carlton Minus,177.8,77.11,190.5,Orthodox
Junior Dos Santos,193.04,107.95,195.58,Orthodox
Peter Barrett,177.8,65.77,185.42,Southpaw
Matt Wiman,177.8,70.31,172.72,Orthodox
Jose Quinonez,172.72,61.23,175.26,Southpaw
Spike Carlyle,172.72,65.77,180.34,Switch
Rachael Ostovich,160.02,56.7,157.48,Orthodox
Alan Jouban,182.88,77.11,185.42,Southpaw
Paul Felder,180.34,70.31,177.8,Orthodox
Geraldo de Freitas,170.18,61.23,182.88,Orthodox
Claudia Gadelha,162.56,52.16,160.02,Orthodox
Bevon Lewis,190.5,83.91,200.66,Orthodox
Eduardo Garagorri,175.26,65.77,177.8,Orthodox
Anderson Silva,187.96,83.91,195.58,Southpaw
Jack Marshman,182.88,83.91,185.42,Orthodox
Cole Williams,182.88,77.11,185.42,Orthodox
Justin Ledet,193.04,92.99,203.2,Orthodox
Khabib Nurmagomedov,177.8,70.31,177.8,Orthodox
Liliya Shakirova,162.56,56.7,165.1,Orthodox
Stefan Struve,210.82,120.2,213.36,Orthodox
Alexander Yakovlev,190.5,70.31,187.96,Southpaw
James Krause,187.96,77.11,185.42,Orthodox
John Phillips,180.34,83.91,190.5,Southpaw
Gadzhimurad Antigulov,180.34,92.99,177.8,Orthodox
Ali AlQaisi,167.64,61.23,172.72,Orthodox
Germaine de Randamie,175.26,61.23,180.34,Orthodox
Dequan Townsend,190.5,92.99,200.66,Orthodox
Jessin Ayari,182.88,70.31,185.42,Orthodox
Diego Sanchez,177.8,77.11,182.88,Southpaw
Jeff Hughes,187.96,113.4,195.58,Orthodox
Khadis Ibragimov,190.5,92.99,198.12,Orthodox
Mirsad Bektic,172.72,65.77,177.8,Orthodox
Mara Romero Borella,167.64,56.7,175.26,Orthodox
Irwin Rivera,167.64,61.23,170.18,Southpaw
Brok Weaver,182.88,70.31,185.42,Southpaw
Anthony Ivy,187.96,83.91,187.96,Orthodox
Zelim Imadaev,182.88,77.11,193.04,Orthodox
Cole Smith,180.34,61.23,170.18,Orthodox
Ricardo Lamas,172.72,65.77,180.34,Orthodox
Austin Springer,172.72,65.77,180.34,Orthodox
Hannah Cifers,154.94,52.16,157.48,Orthodox
Daniel Cormier,180.34,106.59,182.88,Orthodox
John Dodson,160.02,61.23,167.64,Orthodox
Frankie Saenz,167.64,61.23,167.64,Orthodox
Rogerio Nogueira,187.96,92.99,190.5,Southpaw
Fabricio Werdum,193.04,104.78,195.58,Orthodox
Peter Sobotta,182.88,77.11,190.5,Southpaw
Raphael Pessoa,190.5,118.84,198.12,Orthodox
Nad Narimani,172.72,65.77,177.8,Orthodox
Joe Duffy,177.8,70.31,185.42,Orthodox
Brett Johns,170.18,61.23,180.34,Orthodox
Davi Ramos,167.64,70.31,177.8,Orthodox
Chris Fishgold,172.72,65.77,172.72,Orthodox
Paige VanZant,162.56,52.16,165.1,Orthodox
Danny Henry,182.88,65.77,185.42,Orthodox
Roman Bogatov,172.72,70.31,185.42,Orthodox
Lyman Good,182.88,77.11,187.96,Orthodox
Brianna Fortino,152.4,52.16,157.48,Southpaw
Max Rohskopf,185.42,70.31,180.34,Orthodox
Mark De La Rosa,167.64,61.23,165.1,Orthodox
Anthony Rocco Martin,182.88,77.11,185.42,Orthodox
Charles Byrd,177.8,83.91,185.42,Orthodox
Jussier Formiga,165.1,56.7,170.18,Orthodox
Evan Dunham,177.8,70.31,177.8,Southpaw
Ray Borg,162.56,61.23,160.02,Orthodox
Aleksei Kunchenko,172.72,77.11,177.8,Orthodox
Yoel Romero,182.88,83.91,185.42,Southpaw
Saparbeg Safarov,185.42,83.91,198.12,Orthodox
Gabriel Silva,167.64,61.23,180.34,Orthodox
Ismail Naurdiev,177.8,77.11,187.96,Orthodox
Ben Sosoli,182.88,120.2,182.88,Southpaw
Magomed Mustafaev,172.72,70.31,180.34,Orthodox
Emil Meek,180.34,77.11,187.96,Switch
Callan Potter,182.88,77.11,182.88,Orthodox
Corey Anderson,190.5,92.99,200.66,Orthodox
Juan Adams,195.58,120.2,203.2,Orthodox
Darko Stosic,182.88,92.99,193.04,Orthodox
Dooho Choi,177.8,65.77,177.8,Orthodox
Pingyuan Liu,167.64,61.23,182.88,Orthodox
Suman Mokhtarian,172.72,65.77,182.88,Orthodox
Dong Hyun Ma,180.34,70.31,177.8,Orthodox
Urijah Faber,167.64,61.23,170.18,Orthodox
Ben Saunders,187.96,77.11,195.58,Orthodox
Daniel Teymur,165.1,65.77,175.26,Orthodox
Oskar Piechota,182.88,83.91,193.04,Southpaw
Thiago Alves,175.26,77.11,177.8,Orthodox
Trevor Smith,190.5,83.91,190.5,Orthodox
Sergio Moraes,182.88,77.11,182.88,Orthodox
Renan Barao,167.64,65.77,177.8,Orthodox
Isabela de Padua,160.02,56.7,162.56,Orthodox
Zabit Magomedsharipov,185.42,65.77,185.42,Orthodox
Klidson Abreu,182.88,92.99,187.96,Orthodox
Rustam Khabilov,172.72,70.31,185.42,Orthodox
Grigory Popov,170.18,61.23,172.72,Switch
Chance Rencountre,187.96,77.11,190.5,Southpaw
Ben Askren,180.34,77.11,185.42,Orthodox
Stevie Ray,177.8,70.31,177.8,Southpaw
Alex White,182.88,70.31,180.34,Southpaw
Enrique Barzola,170.18,65.77,177.8,Orthodox
Aleksandra Albu,157.48,52.16,160.02,Orthodox
Joe Lauzon,177.8,70.31,180.34,Orthodox
Manny Bermudez,177.8,65.77,180.34,Orthodox
Kyle Bochniak,170.18,65.77,177.8,Orthodox
Boston Salmon,175.26,61.23,175.26,Southpaw
Daniel Spitz,200.66,111.13,208.28,Orthodox
James Vick,190.5,70.31,193.04,Orthodox
Thomas Gifford,185.42,70.31,190.5,Orthodox
Hector Aldana,180.34,77.11,182.88,Orthodox
Lauren Mueller,165.1,56.7,170.18,Orthodox
Luke Jumeau,180.34,77.11,182.88,Orthodox
