name,height,weight,reach,stance
Rostem Akman,177.8,77.11,182.88,Switch
Nadia Kassem,165.1,56.7,167.64,Southpaw
Danilo Belluardo,182.88,70.31,187.96,Southpaw
Siyar Bahadurzada,180.34,77.11,185.42,Orthodox
Nohelin Hernandez,177.8,61.23,180.34,Orthodox
Martin Bravo,172.72,65.77,180.34,Southpaw
Carlos Huachin,162.56,61.23,170.18,Southpaw
Marco Polo Reyes,180.34,70.31,180.34,Orthodox
Sergio Pettis,167.64,56.7,175.26,Orthodox
Marcos Mariano,185.42,70.31,193.04,Switch
Ryan MacDonald,180.34,61.23,180.34,Switch
Kyle Prepolec,177.8,77.11,177.8,Southpaw
Mairbek Taisumov,175.26,70.31,185.42,Orthodox
Teemu Packalen,185.42,70.31,190.5,Orthodox
Nordine Taleb,185.42,77.11,187.96,Orthodox
Don Madge,182.88,70.31,182.88,Southpaw
Derrick Krantz,177.8,77.11,182.88,Orthodox
Andre Soukhamthath,175.26,61.23,177.8,Orthodox
Jodie Esquibel,154.94,52.16,162.56,Orthodox
Liz Carmouche,167.64,56.7,167.64,Orthodox
Humberto Bandenay,180.34,65.77,180.34,Southpaw
Bobby Moffett,177.8,65.77,185.42,Orthodox
Salim Touahri,177.8,77.11,182.88,Orthodox
Cristiane Justino,172.72,65.77,172.72,Orthodox
Olivier Aubin-Mercier,175.26,70.31,177.8,Southpaw
Yoshinori Horie,172.72,65.77,177.8,Orthodox
Sarah Frota,167.64,56.7,175.26,Southpaw
Erik Koch,177.8,77.11,180.34,Southpaw
Kyle Stewart,182.88,77.11,193.04,Orthodox
Jin Soo Son,167.64,61.23,175.26,Orthodox
Cezar Ferreira,185.42,83.91,198.12,Southpaw
Sheymon Moraes,172.72,65.77,182.88,Orthodox
Nicco Montano,165.1,61.23,165.1,Southpaw
Gilbert Melendez,175.26,65.77,185.42,Orthodox
Dan Moret,182.88,70.31,185.42,Southpaw
Junior Albini,190.5,119.75,187.96,Orthodox
Syuri Kondo,162.56,52.16,167.64,Orthodox
Allen Crowder,190.5,111.13,193.04,Orthodox
Eric Spicely,185.42,83.91,185.42,Orthodox
Jimi Manuwa,185.42,92.99,200.66,Orthodox
Sung Bin Jo,182.88,65.77,182.88,Orthodox
Tonya Evinger,170.18,61.23,177.8,Orthodox
Nick Hein,167.64,70.31,167.64,Southpaw
Duda Santana,170.18,65.77,185.42,Orthodox
Desmond Green,177.8,70.31,185.42,Southpaw
Patrick Cummins,187.96,92.99,193.04,Orthodox
BJ Penn,175.26,70.31,177.8,Orthodox
Talita Bernardo,162.56,61.23,172.72,Orthodox
Elias Theodorou,185.42,83.91,190.5,Orthodox
Arjan Bhullar,185.42,111.13,190.5,Orthodox
Mitch Gagnon,165.1,61.23,165.1,Southpaw
Dmitrii Smoliakov,187.96,114.76,187.96,Switch
John Lineker,160.02,61.23,170.18,Orthodox
Jason Gonzalez,187.96,70.31,187.96,Southpaw
Marcelo Golm,190.5,112.94,190.5,Orthodox
Sultan Aliev,180.34,77.11,187.96,Orthodox
Keita Nakamura,180.34,77.11,185.42,Southpaw
Wilson Reis,162.56,56.7,165.1,Southpaw
Curtis Millender,187.96,77.11,193.04,Orthodox
David Branch,185.42,83.91,198.12,Orthodox
Jessica Aguilar,160.02,52.16,160.02,Orthodox
Ross Pearson,172.72,70.31,175.26,Orthodox
Justin Willis,185.42,119.75,198.12,Southpaw
Jesus Pinedo,177.8,70.31,,Southpaw
Eric Shelton,167.64,56.7,172.72,Orthodox
Jordan Rinaldi,177.8,65.77,182.88,Orthodox
Tim Boetsch,182.88,83.91,187.96,Orthodox
Zak Ottow,180.34,77.11,182.88,Orthodox
Carlo Pedersoli Jr.,180.34,77.11,190.5,Southpaw
Cain Velasquez,185.42,108.86,195.58,Orthodox
Myles Jury,177.8,65.77,185.42,Orthodox
Austin Arnett,182.88,65.77,182.88,Orthodox
Teruto Ishihara,170.18,61.23,175.26,Southpaw
Wulijiburen,175.26,61.23,175.26,Orthodox
David Teymur,175.26,70.31,185.42,Southpaw
Bibulatov Magomed,165.1,56.7,165.1,Orthodox
Dustin Ortiz,165.1,56.7,165.1,Orthodox
Dennis Bermudez,167.64,70.31,167.64,Orthodox
Te Edwards,172.72,70.31,182.88,Orthodox
Chad Mendes,167.64,65.77,167.64,Orthodox
Cat Zingano,167.64,65.77,172.72,Southpaw
Adam Milstead,190.5,92.99,193.04,Orthodox
Chris de la Rocha,190.5,113.4,203.2,Orthodox
Matthew Lopez,170.18,61.23,175.26,Southpaw
Chad Laprise,177.8,77.11,180.34,Orthodox
Mark Hunt,177.8,120.2,182.88,Orthodox
Yushin Okami,187.96,77.11,190.5,Southpaw
Ben Nguyen,165.1,56.7,165.1,Switch
Elias Garcia,165.1,56.7,170.18,Southpaw
Mizuto Hirota,170.18,70.31,170.18,Orthodox
Alex Gorgees,187.96,70.31,187.96,Switch
Justin Frazier,182.88,120.2,190.5,Southpaw
Bryan Caraway,172.72,61.23,172.72,Orthodox
Michel Batista,190.5,117.93,,Orthodox
Darrell Horcher,177.8,70.31,177.8,Southpaw
Ricky Rainey,185.42,77.11,195.58,Switch
Rashad Coulter,180.34,92.99,193.04,Orthodox
Yuta Sasaki,177.8,56.7,180.34,Southpaw
Devin Powell,182.88,70.31,185.42,Orthodox
Amanda Cooper,160.02,52.16,162.56,Switch
John Gunther,175.26,70.31,182.88,Orthodox
Joseph Morales,167.64,56.7,175.26,Switch
Joby Sanchez,167.64,61.23,172.72,Orthodox
Jason Knight,177.8,65.77,180.34,Orthodox
Adam Wieczorek,195.58,113.4,205.74,Orthodox
Artem Lobov,175.26,65.77,165.1,Southpaw
Alex Garcia,175.26,77.11,182.88,Orthodox
Thibault Gouti,177.8,70.31,182.88,Orthodox
Gray Maynard,175.26,70.31,177.8,Orthodox
Ryan LaFlare,185.42,77.11,187.96,Southpaw
Luis Henrique,187.96,110.22,187.96,Orthodox
Thales Leites,185.42,83.91,198.12,Orthodox
Hector Lombard,175.26,83.91,180.34,Southpaw
Alex Chambers,160.02,52.16,160.02,Southpaw
Khalid Murtazaliev,182.88,83.91,193.04,Orthodox
CB Dollaway,187.96,83.91,193.04,Orthodox
Kajan Johnson,180.34,70.31,190.5,Orthodox
Adam Yandiev,175.26,83.91,187.96,Orthodox
Jordan Johnson,187.96,92.99,200.66,Orthodox
Terrion Ware,172.72,61.23,180.34,Orthodox
Craig White,187.96,77.11,193.04,Orthodox
Robert Sanchez,167.64,56.7,167.64,Orthodox
Jarred Brooks,160.02,56.7,157.48,Switch
Jake Ellenberger,175.26,77.11,180.34,Orthodox
John Moraga,167.64,56.7,167.64,Orthodox
Tim Williams,187.96,83.91,193.04,Orthodox
Iuri Alcantara,175.26,61.23,180.34,Southpaw
George Sullivan,182.88,77.11,185.42,Orthodox
Kalindra Faria,170.18,56.7,,Switch
Jon Tuck,180.34,70.31,185.42,Orthodox
Demetrious Johnson,160.02,56.7,167.64,Orthodox
Jose Torres,162.56,56.7,165.1,Orthodox
Danielle Taylor,152.4,52.16,152.4,Orthodox
Eddie Alvarez,175.26,70.31,175.26,Orthodox
Jordan Mein,182.88,77.11,185.42,Orthodox
Alvaro Herrera Mendoza,182.88,70.31,187.96,Orthodox
Vitor Miranda,185.42,83.91,195.58,Orthodox
Jeremy Kimball,182.88,92.99,182.88,Switch
Damian Stasiak,165.1,61.23,177.8,Orthodox
Sage Northcutt,182.88,77.11,180.34,Orthodox
Justin Scoggins,170.18,56.7,167.64,Southpaw
Gokhan Saki,182.88,92.99,185.42,Orthodox
Jamie Moyle,154.94,52.16,165.1,Orthodox
Joe Giannetti,182.88,70.31,187.96,Southpaw
Jay Cucciniello,170.18,70.31,,Orthodox
Barb Honchak,162.56,56.7,165.1,Orthodox
Richie Smullen,175.26,70.31,172.72,Orthodox
Allan Zuniga,170.18,70.31,177.8,Orthodox
Tyler Diamond,170.18,65.77,175.26,Orthodox
Matt Bessette,177.8,65.77,177.8,Orthodox
Daichi Abe,180.34,77.11,180.34,Orthodox
Felipe Arantes,172.72,61.23,185.42,Orthodox
Rolando Dy,172.72,65.77,175.26,Orthodox
Shinsho Anzai,170.18,77.11,177.8,Orthodox
Viviane Pereira,154.94,52.16,160.02,Orthodox
Naoki Inoue,175.26,56.7,180.34,Orthodox
Jenel Lausa,165.1,56.7,172.72,Orthodox
Melinda Fabian,167.64,56.7,167.64,Orthodox
Rashad Evans,182.88,92.99,190.5,Orthodox
Mike Santiago,177.8,65.77,175.26,Orthodox
Gleison Tibau,177.8,70.31,180.34,Southpaw
Mads Burnell,172.72,65.77,175.26,Orthodox
Daniel Kelly,182.88,83.91,177.8,Southpaw
Brad Scott,185.42,77.11,193.04,Orthodox
Diego Rivas,172.72,65.77,175.26,Orthodox
Henry Briones,172.72,61.23,175.26,Orthodox
Felipe Silva,182.88,70.31,195.58,Orthodox
Vitor Belfort,182.88,83.91,187.96,Southpaw
Lyoto Machida,185.42,83.91,187.96,Southpaw
Alberto Mina,182.88,77.11,195.58,Orthodox
James Bochnovic,193.04,92.99,205.74,Orthodox
Luan Chagas,182.88,77.11,190.5,Orthodox
Patrick Williams,172.72,61.23,185.42,Orthodox
Bec Rawlings,167.64,56.7,162.56,Orthodox
Tom Duquesnoy,170.18,61.23,172.72,Orthodox
Oliver Enkamp,182.88,77.11,195.58,Switch
Mark Godbeer,193.04,108.86,195.58,Orthodox
Dmitry Sosnovskiy,190.5,108.86,195.58,Orthodox
Mike Pyle,182.88,77.11,187.96,Orthodox
Russell Doane,170.18,61.23,177.8,Orthodox
Albert Morales,175.26,61.23,182.88,Orthodox
Brian Camozzi,187.96,77.11,198.12,Orthodox
Joshua Burkman,177.8,77.11,182.88,Orthodox
Cyril Asker,182.88,112.04,187.96,Orthodox
Damien Brown,177.8,70.31,172.72,Orthodox
Rob Wilkinson,190.5,83.91,203.2,Orthodox
Jeremy Kennedy,180.34,65.77,180.34,Orthodox
Timothy Johnson,190.5,120.2,195.58,Southpaw
Maia Stevenson,162.56,52.16,157.48,Orthodox
Joe Soto,167.64,61.23,165.1,Orthodox
Godofredo Pepey,170.18,65.77,185.42,Orthodox
Juliana Lima,165.1,52.16,165.1,Orthodox
Francimar Barroso,185.42,92.99,190.5,Orthodox
Sabah Homasi,182.88,77.11,182.88,Orthodox
Galore Bofando,180.34,77.11,182.88,Switch
Abel Trujillo,172.72,70.31,177.8,Orthodox
Oluwale Bamgbose,180.34,83.91,198.12,Switch
Erick Silva,182.88,77.11,187.96,Orthodox
Carls John De Tomas,165.1,56.7,180.34,Southpaw
Antonio Braga Neto,190.5,83.91,195.58,Orthodox
Angela Magana,154.94,52.16,165.1,Orthodox
Christina Marks,170.18,56.7,175.26,Orthodox
Ryan Janes,190.5,83.91,193.04,Orthodox
Karine Gevorgyan,162.56,56.7,160.02,
Ariel Beck,167.64,56.7,167.64,Southpaw
Michael Bisping,185.42,83.91,190.5,Orthodox
Wang Guan,175.26,65.77,180.34,Orthodox
Bobby Nash,182.88,77.11,187.96,Orthodox
Kailin Curran,162.56,52.16,165.1,Orthodox
Bharat Kandare,170.18,61.23,182.88,Orthodox
Bojan Velickovic,182.88,77.11,193.04,Southpaw
Ashkan Mokhtarian,167.64,56.7,170.18,Southpaw
Will Brooks,177.8,70.31,182.88,Orthodox
Anthony Hamilton,195.58,117.93,193.04,Orthodox
Nate Marquardt,182.88,83.91,187.96,Orthodox
Michel Quinones,177.8,70.31,185.42,Orthodox
Marcel Fortuna,185.42,92.99,187.96,Orthodox
Georges St-Pierre,180.34,83.91,193.04,Orthodox
Johny Hendricks,175.26,83.91,175.26,Southpaw
Hacran Dias,172.72,70.31,175.26,Orthodox
Christian Colombo,195.58,120.2,,Orthodox
Jonathan Wilson,187.96,92.99,190.5,Southpaw
Marcin Held,175.26,70.31,180.34,Orthodox
Pearl Gonzalez,162.56,52.16,,Orthodox
Marco Beltran,172.72,56.7,175.26,Orthodox
Takanori Gomi,170.18,70.31,177.8,Southpaw
Henrique da Silva,190.5,92.99,193.04,Orthodox
Chan-Mi Jeon,165.1,52.16,,Orthodox
Hyun Gyu Lim,190.5,77.11,195.58,Orthodox
Azunna Anyanwu,185.42,113.85,,Orthodox
Jason Saggo,180.34,70.31,180.34,Orthodox
Mitch Clarke,177.8,70.31,185.42,Orthodox
Adriano Martins,177.8,70.31,182.88,Southpaw
Bojan Mihajlovic,180.34,92.99,185.42,Orthodox
Abdul-Kerim Edilov,187.96,92.99,,Orthodox
Andrew Holbrook,180.34,70.31,177.8,Southpaw
Hector Sandoval,157.48,56.7,162.56,Orthodox
Rafael Natal,182.88,83.91,195.58,Orthodox
Damian Grabowski,185.42,109.32,190.5,Orthodox
Frankie Perez,180.34,70.31,185.42,Orthodox
Chris Wade,177.8,70.31,177.8,Orthodox
James Mulheron,177.8,110.22,185.42,Orthodox
Neil Seery,162.56,56.7,162.56,Orthodox
Charlie Ward,180.34,77.11,,Orthodox
Leslie Smith,175.26,61.23,167.64,Orthodox
Daniel Omielanczuk,182.88,112.04,187.96,Southpaw
Travis Browne,198.12,115.67,200.66,Orthodox
Jesse Taylor,182.88,77.11,185.42,Orthodox
Nick Roehrick,187.96,92.99,,Orthodox
Tom Gallicchio,177.8,77.11,,Southpaw
Joachim Christensen,190.5,92.99,193.04,Orthodox
Dennis Siver,167.64,65.77,177.8,Orthodox
Johnny Case,177.8,70.31,182.88,Orthodox
Josh Stansbury,187.96,92.99,187.96,Orthodox
Dong Hyun Kim,187.96,77.11,193.04,Southpaw
Tarec Saffiedine,177.8,77.11,177.8,Switch
Kwan Ho Kwak,165.1,61.23,,Switch
Dominique Steele,177.8,77.11,187.96,Orthodox
Kiichi Kunimoto,177.8,77.11,180.34,Orthodox
Jim Wallhead,177.8,77.11,,Orthodox
Alex Nicholson,193.04,83.91,195.58,Orthodox
Chris Camozzi,187.96,83.91,190.5,Orthodox
Reza Madadi,180.34,70.31,185.42,Orthodox
Nicholas Musoke,182.88,77.11,190.5,Orthodox
Michael McBride,185.42,70.31,,Orthodox
Cindy Dandois,170.18,61.23,,Orthodox
Joe Proctor,177.8,70.31,182.88,Orthodox
Roy Nelson,182.88,119.29,185.42,Orthodox
Rashid Magomedov,175.26,70.31,177.8,Orthodox
Augusto Mendes,167.64,61.23,165.1,Orthodox
Nathan Coy,177.8,77.11,175.26,Southpaw
Anthony Johnson,187.96,92.99,198.12,Orthodox
Gegard Mousasi,187.96,83.91,193.04,Orthodox
Patrick Cote,180.34,77.11,190.5,Orthodox
Mike de la Torre,180.34,65.77,180.34,Orthodox
Brad Pickett,167.64,61.23,172.72,Orthodox
Scott Askham,190.5,83.91,190.5,Southpaw
Rony Jason,170.18,65.77,185.42,Orthodox
Garreth McLellan,185.42,83.91,182.88,Southpaw
Sam Sicilia,172.72,65.77,170.18,Orthodox
Alex Ricci,180.34,70.31,,Orthodox
Reginaldo Vieira,170.18,61.23,165.1,Orthodox
Phillipe Nover,175.26,65.77,182.88,Orthodox
Roan Carneiro,180.34,77.11,193.04,Orthodox
Michinori Tanaka,165.1,61.23,170.18,Orthodox
Daniel Jolly,185.42,92.99,190.5,Orthodox
JC Cottrell,175.26,70.31,,Orthodox
Viktor Pesta,190.5,108.86,195.58,Orthodox
Jocelyn Jones-Lybarger,170.18,52.16,162.56,Orthodox
Ronda Rousey,170.18,61.23,167.64,Orthodox
Brandon Thatch,187.96,77.11,187.96,Switch
Cole Miller,185.42,65.77,185.42,Orthodox
James Moontasri,177.8,77.11,180.34,Switch
Takeya Mizugaki,170.18,61.23,175.26,Orthodox
Fredy Serrano,160.02,56.7,165.1,Orthodox
Tim Kennedy,180.34,83.91,187.96,Orthodox
Valerie Letourneau,170.18,52.16,172.72,Orthodox
Zach Makovsky,162.56,56.7,162.56,Southpaw
Sean O'Connell,185.42,92.99,187.96,Orthodox
Joseph Gigliotti,180.34,83.91,,Orthodox
Tiago dos Santos e Silva,175.26,65.77,177.8,Orthodox
Keith Berish,182.88,92.99,,Orthodox
Brendan O'Reilly,170.18,77.11,175.26,Orthodox
Elvis Mutapcic,182.88,83.91,182.88,Orthodox
Kyle Noke,185.42,77.11,193.04,Southpaw
Yusuke Kasuya,170.18,70.31,,Southpaw
Seo Hee Ham,157.48,52.16,157.48,Southpaw
Richard Walsh,182.88,77.11,185.42,Orthodox
Jonathan Meunier,190.5,77.11,,Switch
Geane Herrera,165.1,56.7,167.64,Orthodox
Guangyou Ning,162.56,65.77,162.56,Southpaw
Yao Zhikui,165.1,56.7,162.56,Orthodox
Ryan Bader,187.96,92.99,187.96,Orthodox
Manvel Gamburyan,165.1,61.23,170.18,Orthodox
Magnus Cedenblad,195.58,83.91,200.66,Orthodox
Kyoji Horiguchi,165.1,56.7,167.64,Orthodox
Ali Bagautinov,162.56,56.7,165.1,Orthodox
Anna Elmose,160.02,52.16,,Orthodox
Milana Dudieva,160.02,61.23,,Orthodox
Heather Clark,167.64,52.16,162.56,Orthodox
Erik Perez,172.72,61.23,172.72,Orthodox
Erick Montano,182.88,77.11,185.42,Orthodox
Jason Novelli,182.88,70.31,,Orthodox
Chris Avila,177.8,65.77,,Orthodox
Dan Henderson,180.34,83.91,187.96,Orthodox
Albert Tumenov,180.34,77.11,185.42,Orthodox
Lukasz Sajewski,172.72,70.31,180.34,Orthodox
Tamdan McCrory,193.04,83.91,193.04,Switch
Cody East,190.5,111.13,,Orthodox
Kelly Faszholz,172.72,61.23,,Orthodox
Antonio Silva,193.04,119.75,208.28,Orthodox
Hector Urbina,180.34,77.11,185.42,Orthodox
Glaico Franca Moreira,182.88,70.31,195.58,Orthodox
Kenny Robertson,177.8,77.11,187.96,Orthodox
Maximo Blanco,172.72,65.77,180.34,Orthodox
Augusto Montano,185.42,77.11,185.42,Orthodox
Leonardo Guimaraes,182.88,83.91,,Orthodox
Joey Gomez,177.8,61.23,185.42,Orthodox
CM Punk,185.42,77.11,185.42,Orthodox
Caio Magalhaes,185.42,83.91,185.42,Orthodox
Sean Spencer,177.8,77.11,187.96,Orthodox
Josh Barnett,190.5,113.4,198.12,Orthodox
Tae Hyun Bang,175.26,70.31,180.34,Switch
Leandro Issa,170.18,61.23,175.26,Orthodox
Leandro Silva,175.26,70.31,182.88,Orthodox
Kevin Casey,180.34,83.91,195.58,Southpaw
Shane Campbell,182.88,70.31,180.34,Orthodox
Rick Story,175.26,77.11,180.34,Southpaw
Elizabeth Phillips,167.64,61.23,165.1,Orthodox
Lorenz Larkin,180.34,77.11,182.88,Orthodox
Alberto Uda,190.5,83.91,,Orthodox
Horacio Gutierrez,177.8,65.77,,
Tatsuya Kawajiri,170.18,65.77,175.26,Orthodox
Francisco Rivera,172.72,61.23,177.8,Orthodox
Cesar Arzamendia,180.34,70.31,,Orthodox
Jim Alers,175.26,65.77,180.34,Orthodox
Michael McDonald,175.26,61.23,177.8,Orthodox
Josh Samman,190.5,83.91,200.66,Orthodox
Cristina Stanciu,160.02,52.16,,Orthodox
Cody Pfister,177.8,70.31,185.42,Orthodox
Enrique Marin,177.8,77.11,,
Thiago Tavares,170.18,65.77,177.8,Orthodox
Fernando Bruno,167.64,65.77,,
Cory Hendricks,190.5,92.99,,Switch
Anton Zafir,180.34,77.11,,Orthodox
Mehdi Baghdad,185.42,70.31,,Orthodox
Dileno Lopes,165.1,61.23,,
Jerrod Sanders,172.72,61.23,182.88,Orthodox
Rory MacDonald,182.88,77.11,193.04,Orthodox
Steve Bosse,180.34,92.99,182.88,Orthodox
Chris Beal,170.18,56.7,175.26,Orthodox
Yan Cabral,180.34,70.31,185.42,Orthodox
Dominic Waters,185.42,77.11,200.66,Orthodox
Willie Gates,172.72,56.7,182.88,Orthodox
Chris Kelades,170.18,56.7,172.72,Orthodox
Clint Hester,187.96,92.99,195.58,Orthodox
Efrain Escudero,175.26,70.31,180.34,Orthodox
Michael Graves,177.8,77.11,180.34,Orthodox
Gabriel Gonzaga,187.96,109.77,193.04,Orthodox
Igor Pokrajac,182.88,92.99,187.96,Orthodox
Ian Entwistle,165.1,61.23,,Orthodox
Filip Pejic,172.72,61.23,,Orthodox
Robert Whiteford,175.26,65.77,175.26,Southpaw
Lucas Martins,182.88,65.77,182.88,Southpaw
Frank Mir,190.5,119.75,200.66,Southpaw
James Te Huna,187.96,83.91,190.5,Orthodox
Mark Eddiva,172.72,65.77,172.72,Orthodox
Rin Nakai,154.94,61.23,,Orthodox
Viscardi Andrade,180.34,77.11,190.5,Orthodox
Tom Lawlor,182.88,92.99,187.96,Southpaw
Marcelo Guimaraes,182.88,83.91,185.42,Orthodox
Justin Salas,172.72,70.31,177.8,Southpaw
Mike Wilkinson,170.18,65.77,167.64,Orthodox
Chris Dempsey,177.8,83.91,182.88,Orthodox
Yaotzin Meza,175.26,65.77,180.34,Orthodox
Norman Parke,180.34,70.31,177.8,Southpaw
Martin Svensson,185.42,70.31,,
Joe Riggs,182.88,83.91,177.8,Southpaw
Daniel Sarafian,175.26,83.91,185.42,Orthodox
Jonavin Webb,177.8,77.11,,Orthodox
Jared Rosholt,187.96,120.2,190.5,Orthodox
Rafael Cavalcante,185.42,92.99,187.96,Orthodox
KJ Noons,177.8,70.31,177.8,Orthodox
Noad Lahat,175.26,65.77,175.26,Orthodox
Masio Fullen,177.8,65.77,177.8,Orthodox
Matt Dwyer,193.04,77.11,193.04,Orthodox
Felipe Olivieri,175.26,70.31,,Orthodox
Matt Mitrione,190.5,120.2,208.28,Switch
Daron Cruickshank,172.72,70.31,182.88,Switch
Diego Brandao,170.18,65.77,162.56,Orthodox
Tony Sims,180.34,70.31,177.8,Southpaw
Masanori Kanehara,170.18,61.23,170.18,Orthodox
Sheldon Westcott,185.42,77.11,180.34,Southpaw
Edgar Garcia,177.8,77.11,180.34,Orthodox
Sarah Kaufman,165.1,61.23,167.64,Orthodox
Danny Castillo,175.26,70.31,180.34,Orthodox
Hayder Hassan,177.8,77.11,,
Marcio Alexandre Junior,182.88,83.91,190.5,Southpaw
Marcin Wrzosek,175.26,70.31,,
Konstantin Erokhin,180.34,104.33,,Orthodox
Mike Pierce,172.72,77.11,180.34,Orthodox
Abner Lloveras,180.34,70.31,,
John Howard,170.18,77.11,182.88,Orthodox
Andreas Stahl,180.34,77.11,,Orthodox
Emily Kagan,160.02,52.16,,
Benson Henderson,175.26,77.11,177.8,Southpaw
Yoshihiro Akiyama,177.8,77.11,190.5,Orthodox
Dongi Yang,177.8,83.91,185.42,Southpaw
Yui Chul Nam,175.26,65.77,,Orthodox
Leo Kuntz,177.8,70.31,,Orthodox
Scott Jorgensen,165.1,61.23,167.64,Orthodox
Vernon Ramos Ho,167.64,77.11,,Orthodox
Valmir Lazaro,182.88,70.31,185.42,Orthodox
Akbarh Arreola,177.8,70.31,180.34,Southpaw
Anthony Perosh,190.5,92.99,190.5,Orthodox
Richie Vaculik,167.64,56.7,175.26,Orthodox
Danny Martinez,167.64,56.7,170.18,Orthodox
Steve Montgomery,193.04,83.91,,Southpaw
Steve Kennedy,180.34,77.11,,Orthodox
Piotr Hallmann,175.26,70.31,180.34,Orthodox
Fabio Maldonado,185.42,92.99,190.5,Orthodox
Edimilson Souza,182.88,65.77,187.96,Orthodox
Gasan Umalatov,180.34,77.11,180.34,Orthodox
Bruno Korea,167.64,61.23,165.1,
Paddy Holohan,177.8,56.7,175.26,Orthodox
Jon Delos Reyes,167.64,56.7,170.18,Orthodox
Mickael Lebout,180.34,70.31,185.42,Orthodox
Aisling Daly,157.48,52.16,162.56,Orthodox
Ericka Almeida,167.64,52.16,,Orthodox
Cathal Pendred,185.42,77.11,190.5,Orthodox
Bubba Bush,182.88,83.91,,Orthodox
Shawn Jordan,182.88,117.93,190.5,Southpaw
Ruslan Magomedov,190.5,109.77,198.12,Orthodox
Francisco Trevino,175.26,70.31,177.8,Orthodox
Chris Cariaso,160.02,56.7,162.56,Southpaw
Chico Camus,167.64,56.7,167.64,Orthodox
George Roop,185.42,61.23,182.88,Orthodox
Katsunori Kikuno,172.72,65.77,167.64,Orthodox
Naoyuki Kotani,172.72,70.31,167.64,Southpaw
Roger Zapata,180.34,77.11,,Southpaw
Clay Collard,180.34,65.77,185.42,Orthodox
Ron Stallings,187.96,77.11,190.5,Southpaw
Nazareno Malegarie,172.72,70.31,,
Sam Stout,175.26,70.31,177.8,Orthodox
Yves Jabouin,170.18,61.23,172.72,Orthodox
Elias Silverio,180.34,70.31,185.42,Orthodox
Tom Watson,185.42,83.91,185.42,Orthodox
Sirwan Kakai,165.1,61.23,,Orthodox
Roman Salazar,170.18,61.23,,Orthodox
Anthony Christodoulou,175.26,70.31,,Orthodox
Antonio Rodrigo Nogueira,190.5,108.86,195.58,Orthodox
Soa Palelei,193.04,120.2,205.74,Orthodox
Hugo Viana,167.64,61.23,170.18,Orthodox
Ramsey Nijem,180.34,70.31,190.5,Orthodox
Jessamyn Duke,180.34,61.23,185.42,Orthodox
Ivan Jorge,175.26,70.31,185.42,Orthodox
Pawel Pawlak,182.88,77.11,185.42,Orthodox
Leonardo Mafra,177.8,70.31,177.8,Orthodox
Vaughan Lee,167.64,56.7,167.64,Orthodox
Hans Stringer,190.5,92.99,,Orthodox
Paul Redmond,177.8,65.77,,Orthodox
Marcus Brimage,162.56,61.23,180.34,Southpaw
Todd Duffee,190.5,117.93,198.12,Orthodox
Josh Thomson,177.8,70.31,180.34,Orthodox
Igor Araujo,185.42,77.11,195.58,Orthodox
Ildemar Alcantara,187.96,83.91,198.12,Orthodox
Andrew Craig,185.42,77.11,193.04,Orthodox
Dan Miller,185.42,83.91,187.96,Orthodox
Darrell Montague,167.64,56.7,170.18,Southpaw
Mike Swick,185.42,77.11,195.58,Orthodox
Yosdenis Cedeno,172.72,70.31,175.26,Orthodox
Eddie Gordon,182.88,83.91,193.04,Orthodox
Levan Makashvili,172.72,65.77,172.72,Orthodox
Joe Merritt,182.88,77.11,,Orthodox
Lewis Gonzalez,177.8,77.11,,Orthodox
Alan Omer,177.8,65.77,,Orthodox
Niklas Backstrom,185.42,65.77,,Orthodox
Antonio Dos Santos,177.8,83.91,,Orthodox
Brian Ebersole,182.88,77.11,185.42,Southpaw
Justin Edwards,177.8,70.31,177.8,Orthodox
Ricardo Abreu,180.34,83.91,,Orthodox
Leonardo Morales,172.72,61.23,,Southpaw
Ryan Jimmo,185.42,92.99,185.42,Orthodox
Wendell Oliveira Marques,177.8,77.11,,Orthodox
Luiz Dutra,180.34,77.11,,Orthodox
Josh Sampo,162.56,56.7,162.56,Orthodox
Constantinos Philippou,180.34,83.91,185.42,Orthodox
Mark Munoz,182.88,83.91,180.34,Orthodox
Luke Barnatt,198.12,83.91,195.58,Orthodox
Zhang Lipeng,180.34,70.31,180.34,Southpaw
Royston Wee,170.18,61.23,170.18,Orthodox
Roldan Sangcha'an,162.56,56.7,,Orthodox
Nolan Ticman,167.64,56.7,,Orthodox
Hatsu Hioki,180.34,65.77,185.42,Orthodox
Lisa Ellis,162.56,52.16,,
Dylan Andrews,185.42,83.91,187.96,Switch
Vik Grujic,180.34,77.11,185.42,Orthodox
Alptekin Ozkilic,165.1,56.7,165.1,Orthodox
Quinton Jackson,185.42,92.99,185.42,Orthodox
David Michaud,175.26,70.31,,Orthodox
Chris Clements,177.8,77.11,177.8,Orthodox
Jessica Rakoczy,170.18,52.16,,Orthodox
Jimy Hettes,175.26,65.77,180.34,Southpaw
Mirko Filipovic,187.96,104.33,185.42,Southpaw
Seth Baczynski,190.5,77.11,190.5,Orthodox
Izabela Badurek,165.1,52.16,,Orthodox
Marcin Bandel,177.8,70.31,,Orthodox
Rocky Lee,175.26,65.77,,Orthodox
Robert Peralta,172.72,65.77,180.34,Orthodox
Justin Jones,180.34,83.91,,Orthodox
Josh Koscheck,177.8,77.11,185.42,Orthodox
Shayna Baszler,170.18,61.23,,Orthodox
