date,r_fighter,b_fighter,winner,weight_class
3/23/2024,Amanda Ribas,Rose Namajunas,Blue,Women's Flyweight
3/23/2024,Karl Williams,Justin Tafa,Red,Heavyweight
3/23/2024,Edmen Shahbazyan,AJ Dobson,Red,Middleweight
3/23/2024,Payton Talbott,Cameron Saaiman,Red,Bantamweight
3/23/2024,Billy Quarantillo,Youssef Zalal,Blue,Featherweight
3/23/2024,Fernando Padilla,Luis Pajuelo,Red,Featherweight
3/23/2024,Kurt Holobaugh,Trey Ogden,Blue,Lightweight
3/23/2024,Ricardo Ramos,Julian Erosa,Blue,Featherweight
3/23/2024,Miles Johns,Cody Gibson,Red,Bantamweight
3/23/2024,Jarno Errens,Steven Nguyen,Red,Featherweight
3/23/2024,Montserrat Rendon,Daria Zhelezniakova,Blue,Women's Bantamweight
3/23/2024,Igor Severino,Andre Lima,Blue,Flyweight
3/23/2024,Mohammed Usman,Mick Parkin,Blue,Heavyweight
3/16/2024,Tai Tuivasa,Marcin Tybura,Blue,Heavyweight
3/16/2024,Ovince Saint Preux,Kennedy Nzechukwu,Red,Light Heavyweight
3/16/2024,Christian Rodriguez,Isaac Dulgarian,Red,Featherweight
3/16/2024,Pannie Kianzad,Macy Chiasson,Blue,Women's Bantamweight
3/16/2024,Gerald Meerschaert,Bryan Barberena,Red,Middleweight
3/16/2024,Natan Levy,Mike Davis,Blue,Lightweight
3/16/2024,Josiane Nunes,Chelsea Chandler,Blue,Women's Bantamweight
3/16/2024,Jafel Filho,Ode Osbourne,Red,Flyweight
3/16/2024,Josh Culibao,Danny Silva,Blue,Featherweight
3/16/2024,Jaqueline Amorim,Cory McKenna,Red,Women's Strawweight
3/16/2024,Thiago Moises,Mitch Ramirez,Red,Lightweight
3/16/2024,Charalampos Grigoriou,Chad Anheliger,Blue,Bantamweight
3/9/2024,Sean O'Malley,Marlon Vera,Red,Bantamweight
3/9/2024,Dustin Poirier,Benoit Saint Denis,Red,Lightweight
3/9/2024,Kevin Holland,Michael Page,Blue,Welterweight
3/9/2024,Gilbert Burns,Jack Della Maddalena,Blue,Welterweight
3/9/2024,Petr Yan,Song Yadong,Red,Bantamweight
3/9/2024,Curtis Blaydes,Jailton Almeida,Red,Heavyweight
3/9/2024,Katlyn Cerminara,Maycee Barber,Blue,Women's Flyweight
3/9/2024,Mateusz Gamrot,Rafael Dos Anjos,Red,Lightweight
3/9/2024,Pedro Munhoz,Kyler Phillips,Blue,Bantamweight
3/9/2024,Ion Cutelaba,Philipe Lins,Blue,Light Heavyweight
3/9/2024,Michel Pereira,Michal Oleksiejczuk,Red,Middleweight
3/9/2024,Robelis Despaigne,Josh Parisian,Red,Heavyweight
3/9/2024,CJ Vergara,Asu Almabayev,Blue,Flyweight
3/9/2024,Joanne Wood,Maryna Moroz,Red,Women's Flyweight
3/2/2024,Jairzinho Rozenstruik,Shamil Gaziev,Red,Heavyweight
3/2/2024,Vitor Petrino,Tyson Pedro,Red,Light Heavyweight
3/2/2024,Alex Perez,Muhammad Mokaev,Blue,Flyweight
3/2/2024,Umar Nurmagomedov,Bekzat Almakhan,Red,Bantamweight
3/2/2024,Matt Schnell,Steve Erceg,Blue,Flyweight
3/2/2024,Eryk Anders,Jamie Pickett,Red,Middleweight
3/2/2024,Vinicius Oliveira,Benardo Sopaj,Red,Bantamweight
3/2/2024,Aiemann Zahabi,Javid Basharat,Red,Bantamweight
3/2/2024,Christian Leroy Duncan,Claudio Ribeiro,Red,Middleweight
3/2/2024,Ludovit Klein,AJ Cunningham,Red,Lightweight
3/2/2024,Abdul-Kareem Al-Selwady,Loik Radzhabov,Blue,Lightweight
2/24/2024,Brandon Moreno,Brandon Royval,Blue,Flyweight
2/24/2024,Yair Rodriguez,Brian Ortega,Blue,Featherweight
2/24/2024,Daniel Zellhuber,Francisco Prado,Red,Lightweight
2/24/2024,Yazmin Jauregui,Sam Hughes,Red,Women's Strawweight
2/24/2024,Manuel Torres,Chris Duncan,Red,Lightweight
2/24/2024,Cristian Quinonez,Raoni Barcelos,Blue,Bantamweight
2/24/2024,Jesus Aguilar,Mateus Mendonca,Red,Flyweight
2/24/2024,Edgar Chairez,Daniel Lacerda,Red,Flyweight
2/24/2024,Claudio Puelles,Fares Ziam,Blue,Lightweight
2/24/2024,Ronaldo Rodriguez,Denys Bondar,Red,Flyweight
2/24/2024,Victor Altamirano,Felipe dos Santos,Blue,Flyweight
2/24/2024,Erik Silva,Muhammad Naimov,Blue,Featherweight
2/17/2024,Alexander Volkanovski,Ilia Topuria,Blue,Featherweight
2/17/2024,Robert Whittaker,Paulo Costa,Red,Middleweight
2/17/2024,Geoff Neal,Ian Machado Garry,Blue,Welterweight
2/17/2024,Merab Dvalishvili,Henry Cejudo,Red,Bantamweight
2/17/2024,Anthony Hernandez,Roman Kopylov,Red,Middleweight
2/17/2024,Amanda Lemos,Mackenzie Dern,Red,Women's Strawweight
2/17/2024,Marcos Rogerio de Lima,Junior Tafa,Red,Heavyweight
2/17/2024,Rinya Nakamura,Carlos Vera,Red,Bantamweight
2/17/2024,Zhang Mingyang,Brendson Ribeiro,Red,Light Heavyweight
2/17/2024,Josh Quinlan,Danny Barlow,Blue,Welterweight
2/17/2024,Oban Elliott,Val Woodburn,Red,Welterweight
2/17/2024,Andrea Lee,Miranda Maverick,Blue,Women's Flyweight
2/10/2024,Jack Hermansson,Joe Pyfer,Red,Middleweight
2/10/2024,Dan Ige,Andre Fili,Red,Featherweight
2/10/2024,Robert Bryczek,Ihor Potieria,Blue,Middleweight
2/10/2024,Brad Tavares,Gregory Rodrigues,Blue,Middleweight
2/10/2024,Michael Johnson,Darrius Flowers,Red,Lightweight
2/10/2024,Rodolfo Vieira,Armen Petrosyan,Red,Middleweight
2/10/2024,Trevin Giles,Carlos Prates,Blue,Welterweight
2/10/2024,Bolaji Oki,Timmy Cuamba,Red,Lightweight
2/10/2024,Loma Lookboonmee,Bruna Brasil,Red,Women's Strawweight
2/10/2024,Devin Clark,Marcin Prachnio,Blue,Light Heavyweight
2/10/2024,Max Griffin,Jeremiah Wells,Red,Welterweight
2/10/2024,Zac Pauga,Bogdan Guskov,Blue,Light Heavyweight
2/10/2024,Fernie Garcia,Hyder Amil,Blue,Featherweight
2/3/2024,Roman Dolidze,Nassourdine Imavov,Blue,Middleweight
2/3/2024,Renato Moicano,Drew Dober,Red,Lightweight
2/3/2024,Randy Brown,Muslim Salikhov,Red,Welterweight
2/3/2024,Viviane Araujo,Natalia Silva,Blue,Women's Flyweight
2/3/2024,Gilbert Urbina,Charles Radtke,Blue,Welterweight
2/3/2024,Molly McCann,Diana Belbita,Red,Women's Strawweight
2/3/2024,Azat Maksum,Charles Johnson,Blue,Flyweight
2/3/2024,Themba Gorimbo,Pete Rodriguez,Red,Welterweight
2/3/2024,JeongYeong Lee,Blake Bilder,Red,Featherweight
2/3/2024,Luana Carolina,Julija Stoliarenko,Red,Women's Flyweight
2/3/2024,Landon Quinones,MarQuel Mederos,Blue,Lightweight
2/3/2024,Thomas Petersen,Jamal Pogues,Blue,Heavyweight
1/20/2024,Sean Strickland,Dricus Du Plessis,Blue,Middleweight
1/20/2024,Raquel Pennington,Mayra Bueno Silva,Red,Women's Bantamweight
1/20/2024,Neil Magny,Mike Malott,Red,Welterweight
1/20/2024,Chris Curtis,Marc-Andre Barriault,Red,Middleweight
1/20/2024,Arnold Allen,Movsar Evloev,Blue,Featherweight
1/20/2024,Brad Katona,Garrett Armfield,Blue,Bantamweight
1/20/2024,Charles Jourdain,Sean Woodson,Blue,Featherweight
1/20/2024,Serhiy Sidey,Ramon Taveras,Blue,Bantamweight
1/20/2024,Gillian Robertson,Polyana Viana,Red,Women's Strawweight
1/20/2024,Yohan Lainesse,Sam Patterson,Blue,Welterweight
1/20/2024,Jasmine Jasudavicius,Priscila Cachoeira,Red,Women's Bantamweight
1/20/2024,Malcolm Gordon,Jimmy Flick,Blue,Flyweight
1/13/2024,Magomed Ankalaev,Johnny Walker,Red,Light Heavyweight
1/13/2024,Jim Miller,Gabriel Benitez,Red,Lightweight
1/13/2024,Ricky Simon,Mario Bautista,Blue,Bantamweight
1/13/2024,Phil Hawes,Brunno Ferreira,Blue,Middleweight
1/13/2024,Andrei Arlovski,Waldo Cortes-Acosta,Blue,Heavyweight
1/13/2024,Matthew Semelsberger,Preston Parsons,Blue,Welterweight
1/13/2024,Marcus McGhee,Gaston Bolanos,Red,Bantamweight
1/13/2024,Farid Basharat,Taylor Lapilus,Red,Bantamweight
1/13/2024,Westin Wilson,Jean Silva,Blue,Featherweight
1/13/2024,Nikolas Motta,Tom Nolan,Red,Lightweight
1/13/2024,Joshua Van,Felipe Bunes,Red,Flyweight
12/16/2023,Leon Edwards,Colby Covington,Red,Welterweight
12/16/2023,Alexandre Pantoja,Brandon Royval,Red,Flyweight
12/16/2023,Shavkat Rakhmonov,Stephen Thompson,Red,Welterweight
12/16/2023,Tony Ferguson,Paddy Pimblett,Blue,Lightweight
12/16/2023,Josh Emmett,Bryce Mitchell,Red,Featherweight
12/16/2023,Alonzo Menifield,Dustin Jacoby,Red,Light Heavyweight
12/16/2023,Irene Aldana,Karol Rosa,Red,Women's Bantamweight
12/16/2023,Cody Garbrandt,Brian Kelleher,Red,Bantamweight
12/16/2023,Casey O'Neill,Ariane Lipski,Blue,Women's Flyweight
12/16/2023,Tagir Ulanbekov,Cody Durden,Red,Flyweight
12/16/2023,Andre Fili,Lucas Almeida,Red,Featherweight
12/16/2023,Martin Buday,Shamil Gaziev,Blue,Heavyweight
12/9/2023,Song Yadong,Chris Gutierrez,Red,Bantamweight
12/9/2023,Anthony Smith,Khalil Rountree Jr.,Blue,Light Heavyweight
12/9/2023,Nasrat Haqparast,Jamie Mullarkey,Red,Lightweight
12/9/2023,Tim Elliott,Sumudaerji,Red,Bantamweight
12/9/2023,JunYong Park,Andre Muniz,Blue,Middleweight
12/9/2023,Song Kenan,Kevin Jousset,Blue,Welterweight
12/9/2023,HyunSung Park,Shannon Ross,Red,Flyweight
12/9/2023,Steve Garcia,Melquizael Costa,Red,Lightweight
12/9/2023,Luana Santos,Stephanie Egger,Red,Women's Bantamweight
12/9/2023,Tatsuro Taira,Carlos Hernandez,Red,Flyweight
12/9/2023,Rayanne Amanda,Talita Alencar,Blue,Women's Strawweight
12/2/2023,Beneil Dariush,Arman Tsarukyan,Blue,Lightweight
12/2/2023,Jalin Turner,Bobby Green,Red,Lightweight
12/2/2023,Rob Font,Deiveson Figueiredo,Blue,Bantamweight
12/2/2023,Sean Brady,Kelvin Gastelum,Red,Welterweight
12/2/2023,Clay Guida,Joaquim Silva,Blue,Lightweight
12/2/2023,Punahele Soriano,Dustin Stoltzfus,Blue,Middleweight
12/2/2023,Miesha Tate,Julia Avila,Red,Women's Bantamweight
12/2/2023,Zach Reese,Cody Brundage,Blue,Middleweight
12/2/2023,Drakkar Klose,Joe Solecki,Red,Lightweight
12/2/2023,Rodolfo Bellato,Ihor Potieria,Red,Light Heavyweight
12/2/2023,Wellington Turman,Jared Gooden,Blue,Welterweight
12/2/2023,Veronica Hardy,Jamey-Lyn Horth,Red,Women's Flyweight
11/18/2023,Brendan Allen,Paul Craig,Red,Middleweight
11/18/2023,Michael Morales,Jake Matthews,Red,Welterweight
11/18/2023,Chase Hooper,Jordan Leavitt,Red,Lightweight
11/18/2023,Payton Talbott,Nick Aguirre,Red,Bantamweight
11/18/2023,Luana Pinheiro,Amanda Ribas,Blue,Women's Strawweight
11/18/2023,Uros Medic,Myktybek Orolbai,Blue,Welterweight
11/18/2023,Jonathan Pearce,Joanderson Brito,Blue,Featherweight
11/18/2023,Chad Anheliger,Jose Johnson,Blue,Bantamweight
11/18/2023,Christian Leroy Duncan,Denis Tiuliulin,Red,Middleweight
11/18/2023,Mick Parkin,Caio Machado,Red,Heavyweight
11/18/2023,Jeka Saragih,Lucas Alexander,Red,Featherweight
11/18/2023,Lucie Pudilova,Ailin Perez,Blue,Women's Bantamweight
11/18/2023,Charles Johnson,Rafael Estevam,Blue,Flyweight
11/11/2023,Jiri Prochazka,Alex Pereira,Blue,Light Heavyweight
11/11/2023,Sergei Pavlovich,Tom Aspinall,Blue,Heavyweight
11/11/2023,Jessica Andrade,Mackenzie Dern,Red,Women's Strawweight
11/11/2023,Matt Frevola,Benoit Saint Denis,Blue,Lightweight
11/11/2023,Diego Lopes,Pat Sabatini,Red,Featherweight
11/11/2023,Steve Erceg,Alessandro Costa,Red,Flyweight
11/11/2023,Tabatha Ricci,Loopy Godinez,Blue,Women's Strawweight
11/11/2023,Mateusz Rebecki,Roosevelt Roberts,Red,Lightweight
11/11/2023,Jared Gordon,Mark Madsen,Red,Lightweight
11/11/2023,John Castaneda,Kyung Ho Kang,Red,Catch Weight
11/11/2023,Joshua Van,Kevin Borjas,Red,Flyweight
11/11/2023,Dennis Buzukja,Jamall Emmers,Blue,Featherweight
11/11/2023,Jailton Almeida,Derrick Lewis,Red,Lightweight
11/4/2023,Gabriel Bonfim,Nicolas Dalby,Blue,Heavyweight
11/4/2023,Rodrigo Nascimento,Don'Tale Mayes,Red,Welterweight
11/4/2023,Caio Borralho,Abus Magomedov,Red,Heavyweight
11/4/2023,Elves Brener,Kaynan Kruschewsky,Red,Middleweight
11/4/2023,Vitor Petrino,Modestas Bukauskas,Red,Catch Weight
11/4/2023,Angela Hill,Denise Gomes,Red,Light Heavyweight
11/4/2023,Eduarda Moura,Montserrat Conejo Ruiz,Red,Women's Strawweight
11/4/2023,Kaue Fernandes,Marc Diakiese,Blue,Women's Strawweight
11/4/2023,Islam Makhachev,Alexander Volkanovski,Red,Lightweight
11/4/2023,Kamaru Usman,Khamzat Chimaev,Blue,Welterweight
10/21/2023,Ikram Aliskerov,Warlley Alves,Red,Lightweight
10/21/2023,Said Nurmagomedov,Muin Gafurov,Red,Middleweight
10/21/2023,Tim Elliott,Muhammad Mokaev,Blue,Middleweight
10/21/2023,Mohammad Yahya,Trevor Peek,Blue,Bantamweight
10/21/2023,Abu Azaitar,Sedriques Dumas,Blue,Flyweight
10/21/2023,Mike Breeden,Anshul Jubli,Red,Lightweight
10/21/2023,Nathaniel Wood,Muhammad Naimov,Blue,Middleweight
10/21/2023,Viktoriia Dudakova,Jinh Yu Frey,Red,Lightweight
10/21/2023,Shara Magomedov,Bruno Silva,Red,Featherweight
10/21/2023,Sodiq Yusuff,Edson Barboza,Blue,Women's Strawweight
10/21/2023,Jennifer Maia,Viviane Araujo,Blue,Middleweight
10/14/2023,Jonathan Martinez,Adrian Yanez,Red,Featherweight
10/14/2023,Andre Petroski,Michel Pereira,Blue,Women's Flyweight
10/14/2023,Christian Rodriguez,Cameron Saaiman,Red,Bantamweight
10/14/2023,Darren Elkins,TJ Brown,Red,Middleweight
10/14/2023,Tainara Lisboa,Ravena Oliveira,Red,Bantamweight
10/14/2023,Terrance McKinney,Brendon Marotte,Red,Featherweight
10/14/2023,Irina Alekseeva,Melissa Dixon,Blue,Women's Bantamweight
10/14/2023,Chris Gutierrez,Alatengheili,Red,Lightweight
10/14/2023,Ashley Yoder,Emily Ducote,Blue,Women's Bantamweight
10/14/2023,Grant Dawson,Bobby Green,Blue,Bantamweight
10/14/2023,Joe Pyfer,Abdul Razak Alhassan,Red,Women's Strawweight
10/7/2023,Alex Morono,Joaquin Buckley,Blue,Lightweight
10/7/2023,Drew Dober,Ricky Glenn,Red,Middleweight
10/7/2023,Alexander Hernandez,Bill Algeo,Blue,Welterweight
10/7/2023,Karolina Kowalkiewicz,Diana Belbita,Red,Lightweight
10/7/2023,Nate Maness,Mateus Mendonca,Red,Featherweight
10/7/2023,Vanessa Demopoulos,Kanako Murata,Red,Women's Strawweight
10/7/2023,Aoriqileng,Johnny Munoz,Red,Flyweight
10/7/2023,Montana De La Rosa,JJ Aldrich,Blue,Women's Strawweight
10/7/2023,Rafael Fiziev,Mateusz Gamrot,Blue,Bantamweight
10/7/2023,Bryce Mitchell,Dan Ige,Red,Women's Flyweight
9/23/2023,Marina Rodriguez,Michelle Waterson-Gomez,Red,Lightweight
9/23/2023,Bryan Battle,AJ Fletcher,Red,Featherweight
9/23/2023,Ricardo Ramos,Charles Jourdain,Blue,Women's Strawweight
9/23/2023,Tim Means,Andre Fialho,Red,Welterweight
9/23/2023,Jacob Malkoun,Cody Brundage,Blue,Featherweight
9/23/2023,Mohammed Usman,Jake Collier,Red,Welterweight
9/23/2023,Mizuki,Hannah Goldy,Red,Middleweight
9/23/2023,Tamires Vidal,Montserrat Rendon,Blue,Heavyweight
9/23/2023,Kevin Holland,Jack Della Maddalena,Blue,Women's Strawweight
9/23/2023,Raul Rosas Jr.,Terrence Mitchell,Red,Women's Bantamweight
9/16/2023,Daniel Zellhuber,Christos Giagos,Red,Welterweight
9/16/2023,Fernando Padilla,Kyle Nelson,Blue,Bantamweight
9/16/2023,Loopy Godinez,Elise Reed,Red,Lightweight
9/16/2023,Roman Kopylov,Josh Fremd,Red,Featherweight
9/16/2023,Tracy Cortez,Jasmine Jasudavicius,Red,Women's Strawweight
9/16/2023,Alex Reyes,Charlie Campbell,Blue,Middleweight
9/16/2023,Josefine Knutsson,Marnic Mann,Red,Women's Flyweight
9/16/2023,Israel Adesanya,Sean Strickland,Blue,Lightweight
9/16/2023,Tai Tuivasa,Alexander Volkov,Blue,Women's Strawweight
9/16/2023,Manel Kape,Felipe dos Santos,Red,Women's Flyweight
9/9/2023,Justin Tafa,Austen Lane,Red,Middleweight
9/9/2023,Tyson Pedro,Anton Turkalj,Red,Heavyweight
9/9/2023,Carlos Ulberg,Da Woon Jung,Red,Flyweight
9/9/2023,Jack Jenkins,Chepe Mariscal,Blue,Heavyweight
9/9/2023,Jamie Mullarkey,John Makdessi,Red,Light Heavyweight
9/9/2023,Nasrat Haqparast,Landon Quinones,Red,Light Heavyweight
9/9/2023,Blood Diamond,Charles Radtke,Blue,Featherweight
9/9/2023,Shane Young,Gabriel Miranda,Blue,Lightweight
9/9/2023,Kevin Jousset,Kiefer Crosbie,Red,Lightweight
9/9/2023,Ciryl Gane,Serghei Spivac,Red,Welterweight
9/9/2023,Manon Fiorot,Rose Namajunas,Red,Featherweight
9/9/2023,Benoit Saint Denis,Thiago Moises,Red,Welterweight
9/2/2023,Volkan Oezdemir,Bogdan Guskov,Red,Heavyweight
9/2/2023,William Gomis,Yanis Ghemmouri,Red,Women's Flyweight
9/2/2023,Morgan Charriere,Manolo Zecchini,Red,Lightweight
9/2/2023,Taylor Lapilus,Caolan Loughran,Red,Light Heavyweight
9/2/2023,Ange Loosa,Rhys McKee,Red,Featherweight
9/2/2023,Nora Cornolle,Joselyne Edwards,Red,Featherweight
9/2/2023,Farid Basharat,Kleydson Rodrigues,Red,Bantamweight
9/2/2023,Zarah Fairn,Jacqueline Cavalcanti,Blue,Welterweight
9/2/2023,Max Holloway,Chan Sung Jung,Red,Women's Bantamweight
9/2/2023,Anthony Smith,Ryan Spann,Red,Bantamweight
9/2/2023,Giga Chikadze,Alex Caceres,Red,Catch Weight
8/26/2023,Rinya Nakamura,Fernie Garcia,Red,Featherweight
8/26/2023,Erin Blanchfield,Taila Santos,Red,Light Heavyweight
8/26/2023,Junior Tafa,Parker Porter,Red,Featherweight
8/26/2023,Waldo Cortes-Acosta,Lukasz Brzeski,Red,Bantamweight
8/26/2023,Toshiomi Kazama,Garrett Armfield,Blue,Women's Flyweight
8/26/2023,Chidi Njokuani,Michal Oleksiejczuk,Blue,Heavyweight
8/26/2023,Song Kenan,Rolando Bedoya,Red,Heavyweight
8/26/2023,Billy Goff,Yusaku Kinoshita,Red,Bantamweight
8/26/2023,Liang Na,JJ Aldrich,Blue,Middleweight
8/26/2023,SeungWoo Choi,Jarno Errens,Red,Welterweight
8/26/2023,Aljamain Sterling,Sean O'Malley,Blue,Welterweight
8/26/2023,Zhang Weili,Amanda Lemos,Red,Women's Flyweight
8/26/2023,Neil Magny,Ian Machado Garry,Blue,Featherweight
8/19/2023,Da'Mon Blackshear,Mario Bautista,Blue,Bantamweight
8/19/2023,Marlon Vera,Pedro Munhoz,Red,Women's Strawweight
8/19/2023,Chris Weidman,Brad Tavares,Blue,Welterweight
8/19/2023,Gregory Rodrigues,Denis Tiuliulin,Red,Bantamweight
8/19/2023,Kurt Holobaugh,Austin Hubbard,Red,Bantamweight
8/19/2023,Brad Katona,Cody Gibson,Red,Middleweight
8/19/2023,Andre Petroski,Gerald Meerschaert,Red,Middleweight
8/19/2023,Andrea Lee,Natalia Silva,Blue,Lightweight
8/19/2023,Karine Silva,Maryna Moroz,Red,Bantamweight
8/19/2023,Vicente Luque,Rafael Dos Anjos,Red,Middleweight
8/19/2023,Cub Swanson,Hakeem Dawodu,Red,Women's Flyweight
8/19/2023,Khalil Rountree Jr.,Chris Daukaus,Red,Women's Flyweight
8/12/2023,Polyana Viana,Iasmin Lucindo,Blue,Welterweight
8/12/2023,AJ Dobson,Tafon Nchukwi,Red,Featherweight
8/12/2023,Josh Fremd,Jamie Pickett,Red,Light Heavyweight
8/12/2023,JP Buys,Marcus McGhee,Blue,Women's Strawweight
8/12/2023,Terrance McKinney,Mike Breeden,Red,Middleweight
8/12/2023,Francis Marshall,Isaac Dulgarian,Blue,Middleweight
8/12/2023,Josh Parisian,Martin Buday,Blue,Bantamweight
8/12/2023,Jaqueline Amorim,Montserrat Conejo Ruiz,Red,Lightweight
8/12/2023,Da'Mon Blackshear,Jose Johnson,Red,Featherweight
8/12/2023,Juliana Miller,Luana Santos,Blue,Heavyweight
8/12/2023,Cory Sandhagen,Rob Font,Red,Women's Strawweight
8/12/2023,Jessica Andrade,Tatiana Suarez,Blue,Bantamweight
8/12/2023,Dustin Jacoby,Kennedy Nzechukwu,Red,Women's Flyweight
8/5/2023,Diego Lopes,Gavin Tucker,Red,Catch Weight
8/5/2023,Tanner Boser,Aleksa Camur,Red,Women's Strawweight
8/5/2023,Ignacio Bahamondes,Ludovit Klein,Blue,Light Heavyweight
8/5/2023,Kyler Phillips,Raoni Barcelos,Red,Featherweight
8/5/2023,Jeremiah Wells,Carlston Harris,Blue,Light Heavyweight
8/5/2023,Billy Quarantillo,Damon Jackson,Red,Lightweight
8/5/2023,Cody Durden,Jake Hadley,Red,Bantamweight
8/5/2023,Sean Woodson,Dennis Buzukja,Red,Welterweight
8/5/2023,Ode Osbourne,Asu Almabayev,Blue,Featherweight
8/5/2023,Dustin Poirier,Justin Gaethje,Blue,Flyweight
8/5/2023,Jan Blachowicz,Alex Pereira,Blue,Featherweight
8/5/2023,Derrick Lewis,Marcos Rogerio de Lima,Red,Flyweight
7/29/2023,Tony Ferguson,Bobby Green,Blue,Lightweight
7/29/2023,Michael Chiesa,Kevin Holland,Blue,Light Heavyweight
7/29/2023,Gabriel Bonfim,Trevin Giles,Red,Heavyweight
7/29/2023,CJ Vergara,Vinicius Salvador,Red,Lightweight
7/29/2023,Roman Kopylov,Claudio Ribeiro,Red,Welterweight
7/29/2023,Jake Matthews,Darrius Flowers,Red,Welterweight
7/29/2023,Matthew Semelsberger,Uros Medic,Blue,Flyweight
7/29/2023,Miranda Maverick,Priscila Cachoeira,Red,Middleweight
7/29/2023,Tom Aspinall,Marcin Tybura,Red,Welterweight
7/29/2023,Molly McCann,Julija Stoliarenko,Blue,Welterweight
7/29/2023,Nathaniel Wood,Andre Fili,Red,Women's Flyweight
7/22/2023,Paul Craig,Andre Muniz,Red,Heavyweight
7/22/2023,Jai Herbert,Fares Ziam,Blue,Women's Flyweight
7/22/2023,Lerone Murphy,Josh Culibao,Red,Featherweight
7/22/2023,Davey Grant,Daniel Marcos,Blue,Middleweight
7/22/2023,Danny Roberts,Jonny Parsons,Blue,Lightweight
7/22/2023,Marc Diakiese,Joel Alvarez,Blue,Featherweight
7/22/2023,Mick Parkin,Jamal Pogues,Red,Bantamweight
7/22/2023,Makhmud Muradov,Bryan Barberena,Red,Welterweight
7/22/2023,Ketlen Vieira,Pannie Kianzad,Red,Lightweight
7/22/2023,Chris Duncan,Yanal Ashmouz,Red,Heavyweight
7/22/2023,Shauna Bannon,Bruna Brasil,Blue,Middleweight
7/22/2023,Jafel Filho,Daniel Barez,Red,Women's Bantamweight
7/22/2023,Jack Della Maddalena,Bassil Hafez,Red,Lightweight
7/22/2023,Ottman Azaitar,Francisco Prado,Blue,Women's Strawweight
7/22/2023,Albert Duraev,JunYong Park,Blue,Flyweight
7/15/2023,Norma Dumont,Chelsea Chandler,Red,Welterweight
7/15/2023,Nazim Sadykhov,Terrance McKinney,Red,Lightweight
7/15/2023,Tucker Lutz,Melsik Baghdasaryan,Blue,Middleweight
7/15/2023,Viktoriia Dudakova,Istela Nunes,Red,Women's Featherweight
7/15/2023,Austin Lingo,Melquizael Costa,Blue,Lightweight
7/15/2023,Evan Elder,Genaro Valdez,Red,Featherweight
7/15/2023,Tyson Nam,Azat Maksum,Blue,Women's Strawweight
7/15/2023,Alexander Munoz,Carl Deaton,Red,Featherweight
7/15/2023,Ashlee Evans-Smith,Ailin Perez,Blue,Lightweight
7/15/2023,Alexander Volkanovski,Yair Rodriguez,Red,Flyweight
7/15/2023,Brandon Moreno,Alexandre Pantoja,Blue,Lightweight
7/15/2023,Robert Whittaker,Dricus Du Plessis,Blue,Women's Bantamweight
7/8/2023,Jalin Turner,Dan Hooker,Blue,Featherweight
7/8/2023,Bo Nickal,Val Woodburn,Red,Flyweight
7/8/2023,Robbie Lawler,Niko Price,Red,Middleweight
7/8/2023,Tatsuro Taira,Edgar Chairez,Red,Lightweight
7/8/2023,Yazmin Jauregui,Denise Gomes,Blue,Middleweight
7/8/2023,Jimmy Crute,Alonzo Menifield,Blue,Welterweight
7/8/2023,Vitor Petrino,Marcin Prachnio,Red,Catch Weight
7/8/2023,Cameron Saaiman,Terrence Mitchell,Red,Women's Strawweight
7/8/2023,Shannon Ross,Jesus Aguilar,Blue,Light Heavyweight
7/8/2023,Kamuela Kirk,Esteban Ribovics,Blue,Light Heavyweight
7/8/2023,Sean Strickland,Abus Magomedov,Red,Bantamweight
7/8/2023,Damir Ismagulov,Grant Dawson,Blue,Flyweight
7/8/2023,Max Griffin,Michael Morales,Blue,Lightweight
7/1/2023,Ariane Lipski,Melissa Gatto,Red,Middleweight
7/1/2023,Ismael Bonfim,Benoit Saint Denis,Blue,Lightweight
7/1/2023,Brunno Ferreira,Nursulton Ruziboev,Blue,Welterweight
7/1/2023,Kevin Lee,Rinat Fakhretdinov,Blue,Women's Flyweight
7/1/2023,Joanderson Brito,Westin Wilson,Red,Lightweight
7/1/2023,Yana Santos,Karol Rosa,Blue,Middleweight
7/1/2023,Guram Kutateladze,Elves Brener,Blue,Welterweight
7/1/2023,Ivana Petrovic,Luana Carolina,Blue,Featherweight
7/1/2023,Alexandr Romanov,Blagoy Ivanov,Red,Women's Featherweight
7/1/2023,Josh Emmett,Ilia Topuria,Blue,Lightweight
7/1/2023,Amanda Ribas,Maycee Barber,Blue,Women's Flyweight
7/1/2023,David Onama,Gabriel Santos,Red,Heavyweight
6/24/2023,Brendan Allen,Bruno Silva,Red,Featherweight
6/24/2023,Neil Magny,Phil Rowe,Red,Women's Flyweight
6/24/2023,Randy Brown,Wellington Turman,Red,Featherweight
6/24/2023,Mateusz Rebecki,Loik Radzhabov,Red,Middleweight
6/24/2023,Tabatha Ricci,Gillian Robertson,Red,Welterweight
6/24/2023,Zhalgas Zhumagulov,Joshua Van,Blue,Welterweight
6/24/2023,Trevor Peek,Chepe Mariscal,Blue,Lightweight
6/24/2023,Jamall Emmers,Jack Jenkins,Blue,Women's Strawweight
6/24/2023,Cody Brundage,Sedriques Dumas,Blue,Flyweight
6/24/2023,Marvin Vettori,Jared Cannonier,Blue,Lightweight
6/24/2023,Arman Tsarukyan,Joaquim Silva,Red,Featherweight
