name,height,weight,reach,stance
Bec Rawlings,167.64,56.7,162.56,1
Tom Duquesnoy,170.18,61.23,172.72,1
Oliver Enkamp,182.88,77.11,195.58,4
Mark Godbeer,193.04,108.86,195.58,1
Dmitry Sosnovskiy,190.5,108.86,195.58,1
Mike Pyle,182.88,77.11,187.96,1
Russell Doane,170.18,61.23,177.8,1
Albert Morales,175.26,61.23,182.88,1
Brian Camozzi,187.96,77.11,198.12,1
Joshua Burkman,177.8,77.11,182.88,1
Cyril Asker,182.88,112.04,187.96,1
Damien Brown,177.8,70.31,172.72,1
Rob Wilkinson,190.5,83.91,203.2,1
Jeremy Kennedy,180.34,65.77,180.34,1
Timothy Johnson,190.5,120.2,195.58,3
Maia Stevenson,162.56,52.16,157.48,1
Joe Soto,167.64,61.23,165.1,1
Godofredo Pepey,170.18,65.77,185.42,1
Juliana Lima,165.1,52.16,165.1,1
Francimar Barroso,185.42,92.99,190.5,1
Sabah Homasi,182.88,77.11,182.88,1
Galore Bofando,180.34,77.11,182.88,4
Abel Trujillo,172.72,70.31,177.8,1
Oluwale Bamgbose,180.34,83.91,198.12,4
Erick Silva,182.88,77.11,187.96,1
Carls John De Tomas,165.1,56.7,180.34,3
Antonio Braga Neto,190.5,83.91,195.58,1
Angela Magana,154.94,52.16,165.1,1
Christina Marks,170.18,56.7,175.26,1
Ryan Janes,190.5,83.91,193.04,1
Karine Gevorgyan,162.56,56.7,160.02,1
Ariel Beck,167.64,56.7,167.64,3
Michael Bisping,185.42,83.91,190.5,1
Wang Guan,175.26,65.77,180.34,1
Bobby Nash,182.88,77.11,187.96,1
Kailin Curran,162.56,52.16,165.1,1
Bharat Kandare,170.18,61.23,182.88,1
Bojan Velickovic,182.88,77.11,193.04,3
Ashkan Mokhtarian,167.64,56.7,170.18,3
Will Brooks,177.8,70.31,182.88,1
Anthony Hamilton,195.58,117.93,193.04,1
Nate Marquardt,182.88,83.91,187.96,1
Michel Quinones,177.8,70.31,185.42,1
Marcel Fortuna,185.42,92.99,187.96,1
Georges St-Pierre,180.34,83.91,193.04,1
Johny Hendricks,175.26,83.91,175.26,3
Hacran Dias,172.72,70.31,175.26,1
Christian Colombo,195.58,120.2,182.04,1
Jonathan Wilson,187.96,92.99,190.5,3
Marcin Held,175.26,70.31,180.34,1
Pearl Gonzalez,162.56,52.16,182.04,1
Marco Beltran,172.72,56.7,175.26,1
Takanori Gomi,170.18,70.31,177.8,3
Henrique da Silva,190.5,92.99,193.04,1
Chan-Mi Jeon,165.1,52.16,182.04,1
Hyun Gyu Lim,190.5,77.11,195.58,1
Azunna Anyanwu,185.42,113.85,182.04,1
Jason Saggo,180.34,70.31,180.34,1
Mitch Clarke,177.8,70.31,185.42,1
Adriano Martins,177.8,70.31,182.88,3
Bojan Mihajlovic,180.34,92.99,185.42,1
Abdul-Kerim Edilov,187.96,92.99,182.04,1
Andrew Holbrook,180.34,70.31,177.8,3
Hector Sandoval,157.48,56.7,162.56,1
Rafael Natal,182.88,83.91,195.58,1
Damian Grabowski,185.42,109.32,190.5,1
Frankie Perez,180.34,70.31,185.42,1
Chris Wade,177.8,70.31,177.8,1
James Mulheron,177.8,110.22,185.42,1
Neil Seery,162.56,56.7,162.56,1
Charlie Ward,180.34,77.11,182.04,1
Leslie Smith,175.26,61.23,167.64,1
Daniel Omielanczuk,182.88,112.04,187.96,3
Travis Browne,198.12,115.67,200.66,1
Jesse Taylor,182.88,77.11,185.42,1
Nick Roehrick,187.96,92.99,182.04,1
Tom Gallicchio,177.8,77.11,182.04,3
Joachim Christensen,190.5,92.99,193.04,1
Dennis Siver,167.64,65.77,177.8,1
Johnny Case,177.8,70.31,182.88,1
Josh Stansbury,187.96,92.99,187.96,1
Dong Hyun Kim,187.96,77.11,193.04,3
Tarec Saffiedine,177.8,77.11,177.8,4
Kwan Ho Kwak,165.1,61.23,182.04,4
Dominique Steele,177.8,77.11,187.96,1
Kiichi Kunimoto,177.8,77.11,180.34,1
Jim Wallhead,177.8,77.11,182.04,1
Alex Nicholson,193.04,83.91,195.58,1
Chris Camozzi,187.96,83.91,190.5,1
Reza Madadi,180.34,70.31,185.42,1
Nicholas Musoke,182.88,77.11,190.5,1
Michael McBride,185.42,70.31,182.04,1
Cindy Dandois,170.18,61.23,182.04,1
Joe Proctor,177.8,70.31,182.88,1
Roy Nelson,182.88,119.29,185.42,1
Rashid Magomedov,175.26,70.31,177.8,1
Augusto Mendes,167.64,61.23,165.1,1
Nathan Coy,177.8,77.11,175.26,3
Anthony Johnson,187.96,92.99,198.12,1
Gegard Mousasi,187.96,83.91,193.04,1
Patrick Cote,180.34,77.11,190.5,1
Mike de la Torre,180.34,65.77,180.34,1
Brad Pickett,167.64,61.23,172.72,1
Scott Askham,190.5,83.91,190.5,3
Rony Jason,170.18,65.77,185.42,1
Garreth McLellan,185.42,83.91,182.88,3
Sam Sicilia,172.72,65.77,170.18,1
Alex Ricci,180.34,70.31,182.04,1
Reginaldo Vieira,170.18,61.23,165.1,1
Phillipe Nover,175.26,65.77,182.88,1
Roan Carneiro,180.34,77.11,193.04,1
Michinori Tanaka,165.1,61.23,170.18,1
Daniel Jolly,185.42,92.99,190.5,1
JC Cottrell,175.26,70.31,182.04,1
Viktor Pesta,190.5,108.86,195.58,1
Jocelyn Jones-Lybarger,170.18,52.16,162.56,1
Ronda Rousey,170.18,61.23,167.64,1
Brandon Thatch,187.96,77.11,187.96,4
Cole Miller,185.42,65.77,185.42,1
James Moontasri,177.8,77.11,180.34,4
Takeya Mizugaki,170.18,61.23,175.26,1
Fredy Serrano,160.02,56.7,165.1,1
Tim Kennedy,180.34,83.91,187.96,1
Valerie Letourneau,170.18,52.16,172.72,1
Zach Makovsky,162.56,56.7,162.56,3
Sean O'Connell,185.42,92.99,187.96,1
Joseph Gigliotti,180.34,83.91,182.04,1
Tiago dos Santos e Silva,175.26,65.77,177.8,1
Keith Berish,182.88,92.99,182.04,1
Brendan O'Reilly,170.18,77.11,175.26,1
Elvis Mutapcic,182.88,83.91,182.88,1
Kyle Noke,185.42,77.11,193.04,3
Yusuke Kasuya,170.18,70.31,182.04,3
Seo Hee Ham,157.48,52.16,157.48,3
Richard Walsh,182.88,77.11,185.42,1
Jonathan Meunier,190.5,77.11,182.04,4
Geane Herrera,165.1,56.7,167.64,1
Guangyou Ning,162.56,65.77,162.56,3
Yao Zhikui,165.1,56.7,162.56,1
Ryan Bader,187.96,92.99,187.96,1
Manvel Gamburyan,165.1,61.23,170.18,1
Magnus Cedenblad,195.58,83.91,200.66,1
Kyoji Horiguchi,165.1,56.7,167.64,1
Ali Bagautinov,162.56,56.7,165.1,1
Anna Elmose,160.02,52.16,182.04,1
Milana Dudieva,160.02,61.23,182.04,1
Heather Clark,167.64,52.16,162.56,1
Erik Perez,172.72,61.23,172.72,1
Erick Montano,182.88,77.11,185.42,1
Jason Novelli,182.88,70.31,182.04,1
Chris Avila,177.8,65.77,182.04,1
Dan Henderson,180.34,83.91,187.96,1
Albert Tumenov,180.34,77.11,185.42,1
Lukasz Sajewski,172.72,70.31,180.34,1
Tamdan McCrory,193.04,83.91,193.04,4
Cody East,190.5,111.13,182.04,1
Kelly Faszholz,172.72,61.23,182.04,1
Antonio Silva,193.04,119.75,208.28,1
Hector Urbina,180.34,77.11,185.42,1
Glaico Franca Moreira,182.88,70.31,195.58,1
Kenny Robertson,177.8,77.11,187.96,1
Maximo Blanco,172.72,65.77,180.34,1
Augusto Montano,185.42,77.11,185.42,1
Leonardo Guimaraes,182.88,83.91,182.04,1
Joey Gomez,177.8,61.23,185.42,1
CM Punk,185.42,77.11,185.42,1
Caio Magalhaes,185.42,83.91,185.42,1
Sean Spencer,177.8,77.11,187.96,1
Josh Barnett,190.5,113.4,198.12,1
Tae Hyun Bang,175.26,70.31,180.34,4
Leandro Issa,170.18,61.23,175.26,1
Leandro Silva,175.26,70.31,182.88,1
Kevin Casey,180.34,83.91,195.58,3
Shane Campbell,182.88,70.31,180.34,1
Rick Story,175.26,77.11,180.34,3
Elizabeth Phillips,167.64,61.23,165.1,1
Lorenz Larkin,180.34,77.11,182.88,1
Alberto Uda,190.5,83.91,182.04,1
Horacio Gutierrez,177.8,65.77,182.04,1
Tatsuya Kawajiri,170.18,65.77,175.26,1
Francisco Rivera,172.72,61.23,177.8,1
Cesar Arzamendia,180.34,70.31,182.04,1
Jim Alers,175.26,65.77,180.34,1
Michael McDonald,175.26,61.23,177.8,1
Josh Samman,190.5,83.91,200.66,1
Cristina Stanciu,160.02,52.16,182.04,1
Cody Pfister,177.8,70.31,185.42,1
Enrique Marin,177.8,77.11,182.04,1
Thiago Tavares,170.18,65.77,177.8,1
Fernando Bruno,167.64,65.77,182.04,1
Cory Hendricks,190.5,92.99,182.04,4
Anton Zafir,180.34,77.11,182.04,1
Mehdi Baghdad,185.42,70.31,182.04,1
Dileno Lopes,165.1,61.23,182.04,1
Jerrod Sanders,172.72,61.23,182.88,1
Rory MacDonald,182.88,77.11,193.04,1
Steve Bosse,180.34,92.99,182.88,1
Chris Beal,170.18,56.7,175.26,1
Yan Cabral,180.34,70.31,185.42,1
Dominic Waters,185.42,77.11,200.66,1
Willie Gates,172.72,56.7,182.88,1
Chris Kelades,170.18,56.7,172.72,1
Clint Hester,187.96,92.99,195.58,1
Efrain Escudero,175.26,70.31,180.34,1
Michael Graves,177.8,77.11,180.34,1
Gabriel Gonzaga,187.96,109.77,193.04,1
Igor Pokrajac,182.88,92.99,187.96,1
Ian Entwistle,165.1,61.23,182.04,1
Filip Pejic,172.72,61.23,182.04,1
Robert Whiteford,175.26,65.77,175.26,3
Lucas Martins,182.88,65.77,182.88,3
Frank Mir,190.5,119.75,200.66,3
James Te Huna,187.96,83.91,190.5,1
Mark Eddiva,172.72,65.77,172.72,1
Rin Nakai,154.94,61.23,182.04,1
Viscardi Andrade,180.34,77.11,190.5,1
Tom Lawlor,182.88,92.99,187.96,3
Marcelo Guimaraes,182.88,83.91,185.42,1
Justin Salas,172.72,70.31,177.8,3
Mike Wilkinson,170.18,65.77,167.64,1
Chris Dempsey,177.8,83.91,182.88,1
Yaotzin Meza,175.26,65.77,180.34,1
Norman Parke,180.34,70.31,177.8,3
Martin Svensson,185.42,70.31,182.04,1
Joe Riggs,182.88,83.91,177.8,3
Daniel Sarafian,175.26,83.91,185.42,1
Jonavin Webb,177.8,77.11,182.04,1
Jared Rosholt,187.96,120.2,190.5,1
Rafael Cavalcante,185.42,92.99,187.96,1
KJ Noons,177.8,70.31,177.8,1
Noad Lahat,175.26,65.77,175.26,1
Masio Fullen,177.8,65.77,177.8,1
Matt Dwyer,193.04,77.11,193.04,1
Felipe Olivieri,175.26,70.31,182.04,1
Matt Mitrione,190.5,120.2,208.28,4
Daron Cruickshank,172.72,70.31,182.88,4
Diego Brandao,170.18,65.77,162.56,1
Tony Sims,180.34,70.31,177.8,3
Masanori Kanehara,170.18,61.23,170.18,1
Sheldon Westcott,185.42,77.11,180.34,3
Edgar Garcia,177.8,77.11,180.34,1
Sarah Kaufman,165.1,61.23,167.64,1
Danny Castillo,175.26,70.31,180.34,1
Hayder Hassan,177.8,77.11,182.04,1
Marcio Alexandre Junior,182.88,83.91,190.5,3
Marcin Wrzosek,175.26,70.31,182.04,1
Konstantin Erokhin,180.34,104.33,182.04,1
Mike Pierce,172.72,77.11,180.34,1
Abner Lloveras,180.34,70.31,182.04,1
John Howard,170.18,77.11,182.88,1
Andreas Stahl,180.34,77.11,182.04,1
Emily Kagan,160.02,52.16,182.04,1
Benson Henderson,175.26,77.11,177.8,3
Yoshihiro Akiyama,177.8,77.11,190.5,1
Dongi Yang,177.8,83.91,185.42,3
Yui Chul Nam,175.26,65.77,182.04,1
Leo Kuntz,177.8,70.31,182.04,1
Scott Jorgensen,165.1,61.23,167.64,1
Vernon Ramos Ho,167.64,77.11,182.04,1
Valmir Lazaro,182.88,70.31,185.42,1
Akbarh Arreola,177.8,70.31,180.34,3
Anthony Perosh,190.5,92.99,190.5,1
Richie Vaculik,167.64,56.7,175.26,1
Danny Martinez,167.64,56.7,170.18,1
Steve Montgomery,193.04,83.91,182.04,3
Steve Kennedy,180.34,77.11,182.04,1
Piotr Hallmann,175.26,70.31,180.34,1
Fabio Maldonado,185.42,92.99,190.5,1
Edimilson Souza,182.88,65.77,187.96,1
Gasan Umalatov,180.34,77.11,180.34,1
Bruno Korea,167.64,61.23,165.1,1
Paddy Holohan,177.8,56.7,175.26,1
Jon Delos Reyes,167.64,56.7,170.18,1
Mickael Lebout,180.34,70.31,185.42,1
Aisling Daly,157.48,52.16,162.56,1
Ericka Almeida,167.64,52.16,182.04,1
Cathal Pendred,185.42,77.11,190.5,1
Bubba Bush,182.88,83.91,182.04,1
Shawn Jordan,182.88,117.93,190.5,3
Ruslan Magomedov,190.5,109.77,198.12,1
Francisco Trevino,175.26,70.31,177.8,1
Chris Cariaso,160.02,56.7,162.56,3
Chico Camus,167.64,56.7,167.64,1
George Roop,185.42,61.23,182.88,1
Katsunori Kikuno,172.72,65.77,167.64,1
Naoyuki Kotani,172.72,70.31,167.64,3
Roger Zapata,180.34,77.11,182.04,3
Clay Collard,180.34,65.77,185.42,1
Ron Stallings,187.96,77.11,190.5,3
Nazareno Malegarie,172.72,70.31,182.04,1
Sam Stout,175.26,70.31,177.8,1
Yves Jabouin,170.18,61.23,172.72,1
Elias Silverio,180.34,70.31,185.42,1
Tom Watson,185.42,83.91,185.42,1
Sirwan Kakai,165.1,61.23,182.04,1
Roman Salazar,170.18,61.23,182.04,1
Anthony Christodoulou,175.26,70.31,182.04,1
Antonio Rodrigo Nogueira,190.5,108.86,195.58,1
Soa Palelei,193.04,120.2,205.74,1
Hugo Viana,167.64,61.23,170.18,1
Ramsey Nijem,180.34,70.31,190.5,1
Jessamyn Duke,180.34,61.23,185.42,1
Ivan Jorge,175.26,70.31,185.42,1
Pawel Pawlak,182.88,77.11,185.42,1
Leonardo Mafra,177.8,70.31,177.8,1
Vaughan Lee,167.64,56.7,167.64,1
Hans Stringer,190.5,92.99,182.04,1
Paul Redmond,177.8,65.77,182.04,1
Marcus Brimage,162.56,61.23,180.34,3
Todd Duffee,190.5,117.93,198.12,1
Josh Thomson,177.8,70.31,180.34,1
Igor Araujo,185.42,77.11,195.58,1
Ildemar Alcantara,187.96,83.91,198.12,1
Andrew Craig,185.42,77.11,193.04,1
Dan Miller,185.42,83.91,187.96,1
Darrell Montague,167.64,56.7,170.18,3
Mike Swick,185.42,77.11,195.58,1
Yosdenis Cedeno,172.72,70.31,175.26,1
Eddie Gordon,182.88,83.91,193.04,1
Levan Makashvili,172.72,65.77,172.72,1
Joe Merritt,182.88,77.11,182.04,1
Lewis Gonzalez,177.8,77.11,182.04,1
Alan Omer,177.8,65.77,182.04,1
Niklas Backstrom,185.42,65.77,182.04,1
Antonio Dos Santos,177.8,83.91,182.04,1
Brian Ebersole,182.88,77.11,185.42,3
Justin Edwards,177.8,70.31,177.8,1
Ricardo Abreu,180.34,83.91,182.04,1
Leonardo Morales,172.72,61.23,182.04,3
Ryan Jimmo,185.42,92.99,185.42,1
Wendell Oliveira Marques,177.8,77.11,182.04,1
Luiz Dutra,180.34,77.11,182.04,1
Josh Sampo,162.56,56.7,162.56,1
Constantinos Philippou,180.34,83.91,185.42,1
Mark Munoz,182.88,83.91,180.34,1
Luke Barnatt,198.12,83.91,195.58,1
Zhang Lipeng,180.34,70.31,180.34,3
Royston Wee,170.18,61.23,170.18,1
Roldan Sangcha'an,162.56,56.7,182.04,1
Nolan Ticman,167.64,56.7,182.04,1
Hatsu Hioki,180.34,65.77,185.42,1
Lisa Ellis,162.56,52.16,182.04,1
Dylan Andrews,185.42,83.91,187.96,4
Vik Grujic,180.34,77.11,185.42,1
Alptekin Ozkilic,165.1,56.7,165.1,1
Quinton Jackson,185.42,92.99,185.42,1
David Michaud,175.26,70.31,182.04,1
Chris Clements,177.8,77.11,177.8,1
Jessica Rakoczy,170.18,52.16,182.04,1
Jimy Hettes,175.26,65.77,180.34,3
Mirko Filipovic,187.96,104.33,185.42,3
Seth Baczynski,190.5,77.11,190.5,1
Izabela Badurek,165.1,52.16,182.04,1
Marcin Bandel,177.8,70.31,182.04,1
Rocky Lee,175.26,65.77,182.04,1
Robert Peralta,172.72,65.77,180.34,1
Justin Jones,180.34,83.91,182.04,1
Josh Koscheck,177.8,77.11,185.42,1
Shayna Baszler,170.18,61.23,182.04,1
Cain Carrizosa,172.72,70.31,182.04,1
Jorge de Oliveira,172.72,70.31,182.04,1
Bentley Syler,162.56,56.7,182.04,1
Roger Narvaez,190.5,83.91,182.04,3
Josh Copeland,185.42,120.2,182.04,1
Jake Lindsey,180.34,70.31,182.04,4
Larissa Pacheco,170.18,61.23,182.04,1
Ruan Potts,187.96,112.04,190.5,1
Alex Torres,177.8,65.77,182.04,1
William Macario,180.34,77.11,190.5,1
Josh Shockley,185.42,70.31,182.04,1
Patrick Walsh,180.34,83.91,182.04,1
Rodrigo de Lima,170.18,70.31,182.04,1
Ian McCall,165.1,56.7,162.56,1
Richardson Moreira,187.96,83.91,182.04,1
Andy Enz,190.5,83.91,198.12,1
Phil Davis,187.96,92.99,200.66,1
Akira Corassani,172.72,65.77,172.72,1
Andy Ogle,172.72,65.77,175.26,1
Stanislav Nedkov,180.34,92.99,180.34,1
Shane Howell,172.72,56.7,182.04,1
Matt Van Buren,195.58,92.99,182.04,1
Tateki Matsuda,170.18,56.7,182.04,1
Louis Gaudinot,160.02,56.7,160.02,1
Rodrigo Damm,170.18,70.31,180.34,1
Mats Nilsson,185.42,77.11,182.04,1
Alexis Dufresne,175.26,61.23,182.04,1
Mike Rhodes,185.42,77.11,187.96,1
Tom Niinimaki,175.26,65.77,175.26,1
Jamie Varner,172.72,70.31,180.34,1
Joe Ellenberger,175.26,70.31,182.88,1
Garett Whiteley,182.88,70.31,182.88,1
Dustin Kimura,170.18,61.23,180.34,1
Brendan Schaub,193.04,111.13,198.12,1
Matt Hobar,177.8,61.23,177.8,3
Isaac Vallie-Flagg,172.72,70.31,177.8,1
Yves Edwards,175.26,70.31,185.42,3
Juan Manuel Puig,175.26,65.77,182.04,1
Chris Heatherly,175.26,70.31,182.04,1
Humberto Brown Morrison,177.8,65.77,182.04,1
Rodolfo Rubio Perez,165.1,65.77,182.04,1
Charlie Brenneman,177.8,70.31,177.8,1
Tim Gorman,165.1,61.23,182.04,3
Wagner Silva,182.88,77.11,182.04,1
Vagner Rocha,177.8,70.31,185.42,1
Guto Inocente,190.5,92.99,182.04,1
Luke Zachrich,187.96,83.91,187.96,1
Jumabieke Tuerxun,170.18,61.23,182.04,1
Fabricio Camoes,177.8,70.31,180.34,1
Bruno Santos,175.26,83.91,182.04,1
Anthony Njokuani,185.42,70.31,190.5,1
Tor Troeng,187.96,83.91,182.04,1
Ernest Chavez,172.72,65.77,177.8,1
Amir Sadollah,177.8,77.11,190.5,1
Takenori Sato,177.8,77.11,182.04,3
Kazuki Tokudome,180.34,70.31,185.42,3
Dashon Johnson,170.18,65.77,182.04,1
Paulo Thiago,180.34,77.11,187.96,1
Johnny Bedford,177.8,61.23,180.34,1
Francis Carmont,190.5,92.99,198.12,1
Cung Le,175.26,83.91,177.8,3
Jianping Yang,170.18,65.77,182.04,1
Sai Wang,182.88,77.11,182.04,3
Danny Mitchell,187.96,77.11,182.04,1
Roland Delorme,175.26,61.23,180.34,1
Anying Wang,182.88,77.11,182.04,1
Jack May,203.2,115.67,182.04,4
Kyle Kingsbury,193.04,92.99,200.66,1
Hernani Perpetuo,182.88,77.11,182.04,1
Steven Siler,180.34,65.77,177.8,1
Phil Harris,162.56,56.7,165.1,1
Mike King,190.5,83.91,182.04,1
Cody Donovan,190.5,92.99,187.96,1
Pat Healy,182.88,70.31,182.88,1
Tina Lahdemaki,157.48,52.16,182.04,1
Daniel Spohn,193.04,92.99,200.66,3
Guilherme Vasconcelos,182.88,83.91,182.04,1
Colton Smith,182.88,70.31,180.34,1
Chris Indich,177.8,77.11,182.04,1
Mike Easton,167.64,61.23,177.8,3
Jason High,172.72,70.31,185.42,3
Bobby Voelker,182.88,77.11,187.96,1
Lance Benoist,180.34,77.11,182.88,3
Chris Holdsworth,180.34,61.23,182.04,1
Ben Wall,177.8,70.31,182.04,1
Anthony Lapsley,175.26,77.11,182.04,3
Estevan Payan,177.8,65.77,182.04,1
Mark Bocek,172.72,70.31,190.5,1
Ronny Markes,185.42,83.91,190.5,1
Thiago Perpetuo,177.8,77.11,182.04,1
Jake Shields,182.88,77.11,182.88,1
Renee Forte,170.18,70.31,180.34,1
Will Campuzano,175.26,56.7,177.8,1
Robert McDaniel,190.5,83.91,190.5,3
Melvin Guillard,175.26,70.31,180.34,1
Cyrille Diabate,198.12,92.99,205.74,3
John Hathaway,185.42,77.11,190.5,1
Ivan Menjivar,167.64,65.77,162.56,1
Nam Phan,167.64,61.23,177.8,1
Albert Cheng,180.34,77.11,182.04,1
TJ Waldburger,180.34,77.11,190.5,1
Rafaello Oliveira,172.72,70.31,180.34,1
Cristiano Marcello,175.26,70.31,182.88,1
Nick Catone,182.88,83.91,182.88,3
Ramiro Hernandez,175.26,61.23,182.04,1
Mike Rio,177.8,70.31,177.8,1
Brian Houston,187.96,83.91,182.04,1
Shunichi Shimizu,165.1,61.23,182.04,1
Will Chope,193.04,65.77,182.04,4
Quinn Mulhern,190.5,70.31,182.04,1
Dave Galera,180.34,61.23,182.04,1
Chris Leben,180.34,83.91,185.42,3
Mac Danzig,172.72,70.31,177.8,1
Cody McKenzie,182.88,70.31,182.88,4
Roger Bowling,175.26,70.31,172.72,1
Darren Uyenoyama,167.64,56.7,165.1,1
Pat Barry,180.34,106.59,187.96,1
Julie Kedzie,165.1,61.23,182.04,1
Nick Ring,182.88,83.91,187.96,3
Peggy Morgan,185.42,61.23,182.04,1
Chael Sonnen,185.42,92.99,185.42,3
Edwin Figueroa,170.18,61.23,175.26,1
Jose Maria,165.1,56.7,182.04,1
Alessio Sakara,182.88,83.91,182.88,1
Rosi Sexton,160.02,61.23,182.04,1
Michael Kuiper,182.88,83.91,185.42,1
George Sotiropoulos,177.8,70.31,180.34,1
Adlan Amagov,187.96,77.11,193.04,1
Jeremy Larsen,177.8,65.77,177.8,1
Dustin Pague,175.26,61.23,187.96,1
Thiago Silva,187.96,92.99,187.96,1
Matt Hamill,185.42,92.99,193.04,1
Joey Beltran,185.42,83.91,190.5,1
Rousimar Palhares,172.72,77.11,180.34,1
David Mitchell,182.88,77.11,190.5,1
Iliarde Santos,165.1,56.7,170.18,1
Mike Ricci,182.88,70.31,193.04,3
Nandor Guelmino,190.5,104.33,182.04,1
Marcos Vinicius,175.26,56.7,182.04,1
Joao Zeferino,180.34,77.11,182.04,1
Keith Wisniewski,182.88,77.11,182.04,1
Yuri Villefort,182.88,77.11,185.42,1
Brandon Vera,190.5,104.33,198.12,1
Pascal Krauss,185.42,77.11,182.04,1
Ryan Couture,177.8,70.31,185.42,1
Jared Hamman,190.5,83.91,190.5,1
Martin Kampmann,182.88,77.11,182.88,1
Brian Melancon,172.72,77.11,182.04,1
Papy Abedi,180.34,83.91,182.04,3
James Head,185.42,77.11,185.42,1
Ben Alloway,180.34,77.11,193.04,1
Mike Brown,167.64,65.77,177.8,1
Vinny Magalhaes,190.5,92.99,190.5,1
Sheila Gaff,165.1,61.23,182.04,1
Josh Clopton,167.64,65.77,182.04,1
Ednaldo Oliveira,195.58,92.99,182.04,1
Bristol Marunde,185.42,77.11,190.5,1
Aaron Riley,172.72,70.31,175.26,3
John Albert,172.72,61.23,172.72,1
Roger Gracie,193.04,83.91,200.66,1
Dave Herman,193.04,109.77,195.58,1
Sean Pierson,182.88,77.11,193.04,3
John Maguire,175.26,70.31,175.26,3
Eddie Mendez,177.8,83.91,182.04,1
Karlos Vemola,182.88,83.91,190.5,1
TJ Grant,177.8,70.31,182.88,1
Nah-Shon Burrell,180.34,77.11,182.04,1
Brian Bowles,170.18,61.23,177.8,1
John Cholish,180.34,70.31,187.96,1
Roger Hollett,180.34,92.99,182.04,1
Azamat Gashimov,167.64,56.7,182.04,1
Alan Belcher,187.96,83.91,190.5,1
Cheick Kongo,193.04,108.86,208.28,1
Leonard Garcia,177.8,65.77,172.72,1
Clifford Starks,182.88,83.91,198.12,1
Gilbert Smith,175.26,83.91,182.04,3
Collin Hart,185.42,83.91,182.04,1
Jimmy Quinlan,182.88,83.91,182.04,1
Bart Palaszewski,175.26,65.77,177.8,1
Justin Lawrence,172.72,65.77,170.18,1
Philip De Fries,195.58,113.4,200.66,1
Pablo Garza,185.42,65.77,185.42,1
Adam Cella,187.96,77.11,182.04,1
Chris Spang,187.96,77.11,182.04,1
Besam Yousef,180.34,77.11,182.04,1
Colin Fletcher,187.96,70.31,182.04,1
Antonio Carvalho,175.26,65.77,177.8,1
Issei Tamura,165.1,61.23,160.02,1
Reuben Duran,170.18,61.23,180.34,1
Wanderlei Silva,180.34,92.99,187.96,1
Brian Stann,185.42,92.99,187.96,1
Riki Fukuda,182.88,83.91,185.42,3
Josh Neer,180.34,77.11,182.88,1
Lavar Johnson,193.04,108.86,208.28,1
Anton Kuivanen,172.72,70.31,182.88,1
Matt Grice,172.72,65.77,177.8,1
Caros Fodor,175.26,70.31,187.96,1
Brock Jardine,180.34,77.11,182.04,1
Jon Manley,185.42,77.11,182.04,1
Jorge Santiago,185.42,77.11,190.5,1
Terry Etim,185.42,70.31,185.42,1
Paul Sass,182.88,70.31,185.42,1
Josh Grispi,180.34,65.77,187.96,1
Motonobu Tezuka,170.18,61.23,182.04,3
Ulysses Gomez,167.64,56.7,182.04,1
Jon Fitch,182.88,77.11,187.96,1
Jay Hieron,182.88,77.11,190.5,1
Jacob Volkmann,175.26,70.31,180.34,3
Mike Stumpf,177.8,77.11,182.04,1
Vladimir Matyushenko,182.88,92.99,187.96,1
Mike Russow,185.42,115.67,185.42,1
Simeon Thoresen,185.42,77.11,200.66,1
Milton Vieira,182.88,65.77,182.04,1
Diego Nunes,167.64,65.77,170.18,1
Wagner Prado,182.88,92.99,187.96,3
CJ Keith,182.88,70.31,182.04,1
Byron Bloodworth,172.72,61.23,182.04,1
Shane del Rosario,193.04,113.4,182.04,3
Jonathan Brookins,182.88,65.77,187.96,3
John Cofer,175.26,70.31,182.04,3
Jared Papazian,172.72,61.23,170.18,3
Manuel Rodriguez,175.26,77.11,182.04,1
Brendan Loughnane,177.8,65.77,177.8,4
Nick Penner,193.04,92.99,182.04,3
Henry Martinez,170.18,70.31,175.26,3
Marcus LeVesseur,175.26,70.31,177.8,3
Mark Hominick,172.72,65.77,172.72,1
Chad Griggs,185.42,92.99,185.42,1
Matthew Riddle,185.42,77.11,193.04,3
Rich Franklin,185.42,83.91,193.04,3
Zhang Tiequan,172.72,70.31,175.26,1
Jeff Hougland,170.18,61.23,172.72,1
Yasuhiro Urushitani,165.1,56.7,182.04,3
Tom DeBlass,182.88,83.91,182.04,1
Stephan Bonnar,193.04,92.99,200.66,1
Joey Gambino,170.18,65.77,182.04,1
Luiz Cane,187.96,83.91,195.58,3
Aaron Simpson,182.88,77.11,185.42,1
Carlo Prater,180.34,70.31,182.88,4
Shane Roller,177.8,70.31,182.88,1
Dan Hardy,182.88,77.11,187.96,1
Che Mills,185.42,77.11,193.04,1
Duane Ludwig,177.8,77.11,177.8,1
DaMarques Johnson,185.42,77.11,190.5,1
Jason Young,175.26,65.77,185.42,1
Walel Watson,180.34,61.23,190.5,1
Buddy Roberts,187.96,83.91,182.04,1
Tommy Hayden,175.26,65.77,182.04,3
Ken Stone,172.72,61.23,180.34,3
Eiji Mitsuoka,170.18,65.77,182.04,3
Oli Thompson,185.42,109.77,182.04,1
Michihiro Omigawa,167.64,65.77,172.72,1
